p	M_p	T_p_minus_1
560311	-28	-28.8578222752
560477	-24	-24.6114715748
560597	-28	-30.3851486490
560719	-22	-27.3460074308
560837	-40	-40.9460847727
560941	-45	-43.2131713211
561091	-37	-35.8223025805
561229	-37	-38.0949124751
561377	-26	-28.7255204267
564391	-7	-5.7282115506
564491	-12	-12.5850631480
564761	-10	-5.9245469983
565111	-7	0.2918112372
565603	-5	-3.3935276637
567991	-8	17.9110396525
568133	-10	14.7805577492
568207	-20	6.8604347428
568367	-15	9.0561842013
570733	-11	-0.7444269895
570859	-11	1.8050248035
571031	-4	6.1176748927
571229	-7	2.6964189944
571433	-5	6.4592225987
572051	-4	14.5571790695
572177	-3	11.5863847271
572333	-9	7.3846579810
572471	-16	1.5989796363
572587	-25	-5.8165267935
572659	-33	-13.1245783715
572807	-45	-21.8480668477
572909	-57	-29.8472551852
573047	-62	-31.4837081883
573247	-43	-15.6098301723
573371	-39	-12.1149478790
573487	-46	-20.2157602243
573637	-44	-19.7158462594
573763	-38	-16.9517369280
573883	-50	-25.4536714536
574003	-57	-29.2652688933
574159	-44	-17.0768484395
574289	-45	-16.2039500525
574433	-42	-12.9285697259
574597	-32	-5.5230690885
574703	-30	-3.0720532605
574817	-34	-4.6616236890
575009	-43	-9.9047935483
575131	-42	-9.8737727755
575249	-45	-13.0223322592
575417	-35	-2.6116636068
575557	-46	-8.6117967840
575669	-61	-18.8683543594
575777	-62	-22.3107615152
575921	-69	-25.6572648750
576029	-79	-31.3822580323
576167	-74	-26.4924637173
576293	-70	-27.8566322933
576431	-77	-36.2287856239
576539	-82	-41.8977504375
576659	-70	-34.4272545785
576739	-65	-33.3619584247
576899	-54	-25.3652521272
577067	-50	-22.4907184265
577177	-58	-30.8677911833
577333	-76	-39.4799297933
577463	-89	-44.2038076106
577559	-90	-47.1518669018
577739	-89	-44.0058352298
577873	-87	-41.0426589979
577979	-85	-41.6728440237
578131	-91	-45.2066995844
578299	-76	-36.9524388456
578407	-69	-34.0208227572
578509	-71	-37.4183997693
578621	-79	-45.6007478662
578777	-77	-45.8620045016
578861	-82	-52.2160474652
579023	-78	-45.2800122506
579199	-64	-32.9563641805
579331	-67	-34.7567914327
579499	-54	-25.4172750815
579571	-53	-27.2670095785
579673	-65	-33.8275706481
579809	-62	-38.3475077573
579949	-51	-30.9146492793
580093	-45	-29.9415387106
580259	-35	-19.5095949087
580379	-29	-17.0139932875
580553	-35	-17.0504792966
580687	-43	-20.7862367112
580787	-48	-26.0283575832
580901	-36	-19.9815142347
581047	-43	-26.9310210891
581173	-55	-32.0225714997
581293	-59	-39.0285408796
581393	-63	-43.8370633247
581527	-61	-40.7949433054
581663	-66	-43.5639775934
581773	-76	-53.5464167386
581909	-75	-53.3196191202
582031	-71	-51.7264565078
582173	-72	-47.8525633745
582317	-76	-49.2413376074
582469	-68	-44.3183007816
582643	-60	-37.4891196842
582761	-56	-35.2220570575
582859	-68	-47.0018567322
583007	-73	-49.8601533262
583153	-75	-50.7790183904
583267	-79	-53.7160624749
583397	-88	-58.1374182391
583501	-80	-54.5484407715
583621	-86	-56.8029041287
583769	-98	-67.0958510782
583879	-115	-78.0873273767
584033	-114	-76.6137452044
584203	-100	-69.7442653871
584387	-111	-70.4155575442
584531	-94	-58.5945471117
584659	-107	-66.0695714452
584767	-107	-69.2746067924
584897	-108	-71.0335771235
585019	-105	-71.4577908282
585077	-115	-81.7946582197
585269	-87	-63.0376693060
585391	-91	-66.4713200623
585551	-82	-57.3347341752
585671	-78	-57.0069389141
585779	-89	-67.7956991321
585881	-92	-71.8395670512
585997	-93	-72.3584041309
586123	-106	-76.4595153011
586291	-102	-74.7718898536
586429	-99	-72.8437332552
586543	-93	-73.3735920610
586633	-107	-84.3991276975
586801	-119	-89.8520551778
586909	-131	-96.5068185786
587017	-130	-98.5427861245
587117	-143	-106.8889482157
587219	-138	-105.5472174185
587381	-140	-103.1523483243
587497	-145	-107.1928310438
587599	-141	-105.2262487249
587693	-153	-114.0561750223
587813	-156	-117.8720172499
587947	-168	-125.5018788243
588043	-169	-128.8162968667
588167	-162	-125.1723216637
588293	-171	-131.5399487176
588437	-168	-129.5172951340
588571	-156	-125.7156214771
588733	-153	-124.2641486155
588877	-150	-118.0191148420
589021	-160	-122.7072136768
589181	-167	-121.2266274367
589289	-184	-131.5685570242
589451	-178	-124.1390006326
589591	-171	-121.3229632943
589753	-153	-108.3467518456
589861	-165	-117.0658367046
590033	-151	-103.6300919497
590141	-155	-110.4518096478
590279	-155	-108.8920922919
590399	-159	-111.1385604090
590599	-149	-99.9551756616
590719	-141	-94.3383371671
590867	-144	-92.3169308913
591053	-146	-88.9345519152
591161	-156	-98.1503044976
591317	-147	-87.5981574182
591457	-147	-86.1247309251
591611	-144	-82.5535569235
591749	-137	-80.6991657571
591887	-138	-82.3129548924
592061	-121	-71.2222045432
592217	-130	-76.4711102427
592337	-136	-77.6327639655
592451	-142	-82.0546040442
592561	-141	-86.4294854316
592661	-150	-93.0351213734
592793	-150	-92.3789569639
592931	-158	-95.6935464498
593059	-147	-91.0540640639
593179	-146	-92.2034768912
593273	-152	-97.2868089488
593401	-150	-97.6788346018
593507	-157	-104.4858976379
593629	-170	-112.2187541991
593783	-169	-111.7769745698
593977	-166	-104.4006480453
594137	-154	-93.5489852543
594241	-168	-104.2491579424
594367	-186	-114.8567711492
594469	-198	-125.7731637827
594577	-198	-126.4431240967
594739	-195	-121.3030582484
594889	-196	-122.5584828031
594989	-204	-127.0044881962
595093	-223	-142.3557867291
595183	-229	-147.5634429187
595291	-230	-149.8947573702
595381	-232	-153.6186080069
595571	-243	-153.3706200550
595733	-230	-145.1852460694
595943	-203	-124.8540683266
596027	-211	-131.9621569889
596143	-215	-135.5033152474
596261	-215	-136.4527552731
596419	-220	-135.9172366000
596587	-214	-130.9825214690
596693	-216	-132.3687809205
596831	-200	-124.9643579815
596929	-198	-127.7170372468
597059	-206	-131.4386164053
597253	-211	-128.5786700902
597383	-226	-140.0240376270
597497	-224	-140.2969912580
597599	-230	-145.8435211946
597697	-242	-155.7397423059
597853	-247	-157.2725818194
598007	-255	-156.5184942039
598151	-248	-153.4505349828
598307	-240	-144.1224180157
598447	-246	-146.4124380370
598643	-242	-141.9294355706
598727	-248	-148.2100907904
598877	-236	-137.8454005047
598987	-240	-142.1474069965
599147	-235	-136.3524973657
599303	-233	-131.1018452959
599407	-230	-131.3079557585
599551	-234	-136.7114168416
599681	-232	-136.6350267582
599803	-227	-132.2797355453
599941	-226	-132.2074862294
600091	-230	-132.3662153309
600241	-231	-133.4243964494
600337	-239	-142.3960978437
600449	-242	-141.9481236873
600601	-241	-138.2021367076
600727	-236	-137.3979333874
600883	-230	-132.5372005953
600983	-237	-137.0647950852
601127	-242	-141.3071005563
601247	-240	-140.4421207371
601339	-246	-145.4439298649
601507	-239	-142.8337438034
601697	-233	-134.7236536346
601819	-234	-135.0860701646
601949	-231	-136.3281124720
602083	-228	-133.8167342783
602197	-228	-137.0295403142
602309	-250	-152.6712084095
602411	-259	-160.8083869494
602543	-260	-159.1993061059
602687	-252	-153.2554426241
602779	-266	-167.3235404495
602929	-271	-168.9650597595
603047	-271	-171.7984328748
603203	-272	-171.7602110183
603391	-249	-154.0041437775
603529	-252	-156.4599913813
603667	-256	-159.3974080518
603791	-250	-157.0095606158
603893	-248	-157.9724113010
603947	-258	-166.1508241717
604073	-264	-171.3127271380
604309	-268	-166.8912954772
604411	-251	-159.2070421649
604579	-227	-143.3256072253
604699	-223	-140.9951599330
604811	-225	-139.6562852625
604931	-223	-141.8495557981
605051	-222	-143.3530891807
605191	-222	-143.8453560258
605329	-211	-138.8815348270
605477	-211	-138.4140053753
605597	-214	-142.7136615554
605719	-206	-135.8486589762
605887	-182	-118.3849026192
606017	-183	-117.8852302445
606091	-195	-128.7762516999
606299	-192	-120.7470586338
606443	-190	-118.1188537488
606581	-201	-125.5670148108
606731	-204	-124.3174669975
606847	-206	-126.4515107947
606971	-208	-130.3146213486
607081	-214	-137.2631768946
607157	-216	-143.8804144885
607303	-212	-139.4785151860
607417	-214	-141.1589727121
607619	-186	-122.1429456668
607741	-199	-130.5964096618
607909	-185	-118.1846365753
608011	-189	-120.0769785925
608147	-180	-116.2608024104
608303	-181	-116.2551712616
608401	-191	-125.2372228148
608521	-187	-123.3169358548
608669	-184	-123.2736165451
608819	-178	-118.3359745944
608903	-188	-126.0651711464
609067	-189	-127.9907200946
609179	-206	-139.5949125605
609283	-216	-142.9786064472
609397	-238	-158.7527038781
609517	-238	-160.4968682004
609613	-248	-165.2293641220
609757	-236	-157.1379787951
609911	-224	-149.1465054742
610081	-211	-142.2170580735
610243	-207	-140.1056234399
610417	-199	-128.0601334502
610553	-210	-131.8503645303
610667	-225	-146.0972684245
610783	-213	-141.6413646803
610867	-213	-144.6708996934
610993	-204	-139.8713793329
611113	-211	-145.1366614875
611293	-223	-151.9461646634
611453	-221	-149.6827150863
611561	-217	-149.1556974387
611753	-197	-133.4860410514
611887	-201	-134.9880427240
611993	-198	-134.3750844379
612071	-199	-138.8645626335
612181	-206	-143.3606938884
612319	-215	-148.0558507575
612439	-219	-149.7787461611
612643	-215	-140.6635187840
612791	-198	-130.2044474696
612877	-202	-133.8147168550
613013	-203	-133.3238879024
613181	-196	-126.4141532405
613267	-220	-145.0531995327
613427	-225	-148.8420933111
613507	-229	-154.7197787322
613637	-218	-149.1221444084
613763	-213	-144.9774826657
613903	-211	-142.9315054157
614071	-222	-147.3108612848
614179	-232	-152.3453371500
614377	-211	-139.0528105487
614543	-210	-139.2667524981
614657	-211	-139.4488995740
614743	-214	-143.7472456578
614881	-205	-138.4669428411
615047	-212	-141.0204515226
615229	-196	-130.8264215913
615343	-197	-134.3405410204
615449	-199	-136.5638099598
615577	-204	-139.5761308544
615731	-214	-142.8251770316
615821	-213	-144.0415934043
615949	-222	-151.3414109017
616111	-208	-138.5353006189
616207	-211	-142.9941642874
616313	-203	-140.4762173449
616433	-215	-150.3995187845
616523	-218	-156.4945505542
616673	-200	-143.6198306641
616789	-212	-149.5665136395
616909	-220	-155.5927282660
617039	-221	-156.7508636424
617147	-234	-168.0544788156
617269	-251	-176.4540314490
617369	-255	-181.9884802599
617479	-261	-185.7299260710
617677	-253	-180.8627222357
617759	-257	-185.6439393932
617873	-251	-182.6333192881
618031	-254	-185.4146402709
618227	-235	-171.7082940471
618329	-237	-173.6916630420
618439	-240	-176.9717905586
618589	-242	-178.4978118690
618799	-217	-159.0763851452
618929	-219	-164.7594766713
619033	-229	-172.7672909205
619181	-214	-165.1927317388
619303	-219	-167.8468012316
619511	-205	-155.7476687467
619621	-211	-158.3166510542
619763	-196	-148.8339130663
619867	-204	-155.1973830711
620029	-206	-150.0136442945
620197	-210	-150.5034401565
620311	-208	-153.7090027898
620413	-211	-156.7721077883
620549	-218	-164.6715995558
620663	-216	-165.2532275966
620777	-211	-162.3687360931
620929	-220	-167.7630776926
621031	-228	-172.4878645551
621223	-226	-169.5650846144
621347	-226	-167.4955388774
621461	-227	-168.6609930494
621631	-197	-147.5380992936
621757	-190	-141.9101757021
621913	-189	-143.7286970049
622051	-177	-136.7811193160
622157	-184	-140.3602844221
622301	-189	-142.2040811131
622477	-165	-126.2712697808
622571	-166	-128.2051651270
622669	-171	-134.4862770662
622861	-155	-123.4274118613
623003	-161	-124.8975571387
623209	-151	-113.6387768320
623321	-155	-116.5419928882
623423	-155	-118.1514821110
623621	-132	-100.1086072514
623717	-141	-107.1104121314
623851	-147	-110.7449575541
623957	-149	-113.9365783332
624067	-161	-122.9700306545
624203	-169	-128.8504321673
624313	-177	-136.1481936003
624467	-177	-139.3967845061
624577	-177	-138.4320831631
624709	-175	-139.3382671713
624803	-171	-140.0644722726
624977	-174	-136.6213471971
625111	-185	-142.4364836660
625237	-172	-137.1775143046
625369	-169	-136.8729374255
625543	-154	-122.2249114277
625661	-156	-124.2469356802
625837	-153	-119.0124998064
625979	-147	-116.3157933893
626159	-132	-103.6785096011
626317	-126	-98.8069919744
626477	-119	-91.8128762986
626617	-113	-86.6500911798
626711	-104	-83.2204425101
626833	-102	-80.6483466793
626963	-112	-84.7250023260
627101	-108	-86.6046190452
627251	-94	-79.6607654271
627379	-100	-81.1395969321
627547	-84	-70.1575028514
627667	-80	-67.4876691895
627799	-65	-60.6062752029
627961	-60	-56.2092355039
628097	-42	-41.5208511810
628219	-44	-43.7511924683
628379	-33	-32.3996745432
628547	-36	-31.7120076371
628709	-28	-23.7801036339
628811	-30	-22.6815149217
628973	-29	-21.8174277896
629113	-33	-24.3588139444
629311	-38	-20.5815835174
629429	-42	-23.9925598576
629591	-44	-29.6387169123
629701	-52	-32.5276641255
629807	-52	-30.0094062981
629921	-52	-31.5541933145
630029	-46	-27.0885665119
630181	-32	-15.4828740536
630349	-51	-26.7296420951
630523	-32	-14.0013546180
630659	-21	-8.4262394104
631339	-5	2.5333081748
631529	-11	-2.0293066716
631619	-24	-13.3545540118
631751	-21	-10.0448898845
631867	-27	-15.7295108241
631991	-42	-24.5854881654
632117	-50	-29.5982458351
632251	-55	-32.3885498373
632347	-61	-42.2480517248
632473	-58	-40.7175816134
632623	-51	-38.4705507095
632743	-40	-33.2660775681
632897	-30	-24.6271343761
633013	-37	-31.0542094947
633197	-46	-36.2208342966
633337	-41	-31.2667736849
633463	-34	-26.2998422555
633599	-14	-12.5960836824
633767	-4	-1.8971981281
633931	-3	-4.2528061657
634061	-7	-5.6747637896
634181	-15	-10.6786409398
634273	-26	-19.1909889442
634397	-17	-12.7488868879
634531	-19	-16.4830178642
634651	-35	-27.7837184842
634757	-43	-36.9227097530
634891	-31	-28.7877813263
635021	-43	-35.0647384720
635207	-33	-24.5788634450
635317	-36	-28.3475479423
635413	-37	-31.9900765661
635527	-40	-35.7607767587
635689	-29	-30.7558647284
635821	-37	-36.2459992463
635939	-40	-40.6969124012
636059	-36	-39.5371130045
636211	-45	-43.7751219254
636313	-51	-47.7643085119
636469	-39	-40.1956770407
636613	-33	-39.0738079622
636749	-38	-40.1645774264
636863	-40	-41.5853479220
637001	-40	-38.1984236452
637171	-43	-38.8698553123
637309	-45	-41.5331269627
637421	-38	-39.5208868705
637529	-39	-38.3838190893
637669	-48	-44.9426434733
637771	-51	-45.4867636470
637909	-57	-50.7609577691
638117	-37	-32.8264345246
638263	-44	-35.1493095391
638437	-44	-30.2751037886
638621	-30	-15.1683483387
638801	-15	0.5289371670
778793	-3	-7.0140365901
778993	-9	-10.3880934120
779249	-4	-9.7082224409
779869	-12	-11.4407187409
779993	-11	-13.0794694907
780173	-7	-8.7023810456
780433	-3	-7.7231443306
782009	-12	-18.6675085211
782129	-12	-23.4475854484
782231	-28	-35.7210800920
782387	-26	-33.5418150960
782519	-29	-35.6981961642
782707	-25	-28.7470903380
782911	-22	-21.7631120545
783023	-33	-27.6227105483
783151	-31	-25.1746696582
783317	-37	-30.0891322487
783421	-38	-29.8968303342
783599	-27	-20.1469111896
783703	-29	-23.7209498472
783779	-33	-28.7230161831
783931	-36	-29.0418722052
784117	-33	-24.8546263578
784243	-34	-27.0850371310
784367	-34	-27.6646712705
784463	-37	-31.9480329032
784573	-26	-29.2121588408
784723	-15	-21.2895976408
784957	-4	-15.0676904959
785839	-10	-21.3502443508
788891	-6	-32.0929998564
788999	-18	-40.1045722303
789109	-26	-45.4883360657
789311	-17	-38.8828497349
789443	-7	-32.3083898799
789977	-3	-30.7486608651
793981	-6	-26.3155905795
794077	-22	-41.8565542945
794173	-36	-53.4289890010
794327	-32	-48.7645058463
794473	-32	-49.1294381686
794569	-41	-56.8108763021
794711	-25	-48.2528091582
794923	-22	-45.1328596024
795079	-14	-37.3234225630
795187	-27	-46.6645847595
795323	-30	-48.6388886414
795493	-29	-48.0287051403
795643	-38	-55.0288892496
795713	-51	-66.3392769498
795827	-53	-66.5697706205
795947	-55	-65.9862424395
796139	-37	-53.1823564193
796259	-33	-49.0373258599
796379	-39	-56.3972812504
796531	-42	-56.8415149984
796657	-51	-64.5263671826
796777	-53	-65.7426547417
796871	-49	-67.3017360832
796981	-65	-78.5089100878
797063	-78	-88.4312809297
797281	-70	-81.0741440992
797417	-70	-81.4909688165
797561	-68	-79.6782062216
797647	-75	-86.8503835342
797813	-74	-84.4627324260
797957	-67	-79.1007085410
798097	-71	-77.5460259214
798197	-66	-76.3026999213
798319	-57	-71.8928707152
798481	-50	-67.1302407090
798641	-55	-70.4167198141
798751	-58	-70.0523115273
798929	-60	-67.0944498565
799093	-45	-56.2816188112
799301	-20	-34.8023255424
799427	-21	-35.3130355402
799543	-18	-34.6215111801
799657	-22	-36.7864353931
799801	-26	-39.2700092513
799961	-21	-35.6775688724
800083	-19	-34.3171082394
800171	-30	-44.4778856108
800311	-34	-52.1626711604
800447	-46	-60.6418562748
800539	-43	-61.9001182427
800651	-38	-58.8141308097
800731	-59	-73.3389904920
800897	-52	-71.3645859551
801001	-46	-69.1552045719
801127	-59	-76.8553266580
801301	-57	-74.5057685371
801421	-53	-74.3407859596
801571	-60	-75.8064969134
801709	-68	-82.9105916320
801883	-70	-79.7828217454
802037	-62	-70.4780903901
802163	-67	-74.5336508328
802331	-63	-67.7326969893
802511	-52	-58.6159838851
802649	-53	-63.4144247849
802777	-52	-63.7978044074
802913	-59	-65.7584587080
803059	-55	-66.7741612500
803251	-37	-51.6123085722
803393	-29	-46.4232832588
803497	-22	-44.4838146763
803629	-21	-43.2984015091
803813	-7	-32.0218291518
804017	-9	-30.5478653947
804127	-12	-36.8979784603
804313	-14	-38.7468097953
804449	-18	-37.6145259771
804577	-32	-46.0203917148
804703	-29	-48.4005566822
804833	-27	-48.7909900428
804941	-44	-59.6231816903
805061	-48	-64.4360849889
805159	-63	-75.0900339093
805279	-73	-86.3950918615
805381	-83	-92.2369245305
805507	-83	-91.2480942311
805639	-74	-84.3409305237
805807	-85	-89.0012605024
805913	-82	-90.7920349761
806041	-96	-98.0504922542
806177	-91	-92.5652000699
806317	-92	-94.1062019312
806467	-81	-82.9624287361
806639	-62	-71.2270262745
806807	-49	-61.9458409554
806977	-58	-65.0564974556
807119	-55	-64.1276863834
807241	-61	-68.8304967232
807407	-58	-63.4816686956
807509	-67	-71.0758412054
807647	-61	-63.8560292155
807817	-38	-46.9787858574
807973	-39	-47.4094133023
808169	-29	-36.6107933241
808309	-30	-35.6755003518
808417	-47	-48.6816085453
808579	-45	-48.2568607631
808693	-42	-48.2379994553
808793	-42	-51.8753777836
808993	-16	-32.6116965855
809147	-21	-33.6925867326
809261	-24	-36.1167285872
809383	-27	-34.8986449656
809491	-41	-46.1518585964
809629	-47	-48.4977214638
809771	-60	-56.7995992804
809869	-64	-62.2220132566
810023	-61	-57.1064763543
810151	-61	-57.3759970652
810307	-63	-55.3141450495
810391	-72	-64.5053437477
810493	-59	-57.0723629544
810583	-63	-64.3213192083
810769	-77	-70.9452295589
810923	-81	-71.4931661257
811081	-76	-66.1187401233
811199	-84	-72.5205033096
811337	-77	-67.5259037931
811501	-59	-58.2291620923
811637	-62	-59.4137007696
811753	-65	-61.8404252833
811897	-68	-64.0060916939
812033	-70	-64.2934156374
812179	-72	-63.7174824137
812297	-71	-63.3912656449
812387	-74	-65.9712772810
812503	-79	-70.4902380053
812671	-79	-67.0326931153
812807	-80	-68.8299638166
813023	-86	-65.6421335501
813133	-87	-67.2117952763
813269	-82	-66.9554744669
813377	-75	-64.5570017385
813529	-79	-66.5764755786
813697	-77	-56.1769124459
813847	-79	-58.5738721032
814003	-66	-48.2135886666
814069	-80	-60.2263622787
814211	-88	-64.9170308327
814379	-90	-65.8106583518
814501	-87	-62.0305720572
814631	-76	-55.3985334628
814783	-79	-59.5079737367
814901	-93	-67.6935311653
815047	-92	-68.8322019845
815231	-84	-58.1078032867
815351	-99	-68.6545434273
