p	M_p	T_p_minus_1
144611	-52	-35.2522640623
144629	-51	-34.1337348056
144659	-58	-35.7227749106
144667	-57	-34.6397186773
144671	-59	-36.2422450995
144701	-64	-39.6312404087
144709	-61	-37.6895065599
144719	-60	-37.5957377050
144731	-62	-39.8259285210
144737	-62	-39.6957811765
144751	-57	-36.0732002042
144757	-57	-36.4388491250
144763	-57	-37.3033789906
144773	-53	-35.1470961834
144779	-54	-35.6598776609
144791	-55	-36.3070578396
144817	-55	-34.5714008415
144829	-54	-33.6580761225
144839	-56	-35.5867342765
144847	-55	-35.2007605264
144883	-55	-33.4042067099
144887	-54	-33.7338244142
144889	-55	-34.8171370418
144899	-57	-35.3760119776
144917	-63	-40.1612585722
144931	-59	-36.9194236034
144941	-54	-34.4291755462
144961	-53	-32.5773511270
144967	-53	-33.2336368415
144973	-53	-32.9440115918
144983	-55	-34.5501226627
145007	-55	-34.4648350991
145009	-56	-35.4519185703
145021	-54	-33.7887060515
145031	-58	-36.5286832818
145037	-59	-37.3358593709
145043	-60	-38.1391673766
145063	-54	-34.2274617287
145069	-52	-33.3042468515
145091	-50	-30.9896375034
145109	-47	-28.6985403715
145121	-45	-26.9607357480
145133	-46	-27.6988263036
145139	-47	-28.5786990933
145177	-41	-22.6956061399
145193	-45	-24.1399067581
145207	-50	-27.9531046254
145213	-52	-30.4014804555
145219	-54	-31.0903581927
145253	-44	-22.2685319936
145259	-45	-23.4446356474
145267	-47	-24.7634653084
145283	-48	-24.6927110232
145289	-48	-25.2790284473
145303	-47	-24.8402810512
145307	-47	-25.7194837066
145349	-46	-25.7852797467
145361	-47	-26.2802342355
145381	-49	-27.0926293558
145391	-49	-26.7096992071
145399	-48	-26.2791669782
145417	-48	-25.9703417112
145423	-48	-25.5560380091
145433	-47	-24.5207613291
145441	-47	-25.0572179930
145451	-46	-25.0424599990
145459	-49	-27.9522081320
145463	-50	-28.6105793273
145471	-53	-31.5557728202
145477	-54	-32.3142333268
145487	-55	-33.4706976142
145501	-57	-33.6832647731
145511	-57	-33.4431357297
145513	-58	-34.4165743464
145517	-59	-35.5919739231
145531	-55	-32.5330599258
145543	-59	-36.0765648955
145547	-60	-36.9518914750
145549	-61	-37.9007674472
145577	-57	-35.0721053390
145589	-59	-36.2855446466
145601	-63	-39.4189218843
145603	-64	-40.5300123912
145633	-61	-38.4023412791
145637	-62	-39.5684707192
145643	-64	-41.5641314868
145661	-63	-39.8911087614
145679	-62	-39.9334474323
145681	-63	-40.9001621494
145687	-65	-41.6721059959
145703	-62	-39.3045826756
145709	-62	-40.0090634436
145721	-63	-41.2640210944
145723	-63	-41.9349493002
145753	-60	-39.5371766246
145757	-60	-40.1839699192
145759	-60	-40.8704571103
145771	-57	-38.1983212932
145777	-59	-39.8738553005
145799	-59	-39.9830791799
145807	-56	-38.4332522041
145819	-55	-38.3186887472
145823	-56	-39.2432079130
145829	-58	-40.6795058222
145861	-56	-40.6965951519
145879	-51	-37.4825139879
145897	-48	-35.2858885502
145903	-50	-36.7770217141
145931	-45	-32.0409652732
145933	-46	-33.2076113823
145949	-42	-30.3885416288
145963	-42	-30.8329556329
145967	-43	-31.6098220841
145969	-44	-32.6514681983
145987	-44	-32.7802934007
145991	-44	-33.0873310466
146009	-45	-32.5038355098
146011	-47	-33.7602494540
146021	-44	-32.0244852950
146023	-46	-33.3577980835
146033	-46	-34.1522643912
146051	-42	-32.6132464070
146057	-44	-33.5090246518
146059	-44	-34.2061244341
146063	-46	-35.2172319594
146077	-48	-37.0609002251
146093	-45	-35.8451335166
146099	-47	-37.9163617898
146117	-46	-36.7370575481
146141	-45	-35.3622000578
146161	-41	-30.6879978969
146173	-40	-30.3597847208
146191	-41	-31.1667940237
146197	-43	-32.5619239845
146203	-43	-32.4245517190
146213	-43	-31.8743553331
146221	-42	-30.9601841866
146239	-47	-33.3067383965
146249	-50	-35.7332041067
146273	-43	-30.7148030172
146291	-41	-28.0103118403
146297	-42	-28.5386307620
146299	-42	-29.2147917485
146309	-43	-30.2753152648
146317	-45	-32.3319732629
146323	-45	-32.2315663438
146347	-46	-31.9981924642
146359	-43	-29.4908232606
146369	-44	-30.9564351293
146381	-46	-32.3710781955
146383	-46	-33.0489006053
146389	-49	-35.5397171231
146407	-47	-33.1708314877
146417	-47	-32.6370999354
146423	-49	-34.7440404000
146437	-47	-32.4297369469
146449	-45	-30.9538962129
146477	-41	-27.2434256694
146513	-45	-28.5497570456
146519	-46	-28.9044575239
146521	-47	-29.9241067185
146527	-50	-31.8057061747
146539	-55	-35.3994940070
146543	-56	-35.9995128257
146563	-54	-34.3712842882
146581	-51	-31.0094396022
146603	-46	-29.0160889554
146609	-46	-29.4749525363
146617	-45	-28.2701128671
146639	-43	-25.7551865550
146647	-44	-27.1508322297
146669	-41	-25.8034195803
146677	-41	-26.8739515259
146681	-44	-28.8234502460
146683	-45	-29.7165455132
146701	-48	-30.7616634319
146719	-45	-28.0808955269
146743	-37	-21.9467578925
146749	-38	-22.2578132161
146767	-36	-21.9213511209
146777	-33	-20.3723249003
146801	-38	-22.8060205871
146807	-39	-23.4872821462
146819	-41	-24.8140988521
146833	-45	-26.6587573739
146837	-45	-26.7453154152
146843	-46	-27.7907670092
146849	-48	-29.8973629603
146857	-52	-32.8013551078
146891	-50	-30.3740230860
146893	-51	-31.5406693294
146917	-49	-29.8793065655
146921	-48	-29.8126262860
146933	-47	-30.4598399268
146941	-50	-32.6059410744
146953	-46	-30.8291764174
146977	-43	-28.1592102831
146983	-45	-29.3044581864
146987	-46	-30.3331324713
146989	-47	-31.3516305799
147011	-48	-30.3983358632
147029	-45	-28.3331585638
147031	-46	-29.3514337457
147047	-48	-30.5788362436
147073	-46	-28.6842184607
147083	-48	-29.7985890438
147089	-51	-32.4704795903
147097	-47	-30.7055391350
147107	-48	-31.5014523731
147137	-39	-22.8404374400
147139	-39	-23.5113790050
147151	-37	-22.1170560844
147163	-41	-25.3462367312
147179	-39	-23.6310759408
147197	-36	-22.2026314796
147209	-42	-25.9212084060
147211	-44	-27.1494469767
147221	-42	-25.9757132186
147227	-43	-27.3172964201
147229	-44	-28.4839427102
147253	-44	-27.1966495559
147263	-48	-30.1096632317
147283	-47	-29.4874858666
147289	-48	-30.6316389305
147293	-51	-32.8463166325
147299	-55	-35.7273733842
147311	-57	-37.1456915152
147319	-57	-37.0015056584
147331	-59	-38.9940224385
147341	-61	-39.9884340139
147347	-61	-40.6852459141
147353	-60	-40.1635259692
147377	-57	-38.2876617390
147391	-58	-38.3308871864
147397	-61	-40.4822137196
147401	-62	-41.5356504316
147409	-61	-40.7521440181
147419	-58	-39.3244769906
147449	-57	-36.5368693342
147451	-58	-37.4835834745
147457	-58	-38.2466062067
147481	-55	-34.6928555556
147487	-57	-36.5320115044
147503	-60	-38.0019402347
147517	-59	-37.0163106373
147541	-57	-35.3961818989
147547	-57	-35.8724117520
147551	-59	-37.2088479428
147557	-60	-38.9067298039
147571	-63	-41.1448295773
147583	-63	-41.6210461645
147607	-60	-38.4207554683
147613	-61	-39.9097431392
147617	-62	-40.9229359133
147629	-62	-40.3302596863
147647	-58	-38.7023691472
147661	-57	-38.1587251686
147671	-60	-40.1578303113
147673	-61	-41.1340952768
147689	-61	-40.2281779189
147703	-58	-38.4819893745
147709	-57	-38.1450611652
147727	-62	-41.4662643704
147739	-62	-40.2999317178
147743	-62	-40.6903191101
147761	-63	-40.5827167791
147769	-62	-39.7000948384
147773	-62	-40.1756137648
147779	-62	-40.9452253710
147787	-64	-41.8133497013
147793	-67	-43.6182712723
147799	-65	-42.9299058542
147811	-67	-43.2508672620
147827	-68	-43.7663985582
147853	-65	-41.3923788452
147859	-64	-41.1350224990
147863	-65	-42.4880516094
147881	-67	-43.7475038189
147919	-63	-40.2248283344
147937	-59	-37.8407630639
147949	-57	-35.9042998035
147977	-64	-40.2142983799
147997	-63	-38.9612410388
148013	-60	-36.8178804580
148021	-61	-37.2627976267
148061	-59	-35.6061595367
148063	-61	-36.9394726082
148073	-62	-37.0049433535
148079	-64	-37.7334715343
148091	-64	-38.1810661781
148123	-59	-34.7338226310
148139	-59	-34.5803815343
148147	-57	-33.1743224680
148151	-58	-34.4527387582
148153	-59	-35.5360518420
148157	-60	-36.2111269322
148171	-59	-35.4576755597
148193	-59	-34.4215194861
148199	-61	-36.1436337164
148201	-62	-37.1552868877
148207	-60	-36.4005939928
148229	-63	-38.4319327964
148243	-60	-36.0067975571
148249	-62	-36.7831422489
148279	-60	-35.6314793176
148301	-53	-30.7998954813
148303	-54	-31.8856596651
148331	-51	-28.8800322834
148339	-52	-29.7564175404
148361	-49	-26.7406614662
148367	-49	-27.0988106049
148381	-46	-25.8385848937
148387	-47	-27.1197919983
148399	-44	-24.4049610352
148403	-44	-25.0984367636
148411	-45	-26.7918499238
148429	-45	-26.9536692611
148439	-46	-27.1174792762
148457	-46	-26.4875905453
148469	-46	-26.8057458573
148471	-47	-27.8380688855
148483	-47	-27.7524362376
148501	-45	-25.3710213104
148513	-49	-28.7466132367
148517	-50	-30.0268425269
148531	-48	-29.0353974185
148537	-50	-31.0538721955
148549	-47	-29.3449915590
148573	-45	-28.9430103161
148579	-47	-30.4923345939
148609	-42	-25.3345702179
148627	-43	-25.2397362714
148633	-43	-26.2301974461
148639	-41	-25.2670225639
148663	-37	-22.4919138195
148667	-39	-23.7565149907
148669	-40	-24.6028235439
148691	-46	-27.2019205076
148693	-47	-28.3685669983
148711	-42	-24.0397159912
148721	-42	-24.5915088521
148723	-42	-25.3058685298
148727	-42	-25.5913770185
148747	-47	-29.8860201809
148763	-45	-28.3069618597
148781	-47	-29.6090983687
148783	-47	-30.2800195823
148793	-50	-32.0703272275
148817	-48	-29.5219025232
148829	-46	-29.1454895333
148853	-45	-27.4507446117
148859	-49	-30.1071866609
148861	-50	-31.0627892405
148867	-50	-31.9307515228
148873	-51	-32.0107215014
148891	-48	-30.0887341682
148913	-50	-31.1654532327
148921	-47	-29.8321827386
148927	-50	-31.5309498003
148931	-51	-32.7601556996
148933	-52	-33.7443565429
148949	-51	-32.1566902452
148957	-50	-32.3566717039
148961	-52	-33.8380356723
148991	-52	-32.8320823897
148997	-53	-34.4113256778
149011	-47	-31.4523211929
149021	-45	-30.2749250039
149027	-48	-32.5829460786
149033	-47	-32.4329042547
149053	-48	-33.4218671839
149057	-47	-33.4321686524
149059	-48	-34.4311958767
149069	-50	-35.8223141716
149077	-49	-35.6060760218
149087	-48	-34.6451217103
149099	-49	-35.5047342625
149101	-50	-36.5272627668
149111	-54	-38.6525428894
149113	-55	-39.6264618228
149119	-56	-40.5186666069
149143	-58	-41.9115524600
149153	-58	-42.8625583875
149159	-60	-44.3140424921
149161	-61	-45.3741055116
149173	-63	-46.9450220653
149183	-63	-47.3798504655
149197	-61	-46.3197202459
149213	-64	-48.9225477136
149239	-57	-44.3196429136
149249	-57	-44.5287241671
149251	-58	-45.5181044015
149257	-57	-44.9442416384
149269	-59	-44.5836194795
149287	-62	-46.6103877892
149297	-63	-46.4534188165
149309	-64	-48.2021946109
149323	-66	-50.2175593980
149333	-64	-49.1915091560
149341	-67	-51.2463304848
149351	-67	-50.9908437111
149371	-65	-48.6668188859
149377	-65	-49.6029903767
149381	-66	-50.6309683342
149393	-67	-51.0329761427
149399	-66	-51.0799921096
149411	-63	-49.6680130138
149417	-62	-50.0454047092
149419	-63	-51.0824216683
149423	-62	-50.8278938734
149441	-60	-49.1081998198
149459	-63	-50.4251911169
149489	-66	-52.0597343644
149491	-67	-53.1400006029
149497	-67	-53.6260468018
149503	-69	-54.5227437403
149519	-68	-53.4260926532
149521	-69	-54.4543363664
149531	-67	-54.1120716183
149533	-68	-54.9554161866
149543	-67	-54.4002243871
149551	-72	-58.0768091981
149561	-70	-57.3509325642
149563	-71	-58.2557680170
149579	-70	-58.5087593732
149603	-67	-56.4017032653
149623	-66	-56.8060154528
149627	-68	-58.4158776372
149629	-69	-59.2541899851
149689	-61	-50.8515043902
149711	-64	-52.7364311739
149713	-65	-53.7780778021
149717	-65	-54.5515292648
149729	-67	-55.9454884818
149731	-67	-56.7339009576
149749	-59	-51.4208583389
149759	-59	-53.0517639336
149767	-57	-51.7107854374
149771	-57	-52.4572449791
149791	-51	-48.5913448345
149803	-48	-46.1827038277
149827	-45	-44.1452712395
149837	-46	-45.2756838733
149839	-48	-46.5627071918
149861	-44	-42.5696595336
149867	-45	-43.6193447982
149873	-43	-42.5175144301
149893	-44	-42.6038788938
149899	-46	-43.7656212127
149909	-52	-47.9211707583
149911	-54	-49.1728350902
149921	-53	-48.2159989352
149939	-56	-49.2967137418
149953	-56	-50.0683691540
149969	-56	-49.4354005259
149971	-56	-50.1687805352
149993	-50	-46.4412182617
150001	-51	-46.7712685908
150011	-54	-49.9045177657
150041	-51	-48.0258193976
150053	-49	-46.9867340100
150061	-46	-45.4021020362
150067	-44	-44.5355806706
150077	-44	-45.6427261592
150083	-45	-46.1027943976
150089	-48	-48.4893015350
150091	-48	-49.2226815069
150097	-49	-50.7601505004
150107	-50	-51.4572986866
150131	-51	-52.0066175590
150151	-53	-52.5592858611
150169	-50	-50.8951664253
150193	-50	-48.7076645233
150197	-53	-50.3723451349
150203	-55	-52.0384268498
150209	-57	-53.6783397572
150211	-58	-54.5894974697
150217	-58	-55.2533761898
150221	-58	-55.6922110839
150223	-60	-57.0255244467
150239	-59	-56.0502354689
150247	-63	-58.6733829078
150287	-61	-55.8853365321
150299	-59	-54.2563654519
150301	-60	-55.2475231365
150323	-65	-58.4526358016
150329	-67	-59.8778976575
150343	-68	-61.6235752977
150373	-64	-58.4297124025
150377	-64	-58.9169324585
150379	-64	-59.5892182982
150383	-66	-60.8404091678
150401	-67	-61.2220403061
150407	-67	-62.1444489303
150413	-68	-63.1893465723
150427	-68	-62.7389505322
150431	-70	-64.0900051747
150439	-69	-63.1147042377
150473	-58	-57.3351132904
150497	-51	-53.4930034678
150503	-52	-54.3659515196
150517	-51	-53.8753554819
150523	-52	-54.4707777679
150533	-52	-53.5661379014
150551	-49	-52.3200937593
150559	-49	-52.8102683864
150571	-53	-55.3375820923
150583	-55	-56.4879519541
150587	-56	-57.6731467761
150589	-57	-58.6193775514
150607	-52	-55.3865430210
150611	-55	-57.3789574020
150617	-54	-57.3612026632
150649	-47	-52.6604220139
150659	-49	-53.7195190762
150697	-37	-44.2372513004
150707	-38	-44.1320197922
150721	-39	-44.3879252592
150743	-41	-44.6606625740
150767	-41	-42.7409017521
150769	-42	-43.7455114836
150779	-43	-45.3245180757
150791	-41	-44.7106325841
150797	-42	-44.8777631661
150827	-34	-39.3424032069
150833	-37	-41.5700387467
150847	-40	-45.2693385399
150869	-36	-40.9812740218
150881	-36	-41.0206274616
150883	-38	-42.3539409118
150889	-40	-44.0952097836
150893	-39	-43.9057870093
150901	-41	-45.3021897432
150907	-41	-45.8277514464
150919	-43	-46.7167002937
150929	-44	-47.5175221872
150959	-37	-42.7843524532
150961	-38	-43.8148704712
150967	-38	-44.4131885356
150979	-37	-43.7280073333
150989	-38	-43.9278610955
150991	-40	-45.1561079992
151007	-40	-45.6552435866
151009	-41	-46.6536476446
151013	-43	-48.2318516380
151027	-42	-46.8504181854
151049	-37	-43.8789627008
151051	-38	-44.9285290695
151057	-38	-45.4409868526
151091	-32	-41.7537283546
151121	-27	-38.0165585118
151141	-25	-35.3806795916
151153	-23	-34.7737401631
151157	-23	-35.2244148152
151163	-24	-35.4030224148
151169	-25	-36.6886194073
151171	-25	-37.4219990461
151189	-29	-39.9285461399
151201	-29	-40.0948747130
151213	-29	-40.0557958430
151237	-24	-37.4227593459
151241	-25	-38.4344269334
151243	-27	-39.6972044687
151247	-29	-41.1139869139
151253	-28	-40.3963758451
151273	-23	-37.1064583461
151279	-23	-37.7738845802
151289	-27	-40.8219373458
151303	-21	-36.8402757129
151337	-23	-35.9349186836
151339	-23	-36.6320139274
151343	-26	-38.9311111766
151357	-26	-39.4230671742
151379	-25	-38.1050634623
151381	-26	-39.1035771364
151391	-23	-37.3409231073
151397	-25	-38.6510614892
151423	-30	-42.3550395598
151429	-31	-43.0193488325
151433	-32	-44.3316395926
151451	-29	-42.3999251543
151471	-29	-42.8146103343
151477	-32	-44.8159016306
151483	-34	-46.2680557381
151499	-35	-47.1423475909
151507	-40	-50.7679309681
151517	-36	-48.1196378303
151523	-37	-48.6905386020
151531	-38	-49.4567967691
151537	-37	-49.6511851123
151549	-37	-49.8422477850
151553	-38	-50.7489124181
151561	-40	-51.6413299847
151573	-42	-53.8670362945
151579	-41	-53.1330608413
151597	-38	-50.6485076007
151603	-41	-53.3493535350
151607	-42	-54.6483097366
151609	-43	-55.7316232820
151631	-43	-56.9144093472
151637	-43	-57.1253911126
151643	-43	-57.9245234466
151651	-42	-57.7366499200
151667	-42	-57.8080142018
151673	-44	-59.6994849678
151681	-44	-60.2334373012
151687	-46	-62.1744902447
151693	-48	-63.4874740126
151703	-51	-65.7756364056
151717	-52	-65.3813290652
151729	-55	-67.2357586756
151733	-57	-69.0622422928
151769	-51	-65.9934019331
151771	-51	-66.7267813888
151783	-47	-64.8719739371
151787	-49	-66.4072731591
151799	-49	-66.7618300372
151813	-55	-70.7969462923
151817	-56	-71.8520354096
151841	-54	-70.2378515905
151847	-55	-70.7110098065
151849	-56	-71.7024683703
151871	-56	-70.2594304894
151883	-52	-68.5306265027
151897	-55	-70.2598998191
151901	-58	-72.3513059176
151903	-59	-73.3159080953
151909	-61	-74.6064564565
151937	-62	-75.2022331188
151939	-63	-76.0962359357
151967	-61	-73.2307685014
151969	-62	-74.2515820937
152003	-60	-71.1588850584
152017	-58	-69.5628469668
152027	-58	-69.0539715711
152029	-59	-70.0002906702
152039	-62	-72.6190567603
152041	-63	-73.6758773338
152063	-66	-75.7704359796
152077	-70	-77.7583012109
152081	-71	-78.9687211244
152083	-72	-80.0570879265
152093	-70	-79.6269963975
152111	-76	-82.9213518868
152123	-78	-84.1168594813
152147	-77	-81.6984239662
152183	-67	-73.2843827653
152189	-71	-75.7435807151
152197	-75	-79.0690479960
152203	-77	-80.7037556345
152213	-76	-80.8696404204
152219	-77	-82.5260689111
152231	-73	-80.7971485850
152239	-76	-82.7424130017
152249	-78	-84.2123314465
152267	-77	-82.5697795263
152287	-79	-85.1606835839
152293	-78	-84.5263918090
152297	-79	-85.3426472671
152311	-79	-85.0208217663
152363	-72	-78.8847660488
152377	-72	-79.1594542589
152381	-74	-80.2396469390
152389	-76	-81.6624518329
152393	-78	-83.3926447534
152407	-81	-86.0599100083
152417	-81	-85.5773110081
152419	-83	-86.8465639834
152423	-85	-88.5302934530
152429	-84	-88.5415048937
152441	-86	-90.2769315383
152443	-87	-91.2892575376
152459	-91	-93.0205241952
152461	-92	-94.0236660028
152501	-84	-88.0240441506
152519	-78	-84.6116402015
152531	-75	-83.2102496868
152533	-76	-84.1578475679
152539	-80	-86.7450121464
152563	-78	-84.7673582978
152567	-77	-85.0544408127
152597	-74	-82.0815367327
152599	-74	-82.7600580763
152617	-73	-83.0210043395
152623	-73	-82.6998956929
152629	-75	-84.6717594310
152639	-81	-88.5033867615
152641	-82	-89.5006548432
152657	-82	-88.3286881476
152671	-85	-89.3637999993
152681	-87	-90.9566292154
152717	-86	-88.5513264007
152723	-88	-89.6720286284
152729	-89	-90.8447815531
152753	-87	-89.2184508642
152767	-88	-90.6116447551
152777	-86	-88.6844119293
152783	-88	-90.1469207180
152791	-88	-89.4327889659
152809	-88	-89.2852534506
152819	-93	-92.0601507925
152821	-94	-93.0453817832
152833	-97	-94.1246716346
152837	-98	-95.3068760887
152839	-99	-96.2117099650
152843	-100	-97.4269113832
152851	-98	-96.1626919851
152857	-100	-97.4815924375
152879	-98	-95.5871887430
152897	-95	-93.9979302035
152899	-95	-94.6844074628
152909	-97	-95.5068330865
152939	-95	-93.1914214173
152941	-96	-94.0581338535
152947	-97	-95.0841612144
152953	-98	-95.6303915973
152959	-100	-96.2473414628
152981	-94	-93.8177201436
152989	-93	-93.1204778387
152993	-95	-94.7657666022
153001	-99	-98.3466915044
153059	-95	-94.0430292230
153067	-94	-93.5111996248
153071	-95	-94.5931942495
153073	-96	-95.6070635397
153077	-96	-95.9817917934
153089	-96	-97.1410029273
153107	-96	-95.4253905339
153113	-96	-96.2970042999
153133	-95	-94.3630358246
153137	-97	-95.7285134711
153151	-101	-97.5070511287
153191	-93	-90.5488077816
153247	-89	-85.1055845314
153259	-87	-83.1401343893
153269	-87	-82.5139230953
153271	-88	-83.5953415072
153277	-91	-85.3445624411
153281	-93	-86.9164312784
153287	-93	-87.2127825118
153313	-93	-86.6375413714
153319	-93	-86.4426938691
153337	-95	-87.4798077137
153343	-99	-90.6288874823
153353	-100	-91.7300856529
153359	-97	-90.7163212535
153371	-100	-92.7166374403
153379	-100	-93.5861224466
153407	-93	-88.3204698310
153409	-94	-89.3108679849
153421	-96	-90.9233794386
153427	-99	-92.5197869091
153437	-98	-92.8961885115
153443	-98	-93.1541700487
153449	-100	-94.1355678260
153457	-99	-93.8309341851
153469	-101	-95.9316179936
153487	-98	-92.6411928498
153499	-102	-94.8297478509
153509	-101	-94.4545812019
153511	-101	-95.2444515686
153521	-102	-96.3430175376
153523	-103	-97.3800350334
153529	-106	-99.9138619186
153533	-106	-100.9825801828
153557	-96	-94.2183136969
153563	-96	-94.2927751814
153589	-97	-94.3484084591
153607	-95	-92.2015145233
153611	-96	-92.8363959533
153623	-97	-92.3352812062
153641	-97	-92.6052076046
153649	-101	-96.2597275668
153689	-96	-92.9466624750
153701	-94	-91.1778705463
153719	-99	-94.7466463542
153733	-99	-92.7885846577
153739	-97	-91.9753375564
153743	-98	-93.2466620564
153749	-99	-94.7682215970
153757	-100	-95.2657772213
153763	-100	-95.4545640298
153817	-100	-92.6132271670
153841	-97	-88.6613567533
153871	-97	-86.1649815099
153877	-97	-87.0197645955
153887	-98	-87.2008387618
153889	-99	-88.1830530995
153911	-97	-87.1701380856
153913	-98	-88.1633744804
153929	-95	-86.0296566211
153941	-99	-87.8021889253
153947	-99	-87.6427525192
153949	-100	-88.8093996987
153953	-102	-90.4900256813
153991	-90	-82.6749572866
153997	-94	-85.2029057007
154001	-96	-86.8809845389
154027	-96	-85.4330436574
154043	-95	-85.6060955084
154057	-93	-84.7852124809
154061	-94	-86.1432201274
154067	-96	-87.9669566877
154073	-97	-87.8365104263
154079	-101	-90.2078469862
154081	-102	-91.2023368615
154087	-99	-90.1228658424
154097	-97	-88.9929552118
154111	-99	-88.8654938803
154127	-98	-88.4725383132
154153	-99	-89.2596790032
154157	-99	-89.9714415806
154159	-101	-91.3047554534
154181	-101	-90.0993024003
154183	-101	-90.8136594588
154211	-95	-88.7274577776
154213	-96	-89.5640398853
154229	-98	-89.3030295985
154243	-101	-91.6330995110
154247	-104	-93.2976932006
154267	-99	-91.0888270299
154277	-98	-89.9390358319
154279	-99	-90.9760534234
154291	-101	-92.2331752693
154303	-102	-93.2915734125
154313	-100	-92.7004526195
154321	-99	-92.6806772521
154333	-101	-94.5341876479
154339	-100	-94.2744823521
154351	-101	-96.0660297294
154369	-99	-93.3589821180
154373	-100	-94.2907235744
154387	-96	-92.0498598412
154409	-92	-88.3813524497
154417	-95	-91.0055395431
154423	-95	-90.5213305614
154439	-97	-91.8384376536
154459	-94	-89.2917851223
154487	-87	-83.7942439618
154493	-89	-86.1606926736
154501	-88	-85.8182304511
154523	-90	-85.8411434616
154543	-85	-83.1319418983
154571	-84	-80.6846635371
154573	-85	-81.5332713056
154579	-85	-81.4018311179
154589	-85	-81.8363535989
154591	-85	-82.5697322132
154613	-89	-84.1832931212
154619	-89	-84.6298838129
154621	-90	-85.5854846407
154643	-86	-81.7508859776
154667	-85	-80.1132105755
154669	-86	-81.2798578457
154681	-87	-81.8516843347
154691	-86	-81.5374141692
154699	-88	-83.0351919667
154723	-82	-78.9036764257
154727	-82	-79.8358636170
154733	-82	-79.7974233049
154747	-80	-78.0658795483
154753	-81	-78.9346806864
154769	-85	-81.8290762797
154787	-84	-81.2407416933
154789	-85	-82.4073889785
154799	-86	-82.8260405546
154807	-88	-84.0202368166
154823	-88	-85.0267949099
154841	-87	-83.9311510216
154849	-90	-86.4897641104
154871	-87	-84.0047030272
154873	-88	-85.0077700761
154877	-90	-86.7278040036
154883	-90	-86.5625460367
154897	-90	-86.5680216640
154927	-91	-86.3058199382
154933	-93	-87.7255985070
154937	-93	-88.2384163185
154943	-91	-86.9384148058
154981	-83	-80.1064996965
154991	-83	-81.0691600904
155003	-87	-83.1203859385
155009	-88	-84.5354935196
155017	-88	-84.5859779851
155027	-87	-85.1224625174
155047	-84	-82.8967626858
155069	-78	-78.3096188399
155081	-80	-79.3038251456
155083	-82	-80.6371391343
155087	-82	-81.3194407577
155119	-77	-77.4522653266
155137	-72	-74.0332811667
155153	-69	-71.3559130846
155161	-69	-71.6917656977
155167	-68	-71.1007690501
155171	-68	-71.8012209476
155191	-65	-69.1074906873
155201	-65	-69.2645045990
155203	-67	-70.5978186026
155209	-68	-71.0608281040
155219	-71	-72.6375202172
155231	-73	-75.5474231287
155251	-71	-75.1259599723
155269	-71	-74.7283619993
155291	-76	-78.7305732314
155299	-75	-77.8671271383
155303	-76	-78.6689739482
155317	-78	-80.0758704535
155327	-78	-79.5507767342
155333	-78	-79.3884932892
155371	-71	-73.4224147993
155377	-72	-74.3882343053
155381	-72	-74.7119954816
155383	-74	-76.0104019894
155387	-74	-76.5553855091
155399	-70	-74.5246553902
155413	-68	-73.7011573758
155423	-67	-73.4223839590
155443	-67	-74.4153023757
155453	-65	-73.6051828567
155461	-64	-73.0761580581
155473	-60	-70.3506909598
155501	-56	-67.4238174764
155509	-57	-68.3591504605
155521	-61	-71.0111913454
155537	-64	-73.4794717256
155539	-65	-74.5905635488
155557	-68	-77.4355571527
155569	-64	-75.4291940100
155579	-64	-75.2078856895
155581	-65	-76.0745973490
155593	-67	-77.1492184702
155599	-68	-77.7262430005
155609	-65	-76.2657373584
155621	-62	-73.3949009900
155627	-60	-72.6675223404
155653	-63	-73.3049207594
155657	-65	-74.7354602301
155663	-68	-76.5806109704
155671	-70	-77.9607294499
155689	-66	-75.1514603972
155693	-68	-76.0792253288
155699	-67	-75.4321463067
155707	-67	-75.0873068401
155717	-63	-72.9548248641
155719	-64	-73.8469311074
155723	-64	-74.0952720349
155731	-64	-73.6156102912
155741	-61	-71.1099541713
155747	-63	-73.2884136939
155773	-62	-72.3145143399
155777	-64	-73.6975250946
155783	-64	-75.2597024412
155797	-63	-74.0591876747
155801	-63	-74.7311016054
155809	-61	-73.7189365272
155821	-66	-76.6549093732
155833	-69	-78.5964280554
155849	-72	-80.9861023925
155851	-73	-81.9328139742
155861	-75	-83.9254555550
155863	-76	-84.8302880350
155887	-79	-85.5253104921
155891	-81	-86.5608268997
155893	-82	-87.4094336274
155921	-76	-83.6346989160
156007	-60	-68.1365088603
156011	-63	-69.8988397195
156019	-64	-70.9343468538
156041	-66	-71.5765211491
156059	-64	-72.1374466853
156061	-65	-73.1366200801
156071	-64	-72.3429465445
156089	-62	-70.4786333103
156109	-65	-71.4869181828
156119	-64	-71.3411459052
156127	-66	-72.2650802859
156131	-67	-73.5279356447
156139	-63	-71.5087766959
156151	-60	-69.5318143483
156157	-60	-69.6935096061
156217	-55	-62.2922358093
156227	-57	-63.4394539002
156229	-58	-64.2769158148
156241	-58	-64.9001412727
156253	-57	-63.9561109360
156257	-58	-64.9297911320
156259	-59	-66.0408830441
156269	-58	-65.4913448784
156307	-61	-67.1925396720
156319	-60	-66.6758319476
156329	-61	-67.3000304152
156347	-56	-65.3694982748
156353	-56	-65.6164659166
156361	-56	-65.0904514485
156371	-57	-65.8434390706
156419	-55	-62.6690454030
156421	-56	-63.7089316067
