p,M(p),delta_w,verified,method,margin_or_dw
27397,-4,-7.813796796469124e-09,PASS,wobble_float64,7.813796796469124e-09
27407,-5,-8.104324521390272e-09,PASS,wobble_float64,8.104324521390272e-09
27409,-6,-8.862858877536065e-09,PASS,wobble_float64,8.862858877536065e-09
27941,-1,-7.481538156617324e-09,PASS,wobble_float64,7.481538156617324e-09
27943,-3,-8.415479120801010e-09,PASS,wobble_float64,8.415479120801010e-09
27947,-5,-9.538040728563957e-09,PASS,wobble_float64,9.538040728563957e-09
27953,-5,-9.368271693559112e-09,PASS,wobble_float64,9.368271693559112e-09
27961,-4,-8.847563962312944e-09,PASS,wobble_float64,8.847563962312944e-09
27967,-2,-8.540004089930186e-09,PASS,wobble_float64,8.540004089930186e-09
27983,-3,-7.987555284972832e-09,PASS,wobble_float64,7.987555284972832e-09
27997,-4,-8.189861565729647e-09,PASS,wobble_float64,8.189861565729647e-09
28001,-4,-8.585414459290103e-09,PASS,wobble_float64,8.585414459290103e-09
28019,-1,-6.845641852017262e-09,PASS,wobble_float64,6.845641852017262e-09
28051,-3,-7.245499666655263e-09,PASS,wobble_float64,7.245499666655263e-09
28057,-5,-8.222720804517423e-09,PASS,wobble_float64,8.222720804517423e-09
28069,-7,-9.608994593756644e-09,PASS,wobble_float64,9.608994593756644e-09
28081,-7,-8.890457597164619e-09,PASS,wobble_float64,8.890457597164619e-09
28087,-8,-9.695023591487699e-09,PASS,wobble_float64,9.695023591487699e-09
28097,-9,-9.702391954656932e-09,PASS,wobble_float64,9.702391954656932e-09
28099,-10,-1.032877897970343e-08,PASS,wobble_float64,1.032877897970343e-08
28109,-6,-8.751457369651333e-09,PASS,wobble_float64,8.751457369651333e-09
28111,-6,-9.259147296042456e-09,PASS,wobble_float64,9.259147296042456e-09
28123,-1,-6.909863496553352e-09,PASS,wobble_float64,6.909863496553352e-09
28229,-3,-5.965083867554965e-09,PASS,wobble_float64,5.965083867554965e-09
28559,-1,-3.894167561347149e-09,PASS,wobble_float64,3.894167561347149e-09
28571,-3,-5.174361936006165e-09,PASS,wobble_float64,5.174361936006165e-09
28573,-4,-5.956973692632512e-09,PASS,wobble_float64,5.956973692632512e-09
28579,-3,-6.188203278512610e-09,PASS,wobble_float64,6.188203278512610e-09
28591,-4,-7.139279477764039e-09,PASS,wobble_float64,7.139279477764039e-09
28597,-4,-7.443866448006539e-09,PASS,wobble_float64,7.443866448006539e-09
28603,-4,-7.265535446747981e-09,PASS,wobble_float64,7.265535446747981e-09
28607,-5,-7.788004334552872e-09,PASS,wobble_float64,7.788004334552872e-09
28619,-9,-1.023710641555442e-08,PASS,wobble_float64,1.023710641555442e-08
28621,-10,-1.089383330539026e-08,PASS,wobble_float64,1.089383330539026e-08
28627,-10,-1.122981481739097e-08,PASS,wobble_float64,1.122981481739097e-08
28631,-10,-1.167687762412110e-08,PASS,wobble_float64,1.167687762412110e-08
28643,-8,-1.076281364317886e-08,PASS,wobble_float64,1.076281364317886e-08
28649,-9,-1.154484488146172e-08,PASS,wobble_float64,1.154484488146172e-08
28657,-8,-1.116881823084206e-08,PASS,wobble_float64,1.116881823084206e-08
28661,-9,-1.212958660397242e-08,PASS,wobble_float64,1.212958660397242e-08
28663,-9,-1.258447771113584e-08,PASS,wobble_float64,1.258447771113584e-08
28669,-10,-1.290320837774801e-08,PASS,wobble_float64,1.290320837774801e-08
28687,-10,-1.372884884983579e-08,PASS,wobble_float64,1.372884884983579e-08
28697,-9,-1.356206807084267e-08,PASS,wobble_float64,1.356206807084267e-08
28703,-11,-1.409421294848142e-08,PASS,wobble_float64,1.409421294848142e-08
28711,-12,-1.416289685592329e-08,PASS,wobble_float64,1.416289685592329e-08
28723,-16,-1.586838562602015e-08,PASS,wobble_float64,1.586838562602015e-08
28729,-17,-1.644116288997623e-08,PASS,wobble_float64,1.644116288997623e-08
28751,-17,-1.590634699248891e-08,PASS,wobble_float64,1.590634699248891e-08
28753,-18,-1.659326076433425e-08,PASS,wobble_float64,1.659326076433425e-08
28759,-20,-1.699650623106279e-08,PASS,wobble_float64,1.699650623106279e-08
28771,-24,-1.825890349506026e-08,PASS,wobble_float64,1.825890349506026e-08
28789,-20,-1.629108259042580e-08,PASS,wobble_float64,1.629108259042580e-08
28793,-22,-1.741374075271107e-08,PASS,wobble_float64,1.741374075271107e-08
28807,-24,-1.809395299640632e-08,PASS,wobble_float64,1.809395299640632e-08
28813,-23,-1.796919314878137e-08,PASS,wobble_float64,1.796919314878137e-08
28817,-22,-1.792319078005119e-08,PASS,wobble_float64,1.792319078005119e-08
28837,-25,-1.904958003415746e-08,PASS,wobble_float64,1.904958003415746e-08
28843,-24,-1.840541152286660e-08,PASS,wobble_float64,1.840541152286660e-08
28859,-27,-1.972664846811286e-08,PASS,wobble_float64,1.972664846811286e-08
28867,-27,-2.045241040433542e-08,PASS,wobble_float64,2.045241040433542e-08
28871,-28,-2.106581278315286e-08,PASS,wobble_float64,2.106581278315286e-08
28879,-27,-2.019369751600034e-08,PASS,wobble_float64,2.019369751600034e-08
28901,-22,-1.800016917411499e-08,PASS,wobble_float64,1.800016917411499e-08
28909,-22,-1.752650371388058e-08,PASS,wobble_float64,1.752650371388058e-08
28921,-22,-1.727542698937878e-08,PASS,wobble_float64,1.727542698937878e-08
28927,-23,-1.832464184324948e-08,PASS,wobble_float64,1.832464184324948e-08
28933,-21,-1.784346544373989e-08,PASS,wobble_float64,1.784346544373989e-08
28949,-22,-1.750261748139753e-08,PASS,wobble_float64,1.750261748139753e-08
28961,-22,-1.727067339226906e-08,PASS,wobble_float64,1.727067339226906e-08
28979,-21,-1.634469607222363e-08,PASS,wobble_float64,1.634469607222363e-08
29009,-18,-1.426918349111366e-08,PASS,wobble_float64,1.426918349111366e-08
29017,-20,-1.509553261216465e-08,PASS,wobble_float64,1.509553261216465e-08
29021,-23,-1.657396323896120e-08,PASS,wobble_float64,1.657396323896120e-08
29023,-23,-1.703470661093047e-08,PASS,wobble_float64,1.703470661093047e-08
29027,-25,-1.797544937831780e-08,PASS,wobble_float64,1.797544937831780e-08
29033,-25,-1.796498939390381e-08,PASS,wobble_float64,1.796498939390381e-08
29059,-21,-1.616616381493392e-08,PASS,wobble_float64,1.616616381493392e-08
29063,-23,-1.708933352997366e-08,PASS,wobble_float64,1.708933352997366e-08
29077,-19,-1.538714946837339e-08,PASS,wobble_float64,1.538714946837339e-08
29101,-10,-1.216712526793911e-08,PASS,wobble_float64,1.216712526793911e-08
29123,-3,-9.612873199279202e-09,PASS,wobble_float64,9.612873199279202e-09
29129,-2,-9.675053541802209e-09,PASS,wobble_float64,9.675053541802209e-09
29131,-2,-1.014625628657686e-08,PASS,wobble_float64,1.014625628657686e-08
29137,-3,-1.045703206042578e-08,PASS,wobble_float64,1.045703206042578e-08
29147,-4,-1.093983194858493e-08,PASS,wobble_float64,1.093983194858493e-08
29153,-4,-1.092214480153970e-08,PASS,wobble_float64,1.092214480153970e-08
29167,-5,-1.145021826389170e-08,PASS,wobble_float64,1.145021826389170e-08
29173,-6,-1.188797398662497e-08,PASS,wobble_float64,1.188797398662497e-08
29179,-7,-1.240706897515928e-08,PASS,wobble_float64,1.240706897515928e-08
29191,-10,-1.391732728569050e-08,PASS,wobble_float64,1.391732728569050e-08
29201,-13,-1.526265162250974e-08,PASS,wobble_float64,1.526265162250974e-08
29207,-15,-1.648830528359595e-08,PASS,wobble_float64,1.648830528359595e-08
29209,-16,-1.718047375491496e-08,PASS,wobble_float64,1.718047375491496e-08
29221,-12,-1.541219927635190e-08,PASS,wobble_float64,1.541219927635190e-08
29231,-12,-1.543677542215104e-08,PASS,wobble_float64,1.543677542215104e-08
29243,-13,-1.596132852815706e-08,PASS,wobble_float64,1.596132852815706e-08
29251,-12,-1.543933212157787e-08,PASS,wobble_float64,1.543933212157787e-08
29269,-9,-1.402886033604367e-08,PASS,wobble_float64,1.402886033604367e-08
29287,-13,-1.524249067567739e-08,PASS,wobble_float64,1.524249067567739e-08
29297,-13,-1.525644490892020e-08,PASS,wobble_float64,1.525644490892020e-08
29303,-11,-1.462226585776530e-08,PASS,wobble_float64,1.462226585776530e-08
29311,-9,-1.448998168366528e-08,PASS,wobble_float64,1.448998168366528e-08
29327,-8,-1.374165106507666e-08,PASS,wobble_float64,1.374165106507666e-08
29333,-7,-1.320201622588912e-08,PASS,wobble_float64,1.320201622588912e-08
29339,-6,-1.296424945641347e-08,PASS,wobble_float64,1.296424945641347e-08
29347,-6,-1.330055622488836e-08,PASS,wobble_float64,1.330055622488836e-08
29363,-6,-1.305268760918009e-08,PASS,wobble_float64,1.305268760918009e-08
29383,-5,-1.203831977006543e-08,PASS,wobble_float64,1.203831977006543e-08
29387,-7,-1.297175003243028e-08,PASS,wobble_float64,1.297175003243028e-08
29389,-8,-1.350234495932240e-08,PASS,wobble_float64,1.350234495932240e-08
29399,-9,-1.374831246411592e-08,PASS,wobble_float64,1.374831246411592e-08
29401,-10,-1.437801600191694e-08,PASS,wobble_float64,1.437801600191694e-08
29411,-8,-1.340749371812186e-08,PASS,wobble_float64,1.340749371812186e-08
29423,-8,-1.344531216594116e-08,PASS,wobble_float64,1.344531216594116e-08
29429,-9,-1.440608829237743e-08,PASS,wobble_float64,1.440608829237743e-08
29437,-7,-1.366712206404366e-08,PASS,wobble_float64,1.366712206404366e-08
29443,-7,-1.366144264629553e-08,PASS,wobble_float64,1.366144264629553e-08
29453,-4,-1.285741726086785e-08,PASS,wobble_float64,1.285741726086785e-08
30259,-2,-5.859103985126214e-09,PASS,wobble_float64,5.859103985126214e-09
33203,-1,-8.385197107257432e-09,PASS,wobble_float64,8.385197107257432e-09
33343,-1,-7.780101340846776e-09,PASS,wobble_float64,7.780101340846776e-09
33347,-1,-7.990461323711202e-09,PASS,wobble_float64,7.990461323711202e-09
33349,-2,-8.411973024427495e-09,PASS,wobble_float64,8.411973024427495e-09
33353,-2,-8.593819817581541e-09,PASS,wobble_float64,8.593819817581541e-09
33359,-4,-9.386191882478583e-09,PASS,wobble_float64,9.386191882478583e-09
33391,-1,-8.804854452193467e-09,PASS,wobble_float64,8.804854452193467e-09
33457,-2,-8.389427074043885e-09,PASS,wobble_float64,8.389427074043885e-09
33461,-3,-8.857404281691918e-09,PASS,wobble_float64,8.857404281691918e-09
33469,-3,-8.924743414107317e-09,PASS,wobble_float64,8.924743414107317e-09
33479,-5,-9.620075374729874e-09,PASS,wobble_float64,9.620075374729874e-09
33487,-5,-9.763115942635465e-09,PASS,wobble_float64,9.763115942635465e-09
33493,-4,-9.637710490851864e-09,PASS,wobble_float64,9.637710490851864e-09
33503,-7,-1.065660856690718e-08,PASS,wobble_float64,1.065660856690718e-08
33521,-4,-9.761368884740249e-09,PASS,wobble_float64,9.761368884740249e-09
33529,-1,-8.962753471075815e-09,PASS,wobble_float64,8.962753471075815e-09
33547,-3,-9.545567134284675e-09,PASS,wobble_float64,9.545567134284675e-09
33563,-7,-1.008345445525525e-08,PASS,wobble_float64,1.008345445525525e-08
33569,-10,-1.122019134302385e-08,PASS,wobble_float64,1.122019134302385e-08
33577,-9,-1.097257041027968e-08,PASS,wobble_float64,1.097257041027968e-08
33581,-11,-1.152020598431765e-08,PASS,wobble_float64,1.152020598431765e-08
33587,-14,-1.270731708108146e-08,PASS,wobble_float64,1.270731708108146e-08
33589,-15,-1.319933748532845e-08,PASS,wobble_float64,1.319933748532845e-08
33599,-14,-1.279466425304710e-08,PASS,wobble_float64,1.279466425304710e-08
33601,-15,-1.327674334597015e-08,PASS,wobble_float64,1.327674334597015e-08
33613,-19,-1.468655301783330e-08,PASS,wobble_float64,1.468655301783330e-08
33617,-20,-1.520361119686819e-08,PASS,wobble_float64,1.520361119686819e-08
33619,-20,-1.553659870950962e-08,PASS,wobble_float64,1.553659870950962e-08
33623,-21,-1.605264665757974e-08,PASS,wobble_float64,1.605264665757974e-08
33629,-22,-1.671186029660173e-08,PASS,wobble_float64,1.671186029660173e-08
33637,-25,-1.768973840847454e-08,PASS,wobble_float64,1.768973840847454e-08
33641,-25,-1.786749387606331e-08,PASS,wobble_float64,1.786749387606331e-08
33647,-25,-1.800107498083870e-08,PASS,wobble_float64,1.800107498083870e-08
33679,-19,-1.583024274006892e-08,PASS,wobble_float64,1.583024274006892e-08
33703,-16,-1.454216167680005e-08,PASS,wobble_float64,1.454216167680005e-08
33713,-18,-1.481231305038865e-08,PASS,wobble_float64,1.481231305038865e-08
33721,-19,-1.503432485098802e-08,PASS,wobble_float64,1.503432485098802e-08
33739,-21,-1.479293950568900e-08,PASS,wobble_float64,1.479293950568900e-08
33749,-23,-1.532931966169180e-08,PASS,wobble_float64,1.532931966169180e-08
33751,-24,-1.580731834703998e-08,PASS,wobble_float64,1.580731834703998e-08
33757,-26,-1.640381719828887e-08,PASS,wobble_float64,1.640381719828887e-08
33767,-24,-1.623364357705487e-08,PASS,wobble_float64,1.623364357705487e-08
33769,-25,-1.669985474786898e-08,PASS,wobble_float64,1.669985474786898e-08
33773,-24,-1.656145766507696e-08,PASS,wobble_float64,1.656145766507696e-08
33791,-23,-1.693046671513549e-08,PASS,wobble_float64,1.693046671513549e-08
33797,-24,-1.716009343305448e-08,PASS,wobble_float64,1.716009343305448e-08
33809,-23,-1.710377110903223e-08,PASS,wobble_float64,1.710377110903223e-08
33811,-24,-1.759501824035066e-08,PASS,wobble_float64,1.759501824035066e-08
33827,-21,-1.635147731240144e-08,PASS,wobble_float64,1.635147731240144e-08
33829,-22,-1.690569938677327e-08,PASS,wobble_float64,1.690569938677327e-08
33851,-26,-1.787911448988374e-08,PASS,wobble_float64,1.787911448988374e-08
33857,-24,-1.745623469437188e-08,PASS,wobble_float64,1.745623469437188e-08
33863,-23,-1.740087738342952e-08,PASS,wobble_float64,1.740087738342952e-08
33871,-22,-1.741063966175316e-08,PASS,wobble_float64,1.741063966175316e-08
33889,-23,-1.757064426709265e-08,PASS,wobble_float64,1.757064426709265e-08
33893,-24,-1.808543059479052e-08,PASS,wobble_float64,1.808543059479052e-08
33911,-24,-1.753654670316827e-08,PASS,wobble_float64,1.753654670316827e-08
33923,-26,-1.746184847978903e-08,PASS,wobble_float64,1.746184847978903e-08
33931,-28,-1.836985788078799e-08,PASS,wobble_float64,1.836985788078799e-08
33937,-29,-1.897252073896721e-08,PASS,wobble_float64,1.897252073896721e-08
33941,-31,-1.975787580834893e-08,PASS,wobble_float64,1.975787580834893e-08
33961,-28,-1.806730649486595e-08,PASS,wobble_float64,1.806730649486595e-08
33967,-26,-1.768689641734304e-08,PASS,wobble_float64,1.768689641734304e-08
33997,-23,-1.658821486383194e-08,PASS,wobble_float64,1.658821486383194e-08
34019,-24,-1.624002241162209e-08,PASS,wobble_float64,1.624002241162209e-08
34031,-21,-1.565246360688105e-08,PASS,wobble_float64,1.565246360688105e-08
34033,-22,-1.614175906154553e-08,PASS,wobble_float64,1.614175906154553e-08
34039,-24,-1.661771588717042e-08,PASS,wobble_float64,1.661771588717042e-08
34057,-22,-1.571380705643729e-08,PASS,wobble_float64,1.571380705643729e-08
34061,-21,-1.554516909652782e-08,PASS,wobble_float64,1.554516909652782e-08
34123,-19,-1.349788364619466e-08,PASS,wobble_float64,1.349788364619466e-08
34127,-21,-1.429813248477434e-08,PASS,wobble_float64,1.429813248477434e-08
34129,-22,-1.476773299876672e-08,PASS,wobble_float64,1.476773299876672e-08
34141,-25,-1.531724782250719e-08,PASS,wobble_float64,1.531724782250719e-08
34147,-27,-1.589845640500334e-08,PASS,wobble_float64,1.589845640500334e-08
34157,-27,-1.609920489337562e-08,PASS,wobble_float64,1.609920489337562e-08
34159,-29,-1.672155870492437e-08,PASS,wobble_float64,1.672155870492437e-08
34171,-30,-1.647206266967299e-08,PASS,wobble_float64,1.647206266967299e-08
34183,-34,-1.761550064748930e-08,PASS,wobble_float64,1.761550064748930e-08
34211,-24,-1.458106701208956e-08,PASS,wobble_float64,1.458106701208956e-08
34213,-25,-1.512302980018321e-08,PASS,wobble_float64,1.512302980018321e-08
34217,-26,-1.555563787654550e-08,PASS,wobble_float64,1.555563787654550e-08
34231,-26,-1.499520963950453e-08,PASS,wobble_float64,1.499520963950453e-08
34253,-22,-1.419871421586550e-08,PASS,wobble_float64,1.419871421586550e-08
34259,-24,-1.476296904269817e-08,PASS,wobble_float64,1.476296904269817e-08
34261,-25,-1.516590635372442e-08,PASS,wobble_float64,1.516590635372442e-08
34267,-27,-1.566101514280832e-08,PASS,wobble_float64,1.566101514280832e-08
34273,-25,-1.528283053133642e-08,PASS,wobble_float64,1.528283053133642e-08
34283,-25,-1.560672303493698e-08,PASS,wobble_float64,1.560672303493698e-08
34297,-23,-1.480547543730861e-08,PASS,wobble_float64,1.480547543730861e-08
34301,-25,-1.557841849791536e-08,PASS,wobble_float64,1.557841849791536e-08
34303,-27,-1.619567270827574e-08,PASS,wobble_float64,1.619567270827574e-08
34313,-27,-1.619976985985222e-08,PASS,wobble_float64,1.619976985985222e-08
34319,-27,-1.631837863924954e-08,PASS,wobble_float64,1.631837863924954e-08
34327,-28,-1.654174480235661e-08,PASS,wobble_float64,1.654174480235661e-08
34337,-28,-1.669187192000657e-08,PASS,wobble_float64,1.669187192000657e-08
34351,-24,-1.539104200025602e-08,PASS,wobble_float64,1.539104200025602e-08
34361,-28,-1.673221153677520e-08,PASS,wobble_float64,1.673221153677520e-08
34367,-26,-1.628577257061032e-08,PASS,wobble_float64,1.628577257061032e-08
34369,-27,-1.675094836750296e-08,PASS,wobble_float64,1.675094836750296e-08
34381,-24,-1.609119952386583e-08,PASS,wobble_float64,1.609119952386583e-08
34403,-23,-1.546389980884840e-08,PASS,wobble_float64,1.546389980884840e-08
34421,-17,-1.338685514064899e-08,PASS,wobble_float64,1.338685514064899e-08
34429,-18,-1.327511059012285e-08,PASS,wobble_float64,1.327511059012285e-08
34439,-21,-1.426328899741924e-08,PASS,wobble_float64,1.426328899741924e-08
34457,-22,-1.460087005991553e-08,PASS,wobble_float64,1.460087005991553e-08
34469,-24,-1.548342461634279e-08,PASS,wobble_float64,1.548342461634279e-08
34471,-25,-1.590031545153008e-08,PASS,wobble_float64,1.590031545153008e-08
34483,-23,-1.553810417547161e-08,PASS,wobble_float64,1.553810417547161e-08
34487,-25,-1.630966566644888e-08,PASS,wobble_float64,1.630966566644888e-08
34499,-27,-1.637216296343898e-08,PASS,wobble_float64,1.637216296343898e-08
34501,-28,-1.682696401226035e-08,PASS,wobble_float64,1.682696401226035e-08
34511,-29,-1.696108605997722e-08,PASS,wobble_float64,1.696108605997722e-08
34513,-30,-1.743674257132427e-08,PASS,wobble_float64,1.743674257132427e-08
34519,-28,-1.693961714126967e-08,PASS,wobble_float64,1.693961714126967e-08
34537,-33,-1.864515689502163e-08,PASS,wobble_float64,1.864515689502163e-08
34543,-35,-1.903424460981065e-08,PASS,wobble_float64,1.903424460981065e-08
34549,-36,-1.932373549442688e-08,PASS,wobble_float64,1.932373549442688e-08
34583,-33,-1.819103766216937e-08,PASS,wobble_float64,1.819103766216937e-08
34589,-32,-1.790761337100536e-08,PASS,wobble_float64,1.790761337100536e-08
34591,-32,-1.823979680972711e-08,PASS,wobble_float64,1.823979680972711e-08
34603,-30,-1.779109756393194e-08,PASS,wobble_float64,1.779109756393194e-08
34607,-31,-1.843652771328787e-08,PASS,wobble_float64,1.843652771328787e-08
34613,-33,-1.901034072018719e-08,PASS,wobble_float64,1.901034072018719e-08
34631,-32,-1.820503517358822e-08,PASS,wobble_float64,1.820503517358822e-08
34649,-30,-1.793990904666400e-08,PASS,wobble_float64,1.793990904666400e-08
