p,M(p),delta_w,verified,method,margin_or_dw
23131,-31,-3.363628309306901e-08,PASS,wobble_float64,3.363628309306901e-08
23143,-35,-3.472311602097027e-08,PASS,wobble_float64,3.472311602097027e-08
23159,-34,-3.465094095465545e-08,PASS,wobble_float64,3.465094095465545e-08
23167,-39,-3.807519900814849e-08,PASS,wobble_float64,3.807519900814849e-08
23173,-39,-3.911466435563103e-08,PASS,wobble_float64,3.911466435563103e-08
23189,-37,-3.673654980804352e-08,PASS,wobble_float64,3.673654980804352e-08
23197,-34,-3.548226304543532e-08,PASS,wobble_float64,3.548226304543532e-08
23201,-35,-3.635427614823747e-08,PASS,wobble_float64,3.635427614823747e-08
23203,-36,-3.747274728338714e-08,PASS,wobble_float64,3.747274728338714e-08
23209,-38,-3.822190656958854e-08,PASS,wobble_float64,3.822190656958854e-08
23227,-35,-3.619621756396376e-08,PASS,wobble_float64,3.619621756396376e-08
23251,-29,-3.103436430233479e-08,PASS,wobble_float64,3.103436430233479e-08
23269,-25,-2.690457593750695e-08,PASS,wobble_float64,2.690457593750695e-08
23279,-24,-2.657960477682494e-08,PASS,wobble_float64,2.657960477682494e-08
23291,-26,-2.765849955969489e-08,PASS,wobble_float64,2.765849955969489e-08
23293,-27,-2.871484529610980e-08,PASS,wobble_float64,2.871484529610980e-08
23297,-30,-3.072768476953242e-08,PASS,wobble_float64,3.072768476953242e-08
23311,-33,-3.267821654925204e-08,PASS,wobble_float64,3.267821654925204e-08
23321,-33,-3.219999928854599e-08,PASS,wobble_float64,3.219999928854599e-08
23327,-34,-3.277724432717660e-08,PASS,wobble_float64,3.277724432717660e-08
23333,-34,-3.291022637495075e-08,PASS,wobble_float64,3.291022637495075e-08
23339,-38,-3.504609022400611e-08,PASS,wobble_float64,3.504609022400611e-08
23357,-37,-3.362477739797713e-08,PASS,wobble_float64,3.362477739797713e-08
23369,-36,-3.328371379369768e-08,PASS,wobble_float64,3.328371379369768e-08
23371,-38,-3.452190441747638e-08,PASS,wobble_float64,3.452190441747638e-08
23399,-33,-3.015153491775331e-08,PASS,wobble_float64,3.015153491775331e-08
23417,-31,-2.812670775190966e-08,PASS,wobble_float64,2.812670775190966e-08
23431,-30,-2.698930370057816e-08,PASS,wobble_float64,2.698930370057816e-08
23447,-33,-2.880768422122888e-08,PASS,wobble_float64,2.880768422122888e-08
23459,-32,-2.729864007874937e-08,PASS,wobble_float64,2.729864007874937e-08
23473,-31,-2.588295204124800e-08,PASS,wobble_float64,2.588295204124800e-08
23497,-30,-2.350664005401637e-08,PASS,wobble_float64,2.350664005401637e-08
23509,-30,-2.290212189726517e-08,PASS,wobble_float64,2.290212189726517e-08
23531,-28,-1.963354063827988e-08,PASS,wobble_float64,1.963354063827988e-08
23537,-28,-1.960167550570411e-08,PASS,wobble_float64,1.960167550570411e-08
23539,-30,-2.091129619552102e-08,PASS,wobble_float64,2.091129619552102e-08
23549,-33,-2.262498320181587e-08,PASS,wobble_float64,2.262498320181587e-08
23557,-33,-2.245874208408141e-08,PASS,wobble_float64,2.245874208408141e-08
23561,-32,-2.219528581221748e-08,PASS,wobble_float64,2.219528581221748e-08
23563,-33,-2.325576332150829e-08,PASS,wobble_float64,2.325576332150829e-08
23567,-34,-2.450823118436290e-08,PASS,wobble_float64,2.450823118436290e-08
23581,-37,-2.688809581485101e-08,PASS,wobble_float64,2.688809581485101e-08
23593,-39,-2.733494223633876e-08,PASS,wobble_float64,2.733494223633876e-08
23599,-40,-2.809819172233159e-08,PASS,wobble_float64,2.809819172233159e-08
23603,-39,-2.793597208750509e-08,PASS,wobble_float64,2.793597208750509e-08
23609,-38,-2.788255753815425e-08,PASS,wobble_float64,2.788255753815425e-08
23623,-36,-2.781597857819498e-08,PASS,wobble_float64,2.781597857819498e-08
23627,-36,-2.817594389755050e-08,PASS,wobble_float64,2.817594389755050e-08
23629,-37,-2.899853437904305e-08,PASS,wobble_float64,2.899853437904305e-08
23633,-36,-2.900176011040448e-08,PASS,wobble_float64,2.900176011040448e-08
23663,-31,-2.620642435124452e-08,PASS,wobble_float64,2.620642435124452e-08
23669,-30,-2.611577557474129e-08,PASS,wobble_float64,2.611577557474129e-08
23671,-31,-2.700019315823177e-08,PASS,wobble_float64,2.700019315823177e-08
23677,-32,-2.829371825194369e-08,PASS,wobble_float64,2.829371825194369e-08
23687,-35,-3.011323528399467e-08,PASS,wobble_float64,3.011323528399467e-08
23689,-36,-3.105750135414903e-08,PASS,wobble_float64,3.105750135414903e-08
23719,-35,-2.836655105417868e-08,PASS,wobble_float64,2.836655105417868e-08
23741,-33,-2.694594515886253e-08,PASS,wobble_float64,2.694594515886253e-08
23743,-34,-2.801686524220830e-08,PASS,wobble_float64,2.801686524220830e-08
23747,-37,-2.997135476096147e-08,PASS,wobble_float64,2.997135476096147e-08
23753,-39,-3.162736646504248e-08,PASS,wobble_float64,3.162736646504248e-08
23761,-37,-3.008397804365697e-08,PASS,wobble_float64,3.008397804365697e-08
23767,-37,-3.104417302559251e-08,PASS,wobble_float64,3.104417302559251e-08
23773,-38,-3.143941624124099e-08,PASS,wobble_float64,3.143941624124099e-08
23789,-39,-3.296441796501567e-08,PASS,wobble_float64,3.296441796501567e-08
23801,-36,-3.030214901456686e-08,PASS,wobble_float64,3.030214901456686e-08
23813,-36,-2.976107480867353e-08,PASS,wobble_float64,2.976107480867353e-08
23819,-38,-3.164406524456119e-08,PASS,wobble_float64,3.164406524456119e-08
23827,-41,-3.327581611713588e-08,PASS,wobble_float64,3.327581611713588e-08
23831,-43,-3.445911805269178e-08,PASS,wobble_float64,3.445911805269178e-08
23833,-44,-3.544038407896091e-08,PASS,wobble_float64,3.544038407896091e-08
23857,-39,-3.357914209828285e-08,PASS,wobble_float64,3.357914209828285e-08
23869,-36,-3.219628251742294e-08,PASS,wobble_float64,3.219628251742294e-08
23873,-39,-3.403939735008771e-08,PASS,wobble_float64,3.403939735008771e-08
23879,-38,-3.458275565509938e-08,PASS,wobble_float64,3.458275565509938e-08
23887,-41,-3.740624518545739e-08,PASS,wobble_float64,3.740624518545739e-08
23893,-41,-3.705970666306860e-08,PASS,wobble_float64,3.705970666306860e-08
23899,-41,-3.738575607676686e-08,PASS,wobble_float64,3.738575607676686e-08
23909,-44,-4.038529281036836e-08,PASS,wobble_float64,4.038529281036836e-08
23911,-44,-4.107884859603660e-08,PASS,wobble_float64,4.107884859603660e-08
23917,-45,-4.164558623242725e-08,PASS,wobble_float64,4.164558623242725e-08
23929,-42,-3.895851642951923e-08,PASS,wobble_float64,3.895851642951923e-08
23957,-40,-3.712190829835326e-08,PASS,wobble_float64,3.712190829835326e-08
23971,-40,-3.667080793869429e-08,PASS,wobble_float64,3.667080793869429e-08
23977,-41,-3.809851247795550e-08,PASS,wobble_float64,3.809851247795550e-08
23981,-42,-3.867615587073648e-08,PASS,wobble_float64,3.867615587073648e-08
23993,-45,-4.036757029547935e-08,PASS,wobble_float64,4.036757029547935e-08
24001,-45,-4.033090112005890e-08,PASS,wobble_float64,4.033090112005890e-08
24007,-47,-4.152637487133147e-08,PASS,wobble_float64,4.152637487133147e-08
24019,-51,-4.401375478344665e-08,PASS,wobble_float64,4.401375478344665e-08
24023,-51,-4.485644831157744e-08,PASS,wobble_float64,4.485644831157744e-08
24029,-52,-4.542136526830353e-08,PASS,wobble_float64,4.542136526830353e-08
24043,-50,-4.371177345664768e-08,PASS,wobble_float64,4.371177345664768e-08
24049,-50,-4.347690483872923e-08,PASS,wobble_float64,4.347690483872923e-08
24061,-50,-4.368747962626578e-08,PASS,wobble_float64,4.368747962626578e-08
24071,-51,-4.433997768634170e-08,PASS,wobble_float64,4.433997768634170e-08
24077,-52,-4.572441331658172e-08,PASS,wobble_float64,4.572441331658172e-08
24083,-54,-4.696430483154139e-08,PASS,wobble_float64,4.696430483154139e-08
24091,-54,-4.707621928638371e-08,PASS,wobble_float64,4.707621928638371e-08
24097,-57,-4.915406200797556e-08,PASS,wobble_float64,4.915406200797556e-08
24103,-59,-5.086969404123799e-08,PASS,wobble_float64,5.086969404123799e-08
24107,-62,-5.283933355916965e-08,PASS,wobble_float64,5.283933355916965e-08
24109,-63,-5.374745065642002e-08,PASS,wobble_float64,5.374745065642002e-08
24113,-65,-5.515627176113809e-08,PASS,wobble_float64,5.515627176113809e-08
24121,-65,-5.443513393484160e-08,PASS,wobble_float64,5.443513393484160e-08
24133,-64,-5.388912363489700e-08,PASS,wobble_float64,5.388912363489700e-08
24137,-67,-5.582606087037764e-08,PASS,wobble_float64,5.582606087037764e-08
24151,-67,-5.560652625332649e-08,PASS,wobble_float64,5.560652625332649e-08
24169,-69,-5.566153019741051e-08,PASS,wobble_float64,5.566153019741051e-08
24179,-69,-5.504182390960591e-08,PASS,wobble_float64,5.504182390960591e-08
24181,-70,-5.607377619149629e-08,PASS,wobble_float64,5.607377619149629e-08
24197,-70,-5.585201244848336e-08,PASS,wobble_float64,5.585201244848336e-08
24203,-68,-5.499120593154870e-08,PASS,wobble_float64,5.499120593154870e-08
24223,-66,-5.383193943459666e-08,PASS,wobble_float64,5.383193943459666e-08
24229,-65,-5.340823671193628e-08,PASS,wobble_float64,5.340823671193628e-08
24239,-66,-5.453466092304146e-08,PASS,wobble_float64,5.453466092304146e-08
24247,-65,-5.410662113470134e-08,PASS,wobble_float64,5.410662113470134e-08
24251,-67,-5.573076710637851e-08,PASS,wobble_float64,5.573076710637851e-08
24281,-62,-5.082690569083338e-08,PASS,wobble_float64,5.082690569083338e-08
24317,-57,-4.551482635094695e-08,PASS,wobble_float64,4.551482635094695e-08
24329,-54,-4.390661872530731e-08,PASS,wobble_float64,4.390661872530731e-08
24337,-53,-4.358372087111761e-08,PASS,wobble_float64,4.358372087111761e-08
24359,-50,-4.086968350934053e-08,PASS,wobble_float64,4.086968350934053e-08
24371,-51,-4.097901549334493e-08,PASS,wobble_float64,4.097901549334493e-08
24373,-52,-4.193938383387154e-08,PASS,wobble_float64,4.193938383387154e-08
24379,-52,-4.218161715170097e-08,PASS,wobble_float64,4.218161715170097e-08
24391,-54,-4.248163049138634e-08,PASS,wobble_float64,4.248163049138634e-08
24407,-52,-4.002001385889321e-08,PASS,wobble_float64,4.002001385889321e-08
24413,-56,-4.280923561588229e-08,PASS,wobble_float64,4.280923561588229e-08
24419,-58,-4.437233937730880e-08,PASS,wobble_float64,4.437233937730880e-08
24421,-59,-4.538725151440485e-08,PASS,wobble_float64,4.538725151440485e-08
24439,-58,-4.434665035152902e-08,PASS,wobble_float64,4.434665035152902e-08
24443,-58,-4.459152959074327e-08,PASS,wobble_float64,4.459152959074327e-08
24469,-57,-4.240355308669666e-08,PASS,wobble_float64,4.240355308669666e-08
24473,-59,-4.336812661906512e-08,PASS,wobble_float64,4.336812661906512e-08
24481,-62,-4.574902678534948e-08,PASS,wobble_float64,4.574902678534948e-08
24499,-60,-4.385012006851059e-08,PASS,wobble_float64,4.385012006851059e-08
24509,-57,-4.282369434387633e-08,PASS,wobble_float64,4.282369434387633e-08
24517,-55,-4.134058794254850e-08,PASS,wobble_float64,4.134058794254850e-08
24527,-54,-4.137232650165942e-08,PASS,wobble_float64,4.137232650165942e-08
24533,-52,-4.030491904612773e-08,PASS,wobble_float64,4.030491904612773e-08
24547,-53,-4.027183567123112e-08,PASS,wobble_float64,4.027183567123112e-08
24551,-54,-4.132127236496194e-08,PASS,wobble_float64,4.132127236496194e-08
24571,-53,-3.962208111640388e-08,PASS,wobble_float64,3.962208111640388e-08
24593,-51,-3.759553726544369e-08,PASS,wobble_float64,3.759553726544369e-08
24611,-48,-3.488844430747241e-08,PASS,wobble_float64,3.488844430747241e-08
24623,-48,-3.468015740875754e-08,PASS,wobble_float64,3.468015740875754e-08
24631,-47,-3.447952470117313e-08,PASS,wobble_float64,3.447952470117313e-08
24659,-42,-3.075465932697732e-08,PASS,wobble_float64,3.075465932697732e-08
24671,-42,-3.028746107944374e-08,PASS,wobble_float64,3.028746107944374e-08
24677,-42,-3.053954094916800e-08,PASS,wobble_float64,3.053954094916800e-08
24683,-44,-3.255186895800507e-08,PASS,wobble_float64,3.255186895800507e-08
24691,-41,-3.137750493732068e-08,PASS,wobble_float64,3.137750493732068e-08
24697,-41,-3.163807894517368e-08,PASS,wobble_float64,3.163807894517368e-08
24709,-39,-2.982836810592370e-08,PASS,wobble_float64,2.982836810592370e-08
24733,-32,-2.555603047165947e-08,PASS,wobble_float64,2.555603047165947e-08
24749,-34,-2.654736451719234e-08,PASS,wobble_float64,2.654736451719234e-08
24763,-31,-2.439918194030528e-08,PASS,wobble_float64,2.439918194030528e-08
24767,-30,-2.470292366088948e-08,PASS,wobble_float64,2.470292366088948e-08
24781,-34,-2.641785977216705e-08,PASS,wobble_float64,2.641785977216705e-08
24793,-30,-2.394418842848823e-08,PASS,wobble_float64,2.394418842848823e-08
24799,-31,-2.382025685162417e-08,PASS,wobble_float64,2.382025685162417e-08
24809,-31,-2.387359650140564e-08,PASS,wobble_float64,2.387359650140564e-08
24821,-31,-2.392034813907223e-08,PASS,wobble_float64,2.392034813907223e-08
24841,-29,-2.260657247206091e-08,PASS,wobble_float64,2.260657247206091e-08
24847,-27,-2.182912479409225e-08,PASS,wobble_float64,2.182912479409225e-08
24851,-28,-2.277144901159260e-08,PASS,wobble_float64,2.277144901159260e-08
24859,-30,-2.407803838020648e-08,PASS,wobble_float64,2.407803838020648e-08
24877,-24,-2.037805815115014e-08,PASS,wobble_float64,2.037805815115014e-08
24889,-24,-1.870435590356408e-08,PASS,wobble_float64,1.870435590356408e-08
24907,-24,-1.934015024983589e-08,PASS,wobble_float64,1.934015024983589e-08
24917,-20,-1.742073574535297e-08,PASS,wobble_float64,1.742073574535297e-08
24919,-22,-1.859069358101223e-08,PASS,wobble_float64,1.859069358101223e-08
24923,-24,-1.986327907155046e-08,PASS,wobble_float64,1.986327907155046e-08
24943,-22,-1.765900468057128e-08,PASS,wobble_float64,1.765900468057128e-08
24953,-22,-1.776706054281303e-08,PASS,wobble_float64,1.776706054281303e-08
24967,-21,-1.679749517905378e-08,PASS,wobble_float64,1.679749517905378e-08
24971,-20,-1.677205045740672e-08,PASS,wobble_float64,1.677205045740672e-08
24977,-21,-1.816326319432410e-08,PASS,wobble_float64,1.816326319432410e-08
24979,-21,-1.875918998913269e-08,PASS,wobble_float64,1.875918998913269e-08
24989,-23,-2.050950547557694e-08,PASS,wobble_float64,2.050950547557694e-08
25013,-17,-1.601321067098879e-08,PASS,wobble_float64,1.601321067098879e-08
25031,-15,-1.420361998339626e-08,PASS,wobble_float64,1.420361998339626e-08
25033,-16,-1.501274773757727e-08,PASS,wobble_float64,1.501274773757727e-08
25037,-17,-1.610718617970922e-08,PASS,wobble_float64,1.610718617970922e-08
25057,-18,-1.595443811443800e-08,PASS,wobble_float64,1.595443811443800e-08
25073,-17,-1.534188564845273e-08,PASS,wobble_float64,1.534188564845273e-08
25087,-15,-1.425514944978281e-08,PASS,wobble_float64,1.425514944978281e-08
25097,-10,-1.160997260025518e-08,PASS,wobble_float64,1.160997260025518e-08
25111,-5,-8.863652756804351e-09,PASS,wobble_float64,8.863652756804351e-09
25117,-7,-1.018963058908536e-08,PASS,wobble_float64,1.018963058908536e-08
25121,-9,-1.129149027626620e-08,PASS,wobble_float64,1.129149027626620e-08
25127,-11,-1.321605236288451e-08,PASS,wobble_float64,1.321605236288451e-08
25147,-7,-1.097800312784556e-08,PASS,wobble_float64,1.097800312784556e-08
25153,-8,-1.152060676304562e-08,PASS,wobble_float64,1.152060676304562e-08
25163,-5,-9.879614389155374e-09,PASS,wobble_float64,9.879614389155374e-09
25169,-5,-1.034339587798830e-08,PASS,wobble_float64,1.034339587798830e-08
25171,-5,-1.097565234139977e-08,PASS,wobble_float64,1.097565234139977e-08
25183,-4,-1.060347598371819e-08,PASS,wobble_float64,1.060347598371819e-08
25189,-3,-1.034620398731063e-08,PASS,wobble_float64,1.034620398731063e-08
25219,-7,-1.078348852977950e-08,PASS,wobble_float64,1.078348852977950e-08
25229,-6,-9.893080241967661e-09,PASS,wobble_float64,9.893080241967661e-09
25237,-6,-1.025690642124800e-08,PASS,wobble_float64,1.025690642124800e-08
25243,-5,-1.023931316055437e-08,PASS,wobble_float64,1.023931316055437e-08
25247,-7,-1.123375644087731e-08,PASS,wobble_float64,1.123375644087731e-08
25253,-8,-1.213293763931654e-08,PASS,wobble_float64,1.213293763931654e-08
25261,-9,-1.261393627501661e-08,PASS,wobble_float64,1.261393627501661e-08
25303,-2,-7.565070310813093e-09,PASS,wobble_float64,7.565070310813093e-09
25307,-1,-7.494241314177333e-09,PASS,wobble_float64,7.494241314177333e-09
25309,-2,-8.304003523320464e-09,PASS,wobble_float64,8.304003523320464e-09
25321,-2,-7.945569959210585e-09,PASS,wobble_float64,7.945569959210585e-09
25339,-2,-8.379459365497174e-09,PASS,wobble_float64,8.379459365497174e-09
25343,-1,-8.086689120556792e-09,PASS,wobble_float64,8.086689120556792e-09
25349,-1,-8.557221124457035e-09,PASS,wobble_float64,8.557221124457035e-09
25357,-3,-9.561105016300857e-09,PASS,wobble_float64,9.561105016300857e-09
25367,-4,-1.015719669033828e-08,PASS,wobble_float64,1.015719669033828e-08
25373,-3,-9.397115324195172e-09,PASS,wobble_float64,9.397115324195172e-09
25391,-2,-7.709654356124438e-09,PASS,wobble_float64,7.709654356124438e-09
25423,-1,-6.396050747549268e-09,PASS,wobble_float64,6.396050747549268e-09
25447,-1,-5.981483556267167e-09,PASS,wobble_float64,5.981483556267167e-09
25453,-2,-6.458325094740825e-09,PASS,wobble_float64,6.458325094740825e-09
25457,-3,-7.450629785119798e-09,PASS,wobble_float64,7.450629785119798e-09
25463,-5,-8.153413306910182e-09,PASS,wobble_float64,8.153413306910182e-09
25469,-7,-9.644498092026884e-09,PASS,wobble_float64,9.644498092026884e-09
25471,-8,-1.040928553744627e-08,PASS,wobble_float64,1.040928553744627e-08
25523,-5,-6.130161575595592e-09,PASS,wobble_float64,6.130161575595592e-09
25537,-7,-6.656765338277059e-09,PASS,wobble_float64,6.656765338277059e-09
25541,-7,-7.100878729623500e-09,PASS,wobble_float64,7.100878729623500e-09
25561,-11,-8.725407350033786e-09,PASS,wobble_float64,8.725407350033786e-09
25577,-11,-7.893087871883598e-09,PASS,wobble_float64,7.893087871883598e-09
25579,-12,-8.717434407032310e-09,PASS,wobble_float64,8.717434407032310e-09
25583,-11,-8.744258082728700e-09,PASS,wobble_float64,8.744258082728700e-09
25589,-12,-8.998030961938143e-09,PASS,wobble_float64,8.998030961938143e-09
25601,-11,-8.969396834245913e-09,PASS,wobble_float64,8.969396834245913e-09
25603,-11,-9.543481406254094e-09,PASS,wobble_float64,9.543481406254094e-09
25609,-10,-9.520938577227552e-09,PASS,wobble_float64,9.520938577227552e-09
25621,-8,-9.489079937379554e-09,PASS,wobble_float64,9.489079937379554e-09
25633,-9,-1.014820223775904e-08,PASS,wobble_float64,1.014820223775904e-08
25639,-12,-1.107155509080536e-08,PASS,wobble_float64,1.107155509080536e-08
25643,-12,-1.142385960693876e-08,PASS,wobble_float64,1.142385960693876e-08
25657,-15,-1.318038257906341e-08,PASS,wobble_float64,1.318038257906341e-08
25667,-14,-1.217777712518366e-08,PASS,wobble_float64,1.217777712518366e-08
25673,-16,-1.375393850491398e-08,PASS,wobble_float64,1.375393850491398e-08
25679,-17,-1.485798436765858e-08,PASS,wobble_float64,1.485798436765858e-08
25693,-14,-1.311032243843176e-08,PASS,wobble_float64,1.311032243843176e-08
25703,-17,-1.421084336173501e-08,PASS,wobble_float64,1.421084336173501e-08
25717,-14,-1.302220341772181e-08,PASS,wobble_float64,1.302220341772181e-08
25733,-10,-1.118072962543205e-08,PASS,wobble_float64,1.118072962543205e-08
25741,-12,-1.174644777636230e-08,PASS,wobble_float64,1.174644777636230e-08
25747,-13,-1.275963725448610e-08,PASS,wobble_float64,1.275963725448610e-08
25759,-13,-1.283585744195559e-08,PASS,wobble_float64,1.283585744195559e-08
25763,-16,-1.454375489670691e-08,PASS,wobble_float64,1.454375489670691e-08
25771,-15,-1.397644940944197e-08,PASS,wobble_float64,1.397644940944197e-08
25793,-17,-1.540321084977849e-08,PASS,wobble_float64,1.540321084977849e-08
25799,-15,-1.464061350741136e-08,PASS,wobble_float64,1.464061350741136e-08
25801,-16,-1.544901874787210e-08,PASS,wobble_float64,1.544901874787210e-08
25819,-13,-1.352705599979402e-08,PASS,wobble_float64,1.352705599979402e-08
25841,-8,-1.115909211956150e-08,PASS,wobble_float64,1.115909211956150e-08
25847,-7,-1.077380955595699e-08,PASS,wobble_float64,1.077380955595699e-08
25849,-8,-1.161385778110816e-08,PASS,wobble_float64,1.161385778110816e-08
25867,-9,-1.164846388490142e-08,PASS,wobble_float64,1.164846388490142e-08
25873,-7,-1.101118995411847e-08,PASS,wobble_float64,1.101118995411847e-08
25889,-5,-1.016145874176377e-08,PASS,wobble_float64,1.016145874176377e-08
25903,-5,-1.006582987609438e-08,PASS,wobble_float64,1.006582987609438e-08
25913,-3,-8.682868459766648e-09,PASS,wobble_float64,8.682868459766648e-09
25919,-4,-9.846306628173549e-09,PASS,wobble_float64,9.846306628173549e-09
25931,-4,-9.987946846590808e-09,PASS,wobble_float64,9.987946846590808e-09
25933,-5,-1.093596559124011e-08,PASS,wobble_float64,1.093596559124011e-08
25939,-5,-1.073333334459530e-08,PASS,wobble_float64,1.073333334459530e-08
25943,-4,-1.083819177245436e-08,PASS,wobble_float64,1.083819177245436e-08
25951,-4,-1.129956794169144e-08,PASS,wobble_float64,1.129956794169144e-08
25969,-4,-1.041222183086998e-08,PASS,wobble_float64,1.041222183086998e-08
25981,-6,-1.098113272307490e-08,PASS,wobble_float64,1.098113272307490e-08
25997,-7,-1.205011297956114e-08,PASS,wobble_float64,1.205011297956114e-08
25999,-7,-1.262649235464979e-08,PASS,wobble_float64,1.262649235464979e-08
26003,-7,-1.302051878157066e-08,PASS,wobble_float64,1.302051878157066e-08
26017,-4,-1.177648871468647e-08,PASS,wobble_float64,1.177648871468647e-08
26021,-4,-1.235849225786464e-08,PASS,wobble_float64,1.235849225786464e-08
26029,-4,-1.185472489955442e-08,PASS,wobble_float64,1.185472489955442e-08
26041,-4,-1.201027089467541e-08,PASS,wobble_float64,1.201027089467541e-08
26053,-4,-1.194650530424182e-08,PASS,wobble_float64,1.194650530424182e-08
26267,-1,-1.063140377017153e-08,PASS,wobble_float64,1.063140377017153e-08
26347,-1,-1.052787071272214e-08,PASS,wobble_float64,1.052787071272214e-08
26431,-1,-1.112471456331615e-08,PASS,wobble_float64,1.112471456331615e-08
26437,-2,-1.229234510771924e-08,PASS,wobble_float64,1.229234510771924e-08
26711,-1,-1.141311814242430e-08,PASS,wobble_float64,1.141311814242430e-08
26713,-2,-1.215995982843611e-08,PASS,wobble_float64,1.215995982843611e-08
26717,-2,-1.237660169706853e-08,PASS,wobble_float64,1.237660169706853e-08
26723,-4,-1.370571482728241e-08,PASS,wobble_float64,1.370571482728241e-08
26729,-5,-1.449805668301028e-08,PASS,wobble_float64,1.449805668301028e-08
26731,-6,-1.525887342230424e-08,PASS,wobble_float64,1.525887342230424e-08
26737,-4,-1.483164974844698e-08,PASS,wobble_float64,1.483164974844698e-08
26759,-6,-1.381340981573807e-08,PASS,wobble_float64,1.381340981573807e-08
26777,-7,-1.357764685535820e-08,PASS,wobble_float64,1.357764685535820e-08
26783,-10,-1.452521475488658e-08,PASS,wobble_float64,1.452521475488658e-08
26801,-10,-1.485041725616360e-08,PASS,wobble_float64,1.485041725616360e-08
26813,-12,-1.572760577381774e-08,PASS,wobble_float64,1.572760577381774e-08
26821,-12,-1.618162889332987e-08,PASS,wobble_float64,1.618162889332987e-08
26833,-9,-1.520332926849418e-08,PASS,wobble_float64,1.520332926849418e-08
26839,-9,-1.502270882980055e-08,PASS,wobble_float64,1.502270882980055e-08
26849,-9,-1.525093497221572e-08,PASS,wobble_float64,1.525093497221572e-08
26861,-11,-1.565147321801205e-08,PASS,wobble_float64,1.565147321801205e-08
26863,-12,-1.638713305886390e-08,PASS,wobble_float64,1.638713305886390e-08
26879,-13,-1.667113796011523e-08,PASS,wobble_float64,1.667113796011523e-08
26881,-14,-1.742386508129875e-08,PASS,wobble_float64,1.742386508129875e-08
26891,-17,-1.893847628567897e-08,PASS,wobble_float64,1.893847628567897e-08
26893,-18,-1.969557831821148e-08,PASS,wobble_float64,1.969557831821148e-08
26903,-15,-1.826155467860000e-08,PASS,wobble_float64,1.826155467860000e-08
26921,-12,-1.624366126489922e-08,PASS,wobble_float64,1.624366126489922e-08
26927,-12,-1.731599516992447e-08,PASS,wobble_float64,1.731599516992447e-08
26947,-14,-1.758270441727002e-08,PASS,wobble_float64,1.758270441727002e-08
26951,-16,-1.859722011149134e-08,PASS,wobble_float64,1.859722011149134e-08
26953,-17,-1.940819241920449e-08,PASS,wobble_float64,1.940819241920449e-08
26959,-17,-1.969372622224059e-08,PASS,wobble_float64,1.969372622224059e-08
26981,-12,-1.665578483274932e-08,PASS,wobble_float64,1.665578483274932e-08
26987,-13,-1.735719457040340e-08,PASS,wobble_float64,1.735719457040340e-08
26993,-14,-1.741560467227596e-08,PASS,wobble_float64,1.741560467227596e-08
27011,-10,-1.653073985832684e-08,PASS,wobble_float64,1.653073985832684e-08
27017,-14,-1.883169482363252e-08,PASS,wobble_float64,1.883169482363252e-08
27031,-12,-1.711257718027784e-08,PASS,wobble_float64,1.711257718027784e-08
27043,-11,-1.594237120466666e-08,PASS,wobble_float64,1.594237120466666e-08
27059,-14,-1.730949694424730e-08,PASS,wobble_float64,1.730949694424730e-08
27061,-15,-1.814261553059667e-08,PASS,wobble_float64,1.814261553059667e-08
27067,-15,-1.862227582532575e-08,PASS,wobble_float64,1.862227582532575e-08
27073,-19,-2.091477597378127e-08,PASS,wobble_float64,2.091477597378127e-08
27077,-19,-2.144461699632883e-08,PASS,wobble_float64,2.144461699632883e-08
27091,-20,-2.123200114348764e-08,PASS,wobble_float64,2.123200114348764e-08
27103,-21,-2.144436023441499e-08,PASS,wobble_float64,2.144436023441499e-08
27107,-20,-2.144753310675651e-08,PASS,wobble_float64,2.144753310675651e-08
27109,-21,-2.220112911338186e-08,PASS,wobble_float64,2.220112911338186e-08
27127,-20,-2.043215042554829e-08,PASS,wobble_float64,2.043215042554829e-08
27143,-19,-1.882806063006998e-08,PASS,wobble_float64,1.882806063006998e-08
27179,-13,-1.369631647948349e-08,PASS,wobble_float64,1.369631647948349e-08
27191,-11,-1.309494274919005e-08,PASS,wobble_float64,1.309494274919005e-08
27197,-10,-1.280045695483829e-08,PASS,wobble_float64,1.280045695483829e-08
27211,-6,-1.108109999680185e-08,PASS,wobble_float64,1.108109999680185e-08
27239,-3,-9.158306106162034e-09,PASS,wobble_float64,9.158306106162034e-09
27241,-4,-9.846809848113090e-09,PASS,wobble_float64,9.846809848113090e-09
27253,-5,-1.057581790281113e-08,PASS,wobble_float64,1.057581790281113e-08
27259,-4,-9.938166217237970e-09,PASS,wobble_float64,9.938166217237970e-09
27271,-5,-1.075216794942715e-08,PASS,wobble_float64,1.075216794942715e-08
27277,-6,-1.141473989365005e-08,PASS,wobble_float64,1.141473989365005e-08
27281,-8,-1.260616796646430e-08,PASS,wobble_float64,1.260616796646430e-08
27283,-10,-1.358426536496210e-08,PASS,wobble_float64,1.358426536496210e-08
27299,-12,-1.393497233027869e-08,PASS,wobble_float64,1.393497233027869e-08
27329,-13,-1.312951815489317e-08,PASS,wobble_float64,1.312951815489317e-08
27337,-12,-1.244164847559245e-08,PASS,wobble_float64,1.244164847559245e-08
27361,-8,-1.034592885566112e-08,PASS,wobble_float64,1.034592885566112e-08
27367,-11,-1.172295307379687e-08,PASS,wobble_float64,1.172295307379687e-08
