N,wobble,farey_size,is_prime,delta_w,mertens,mu
12786,5.210545842234807e-05,49694309,0,5.505672572081926e-08,14,-1
12787,5.212015312255073e-05,49706405,0,-1.469470020266098e-08,15,1
12788,5.214507677290658e-05,49712477,0,-2.492365035585082e-08,15,0
12789,5.213145438731833e-05,49719533,0,1.362238558825206e-08,15,0
12790,5.207717005495163e-05,49724645,0,5.428433236670256e-08,14,-1
12791,5.210651458027449e-05,49737435,1,-2.934452532285796e-08,13,-1
12792,5.211359292085572e-05,49741275,0,-7.078340581229874e-09,13,0
12793,5.211353110144722e-05,49752895,0,6.181940849931669e-11,14,1
12794,5.216258602175346e-05,49759291,0,-4.905492030624395e-08,15,1
12795,5.211025541305787e-05,49766107,0,5.233060869559063e-08,14,-1
12796,5.213656714149805e-05,49771579,0,-2.631172844018296e-08,14,0
12797,5.213411837880453e-05,49784119,0,2.448762693527530e-09,15,1
12798,5.212691900463118e-05,49788331,0,7.199374173348010e-09,15,0
12799,5.215384712674589e-05,49801129,1,-2.692812211471521e-08,14,-1
12800,5.214461464407946e-05,49806249,0,9.232482666438470e-09,14,0
12801,5.209281676853913e-05,49814249,0,5.179787554032581e-08,13,-1
12802,5.204304247079017e-05,49820441,0,4.977429774896366e-08,12,-1
12803,5.202560184560765e-05,49830881,0,1.744062518251646e-08,11,-1
12804,5.197523858026498e-05,49834721,0,5.036326534267355e-08,11,0
12805,5.196775939429717e-05,49844129,0,7.479185967803454e-09,10,-1
12806,5.190826162356820e-05,49850177,0,5.949777072897369e-08,9,-1
12807,5.185098146194356e-05,49858709,0,5.728016162463576e-08,9,0
12808,5.185367612643978e-05,49865109,0,-2.694664496218275e-09,9,0
12809,5.189276360585528e-05,49877917,1,-3.908747941549356e-08,8,-1
12810,5.185795392246094e-05,49880797,0,3.480968339433338e-08,7,-1
12811,5.182679561961827e-05,49893029,0,3.115830284267025e-08,8,1
12812,5.178704766256563e-05,49899433,0,3.974795705264143e-08,8,0
12813,5.181458120974331e-05,49907973,0,-2.753354717767616e-08,9,1
12814,5.176376338289741e-05,49914189,0,5.081782684589843e-08,8,-1
12815,5.174020145289596e-05,49923469,0,2.356193000144826e-08,7,-1
12816,5.173910928070909e-05,49927693,0,1.092172186870565e-09,7,0
12817,5.173105441087511e-05,49938673,0,8.054869833981496e-09,8,1
12818,5.175436690177189e-05,49944049,0,-2.331249089678220e-08,9,1
12819,5.178656413661813e-05,49952593,0,-3.219723484623526e-08,10,1
12820,5.180697256542101e-05,49957713,0,-2.040842880288678e-08,10,0
12821,5.184209707806508e-05,49970533,1,-3.512451264406678e-08,9,-1
12822,5.180159323600497e-05,49974805,0,4.050384206010719e-08,8,-1
12823,5.184114946288361e-05,49987627,1,-3.955622687864066e-08,7,-1
12824,5.181486042409200e-05,49993099,0,2.628903879161530e-08,7,0
12825,5.181100437750864e-05,49999579,0,3.856046583357612e-09,7,0
12826,5.180921928653793e-05,50005299,0,1.785090970711240e-09,7,0
12827,5.178575575385113e-05,50017899,0,2.346353268679901e-08,8,1
12828,5.180387764042241e-05,50022171,0,-1.812188657128292e-08,8,0
12829,5.184453065163362e-05,50034999,1,-4.065301121120534e-08,7,-1
12830,5.181083299173255e-05,50040127,0,3.369765990106631e-08,6,-1
12831,5.182538353153045e-05,50046751,0,-1.455053979790343e-08,7,1
12832,5.181819391450812e-05,50053151,0,7.189617022335029e-09,7,0
12833,5.180308384244402e-05,50065631,0,1.511007206409941e-08,8,1
12834,5.178027053189795e-05,50069591,0,2.281331054606797e-08,8,0
12835,5.176112131192387e-05,50079191,0,1.914921997407887e-08,7,-1
12836,5.172193588203242e-05,50085607,0,3.918542989145047e-08,7,0
12837,5.168171187961213e-05,50093367,0,4.022400242029064e-08,6,-1
12838,5.167459422739534e-05,50098827,0,7.117652216787475e-09,6,0
12839,5.164709803977475e-05,50111283,0,2.749618762059816e-08,7,1
12840,5.165658460150777e-05,50114675,0,-9.486561733021816e-09,7,0
12841,5.169686849931886e-05,50127515,1,-4.028389781109566e-08,6,-1
12842,5.173011032461353e-05,50133935,0,-3.324182529466365e-08,7,1
12843,5.167721487788825e-05,50142491,0,5.289544672527847e-08,7,0
12844,5.167090105324035e-05,50148107,0,6.313824647901864e-09,7,0
12845,5.165906474054525e-05,50156891,0,1.183631269509815e-08,6,-1
12846,5.162685852940237e-05,50161171,0,3.220621114287674e-08,5,-1
12847,5.161852928959678e-05,50173547,0,8.329239805595528e-09,6,1
12848,5.162337752879599e-05,50179307,0,-4.848239199212526e-09,6,0
12849,5.164845530599743e-05,50187871,0,-2.507777720144153e-08,7,1
12850,5.163114221242832e-05,50192991,0,1.731309356911359e-08,7,0
12851,5.162289342876951e-05,50205591,0,8.248783658811867e-09,8,1
12852,5.161355387570959e-05,50209047,0,9.339553059910504e-09,8,0
12853,5.164985254328828e-05,50221899,1,-3.629866757868307e-08,7,-1
12854,5.168570690164873e-05,50228325,0,-3.585435836045463e-08,8,1
12855,5.165774882141277e-05,50235173,0,2.795808023596725e-08,7,-1
12856,5.166314155925350e-05,50241597,0,-5.392737840733775e-09,7,0
12857,5.165798550801012e-05,50252685,0,5.156051243383373e-09,6,-1
12858,5.162791660493354e-05,50256969,0,3.006890307657463e-08,5,-1
12859,5.160875450080822e-05,50266929,0,1.916210412532395e-08,4,-1
12860,5.163736259695267e-05,50272065,0,-2.860809614445021e-08,4,0
12861,5.158909558167710e-05,50280633,0,4.826701527556895e-08,4,0
12862,5.155575012448179e-05,50286897,0,3.334545719530484e-08,3,-1
12863,5.155550596868749e-05,50299065,0,2.441557943032324e-10,4,1
12864,5.154013631093841e-05,50303289,0,1.536965774907807e-08,4,0
12865,5.154782605667329e-05,50313129,0,-7.689745734874257e-09,3,-1
12866,5.151504587923635e-05,50318637,0,3.278017743693889e-08,2,-1
12867,5.153258902458180e-05,50327213,0,-1.754314534544837e-08,3,1
12868,5.149413482357237e-05,50333645,0,3.845420100942655e-08,3,0
12869,5.147913336309607e-05,50345741,0,1.500146047629728e-08,4,1
12870,5.148756231009692e-05,50348621,0,-8.428947000847743e-09,4,0
12871,5.147211797301373e-05,50361221,0,1.544433708319229e-08,5,1
12872,5.148243961414995e-05,50367653,0,-1.032164113622553e-08,5,0
12873,5.144989288957153e-05,50374997,0,3.254672457841994e-08,4,-1
12874,5.141150975038735e-05,50381237,0,3.838313918418589e-08,3,-1
12875,5.139535207776241e-05,50391437,0,1.615767262493724e-08,3,0
12876,5.136069786462252e-05,50395469,0,3.465421313988547e-08,3,0
12877,5.134345327722740e-05,50408105,0,1.724458739512698e-08,4,1
12878,5.131343912047055e-05,50414361,0,3.001415675684663e-08,3,-1
12879,5.130093936724674e-05,50422785,0,1.249975322381548e-08,3,0
12880,5.127990409279713e-05,50427009,0,2.103527444960609e-08,3,0
12881,5.127034810327377e-05,50438709,0,9.555989523361537e-09,4,1
12882,5.130529035014890e-05,50442741,0,-3.494224687512862e-08,5,1
12883,5.129333082453312e-05,50454621,0,1.195952561577906e-08,6,1
12884,5.126394459880467e-05,50461061,0,2.938622572845129e-08,6,0
12885,5.124147553041309e-05,50467925,0,2.246906839157171e-08,5,-1
12886,5.121045832552437e-05,50473973,0,3.101720488872512e-08,4,-1
12887,5.119879209575648e-05,50484977,0,1.166622976789088e-08,4,0
12888,5.119915896295340e-05,50489249,0,-3.668671969201385e-10,4,0
12889,5.123384311990962e-05,50502137,1,-3.468415695621928e-08,3,-1
12890,5.121852861481363e-05,50507289,0,1.531450509599009e-08,2,-1
12891,5.124283891608784e-05,50515881,0,-2.431030127421666e-08,3,1
12892,5.126755863217391e-05,50521721,0,-2.471971608607030e-08,3,0
12893,5.130536357240420e-05,50534613,1,-3.780494023028751e-08,2,-1
12894,5.131083943999638e-05,50538285,0,-5.475867592181919e-09,3,1
12895,5.128996191168524e-05,50548597,0,2.087752831114812e-08,4,1
12896,5.127989164501195e-05,50554357,0,1.007026667328663e-08,4,0
12897,5.123311478991374e-05,50562949,0,4.677685509820725e-08,4,0
12898,5.125756753724082e-05,50569397,0,-2.445274732707430e-08,5,1
12899,5.129276796878543e-05,50582295,1,-3.520043154461389e-08,4,-1
12900,5.129100756498053e-05,50585655,0,1.760403804900010e-09,4,0
12901,5.125635544744898e-05,50596023,0,3.465211753155099e-08,3,-1
12902,5.128102435756338e-05,50602473,0,-2.466891011440370e-08,4,1
12903,5.127978107409288e-05,50609513,0,1.243283470506130e-09,5,1
12904,5.129209436946058e-05,50615961,0,-1.231329536770243e-08,5,0
12905,5.128132635223260e-05,50625817,0,1.076801722798177e-08,4,-1
12906,5.126263844694527e-05,50630101,0,1.868790528733135e-08,4,0
12907,5.130241967940945e-05,50643007,1,-3.978123246418139e-08,3,-1
12908,5.132935900932664e-05,50648527,0,-2.693932991719645e-08,3,0
12909,5.129534579416823e-05,50656447,0,3.401321515841230e-08,2,-1
12910,5.128131496715815e-05,50661607,0,1.403082701007663e-08,1,-1
12911,5.132838648079519e-05,50674517,1,-4.707151363703426e-08,0,-1
12912,5.132655387422389e-05,50678805,0,1.832606571296235e-09,0,0
12913,5.129617984019647e-05,50691333,0,3.037403402742205e-08,1,1
12914,5.126079564388677e-05,50697193,0,3.538419630969681e-08,0,-1
12915,5.121150104220518e-05,50702953,0,4.929460168159714e-08,0,0
12916,5.117720811716409e-05,50709409,0,3.429292504108903e-08,0,0
12917,5.122467112098838e-05,50722325,1,-4.746300382429405e-08,-1,-1
12918,5.120632488872920e-05,50726629,0,1.834623225917715e-08,-2,-1
12919,5.125814091618767e-05,50739547,1,-5.181602745846578e-08,-3,-1
12920,5.126844326182489e-05,50744155,0,-1.030234563722296e-08,-3,0
12921,5.125023832964976e-05,50752507,0,1.820493217513739e-08,-4,-1
12922,5.124457501991961e-05,50757547,0,5.663309730144517e-09,-3,1
12923,5.130017677029945e-05,50770469,1,-5.560175037983640e-08,-4,-1
12924,5.130215427842504e-05,50774765,0,-1.977508125593263e-09,-4,0
12925,5.127694167809539e-05,50783965,0,2.521260032964845e-08,-4,0
12926,5.127167522356144e-05,50790125,0,5.266454533951195e-09,-5,-1
12927,5.126619590784196e-05,50798405,0,5.479315719477220e-09,-6,-1
12928,5.124863673705811e-05,50804805,0,1.755917078385060e-08,-6,0
12929,5.121482225768447e-05,50815881,0,3.381447937363905e-08,-5,1
12930,5.120607316744415e-05,50819321,0,8.749090240328238e-09,-4,1
12931,5.117780978692315e-05,50831993,0,2.826338052099974e-08,-3,1
12932,5.119855185379625e-05,50838233,0,-2.074206687310165e-08,-3,0
12933,5.119964601016868e-05,50846837,0,-1.094156372432188e-09,-3,0
12934,5.117034333091113e-05,50853053,0,2.930267925754879e-08,-4,-1
12935,5.120183571283905e-05,50862557,0,-3.149238192792103e-08,-5,-1
12936,5.119514501190866e-05,50865917,0,6.690700930389473e-09,-5,0
12937,5.116908711959034e-05,50878077,0,2.605789231832238e-08,-4,1
12938,5.118054111510493e-05,50884545,0,-1.145399551459358e-08,-3,1
12939,5.114446703142850e-05,50892681,0,3.607408367643338e-08,-4,-1
12940,5.117857337217683e-05,50897849,0,-3.410634074832729e-08,-4,0
12941,5.123718388402861e-05,50910789,1,-5.861051185177831e-08,-5,-1
12942,5.124030007649207e-05,50915097,0,-3.116192463460319e-09,-5,0
12943,5.122403376339656e-05,50925933,0,1.626631309550576e-08,-5,0
12944,5.119990873934088e-05,50932397,0,2.412502405568188e-08,-5,0
12945,5.120790628816398e-05,50939293,0,-7.997548823101479e-09,-6,-1
12946,5.121882801833937e-05,50945765,0,-1.092173017538836e-08,-5,1
12947,5.120154061793619e-05,50957425,0,1.728740040317568e-08,-5,0
12948,5.117438006371340e-05,50961361,0,2.716055422279443e-08,-5,0
12949,5.112685168064751e-05,50973725,0,4.752838306589251e-08,-4,1
12950,5.112053663117051e-05,50978045,0,6.315049476998246e-09,-4,0
12951,5.107973969698333e-05,50986673,0,4.079693418717966e-08,-4,0
12952,5.109667003286102e-05,50993145,0,-1.693033587769324e-08,-4,0
12953,5.115341341438654e-05,51006097,1,-5.674338152551316e-08,-5,-1
12954,5.115369525267333e-05,51010129,0,-2.818382867920120e-10,-4,1
12955,5.111320634117271e-05,51020489,0,4.048891150061932e-08,-3,1
12956,5.113959583124860e-05,51026729,0,-2.638949007588914e-08,-3,0
12957,5.113297418285951e-05,51034121,0,6.621648389089493e-09,-4,-1
12958,5.115671112358417e-05,51039521,0,-2.373694072466722e-08,-3,1
12959,5.121430736288497e-05,51052479,1,-5.759623930079379e-08,-4,-1
12960,5.120808792654075e-05,51055935,0,6.219436344217068e-09,-4,0
12961,5.117279261551579e-05,51067887,0,3.529531102495776e-08,-3,1
12962,5.119268477811523e-05,51074367,0,-1.989216259943395e-08,-2,1
12963,5.117148832596177e-05,51082655,0,2.119645215345288e-08,-3,-1
12964,5.121349561810801e-05,51088199,0,-4.200729214623385e-08,-3,0
12965,5.117610556231570e-05,51098567,0,3.739005579230518e-08,-2,1
12966,5.115955685569330e-05,51102887,0,1.654870662240324e-08,-3,-1
12967,5.121695928991337e-05,51115853,1,-5.740243422007251e-08,-4,-1
12968,5.123715062792087e-05,51122333,0,-2.019133800750043e-08,-4,0
12969,5.124855527894846e-05,51130133,0,-1.140465102758749e-08,-4,0
12970,5.123940921843833e-05,51135317,0,9.146060510135175e-09,-5,-1
12971,5.124405203605599e-05,51145685,0,-4.642817617659517e-09,-6,-1
12972,5.120768132033527e-05,51149733,0,3.637071572071233e-08,-6,0
12973,5.127191352302761e-05,51162705,1,-6.423220269234089e-08,-7,-1
12974,5.126452042436380e-05,51168681,0,7.393098663817474e-09,-8,-1
12975,5.124405350643997e-05,51175561,0,2.046691792382264e-08,-8,0
12976,5.122103723197302e-05,51182041,0,2.301627446695231e-08,-8,0
12977,5.120050954328199e-05,51194317,0,2.052768869103205e-08,-7,1
12978,5.118732432929927e-05,51197989,0,1.318521398272231e-08,-7,0
12979,5.125300471023568e-05,51210967,1,-6.568038093641233e-08,-8,-1
12980,5.118679675431956e-05,51215607,0,6.620795591612082e-08,-8,0
12981,5.117627058876038e-05,51224259,0,1.052616555918329e-08,-7,1
12982,5.118739641547440e-05,51230749,0,-1.112582671402174e-08,-6,1
12983,5.125190797813049e-05,51243731,1,-6.451156265609159e-08,-7,-1
12984,5.121842946521144e-05,51248051,0,3.347851291904489e-08,-7,0
12985,5.120456559631083e-05,51256787,0,1.386386890061603e-08,-7,0
12986,5.118656572070342e-05,51263087,0,1.799987560740325e-08,-8,-1
12987,5.115836582174223e-05,51270863,0,2.819989896119462e-08,-8,0
12988,5.118944940073059e-05,51276943,0,-3.108357898836203e-08,-8,0
12989,5.114362655865259e-05,51289483,0,4.582284207799999e-08,-7,1
12990,5.113518274455479e-05,51292939,0,8.443814097801501e-09,-6,1
12991,5.110110814974510e-05,51304739,0,3.407459480968576e-08,-5,1
12992,5.108627411007897e-05,51310115,0,1.483403966613103e-08,-5,0
12993,5.107481604360144e-05,51318515,0,1.145806647753425e-08,-6,-1
12994,5.106151089794214e-05,51324851,0,1.330514565929812e-08,-7,-1
12995,5.109084770054304e-05,51334707,0,-2.933680260090059e-08,-8,-1
12996,5.108610775116507e-05,51338811,0,4.739949377969926e-09,-8,0
12997,5.104583752541834e-05,51351451,0,4.027022574673339e-08,-7,1
12998,5.102281022354808e-05,51357787,0,2.302730187025379e-08,-8,-1
12999,5.103240106201591e-05,51365203,0,-9.590838467824652e-09,-9,-1
13000,5.102421975491139e-05,51370003,0,8.181307104519883e-09,-9,0
13001,5.109449092106267e-05,51383003,1,-7.027116615127818e-08,-10,-1
13002,5.110063850641320e-05,51386923,0,-6.147585350529299e-09,-9,1
13003,5.117312974450640e-05,51399925,1,-7.249123809320107e-08,-10,-1
13004,5.112383012156746e-05,51406425,0,4.929962293893285e-08,-10,0
13005,5.111062583274484e-05,51412953,0,1.320428882262869e-08,-10,0
13006,5.109999162129257e-05,51418521,0,1.063421145227077e-08,-11,-1
13007,5.117628383708561e-05,51431527,1,-7.629221579304375e-08,-12,-1
13008,5.117803288683480e-05,51435847,0,-1.749049749190336e-09,-12,0
13009,5.125765112539119e-05,51448855,1,-7.961823855638834e-08,-13,-1
13010,5.126734582313746e-05,51454055,0,-9.694697746268023e-09,-14,-1
13011,5.124629633555403e-05,51462727,0,2.104948758342267e-08,-13,1
13012,5.120080144819855e-05,51469231,0,4.549488735548492e-08,-13,0
13013,5.118403953196856e-05,51478591,0,1.676191622999222e-08,-13,0
13014,5.117136081701883e-05,51482911,0,1.267871494972677e-08,-13,0
13015,5.119648368898892e-05,51492703,0,-2.512287197009290e-08,-14,-1
13016,5.121469035153627e-05,51499207,0,-1.820666254735091e-08,-14,0
13017,5.119728168087970e-05,51507883,0,1.740867065657032e-08,-13,1
13018,5.121130612851914e-05,51514087,0,-1.402444763943920e-08,-14,-1
13019,5.116110659500369e-05,51526783,0,5.019953351545074e-08,-13,1
13020,5.119889309452626e-05,51529663,0,-3.778649952257288e-08,-13,0
13021,5.115288427074474e-05,51542207,0,4.600882378152807e-08,-12,1
13022,5.115041735137165e-05,51548319,0,2.466919373083644e-09,-13,-1
13023,5.110953299024903e-05,51556995,0,4.088436112262181e-08,-13,0
13024,5.110012662198300e-05,51562755,0,9.406368266028997e-09,-13,0
13025,5.109808128122060e-05,51573155,0,2.045340762398982e-09,-13,0
13026,5.108838384773228e-05,51577139,0,9.697433488320840e-09,-12,1
13027,5.103855052021393e-05,51588299,0,4.983332751835136e-08,-11,1
13028,5.099789996299298e-05,51594811,0,4.065055722094727e-08,-11,0
13029,5.099282406861221e-05,51603211,0,5.075894380770292e-09,-12,-1
13030,5.101073750124006e-05,51608419,0,-1.791343262785204e-08,-13,-1
13031,5.096369516444504e-05,51621211,0,4.704233679502765e-08,-12,1
13032,5.096040924633029e-05,51625531,0,3.285918114752200e-09,-12,0
13033,5.103324079343026e-05,51638563,1,-7.283154709997164e-08,-13,-1
13034,5.102416784524650e-05,51643855,0,9.072948183754654e-09,-13,0
13035,5.099366688295645e-05,51650095,0,3.050096229005443e-08,-12,1
13036,5.095697868720422e-05,51656611,0,3.668819575222758e-08,-12,0
13037,5.103066507467555e-05,51669647,1,-7.368638747133285e-08,-13,-1
13038,5.102423567059882e-05,51673807,0,6.429404076735250e-09,-12,1
13039,5.104730456711002e-05,51684943,0,-2.306889651120013e-08,-13,-1
13040,5.104662065698176e-05,51690127,0,6.839101282570133e-10,-13,0
13041,5.103812650603154e-05,51697255,0,8.494150950224600e-09,-13,0
13042,5.103034028916028e-05,51703775,0,7.786216871251449e-09,-12,1
13043,5.110749559772602e-05,51716817,1,-7.715530856573750e-08,-13,-1
13044,5.112840606412386e-05,51721161,0,-2.091046639783416e-08,-13,0
13045,5.106764938418748e-05,51731593,0,6.075667993637670e-08,-12,1
13046,5.105519070049860e-05,51737513,0,1.245868368888304e-08,-13,-1
13047,5.104220465256180e-05,51746209,0,1.298604793679601e-08,-12,1
13048,5.100770059719051e-05,51751777,0,3.450405537128783e-08,-12,0
13049,5.108562342754738e-05,51764825,1,-7.792283035686911e-08,-13,-1
13050,5.108917361188986e-05,51768185,0,-3.550184342474884e-09,-13,0
13051,5.103604476232100e-05,51780785,0,5.312884956886003e-08,-12,1
13052,5.105798998368784e-05,51786785,0,-2.194522136684000e-08,-12,0
13053,5.104179843823910e-05,51794993,0,1.619154544873358e-08,-13,-1
13054,5.104615814584460e-05,51801353,0,-4.359707605493843e-09,-14,-1
13055,5.108915430306983e-05,51810281,0,-4.299615722523430e-08,-15,-1
13056,5.108038845091544e-05,51814377,0,8.765852154396351e-09,-15,0
13057,5.103402734171867e-05,51826237,0,4.636110919676358e-08,-14,1
13058,5.102519675373888e-05,51832765,0,8.830587979786640e-09,-13,1
13059,5.098749530603273e-05,51841465,0,3.770144770615309e-08,-13,0
13060,5.102229940321581e-05,51846681,0,-3.480409718307771e-08,-13,0
13061,5.096605471620674e-05,51859353,0,5.624468700906536e-08,-12,1
13062,5.096132417700692e-05,51863073,0,4.730539199827844e-09,-11,1
13063,5.103703418281016e-05,51876135,1,-7.571000580324362e-08,-12,-1
13064,5.100142397470414e-05,51882295,0,3.561020810602470e-08,-12,0
13065,5.097018272028942e-05,51888631,0,3.124125441471385e-08,-11,1
13066,5.097103433242065e-05,51894979,0,-8.516121312237028e-10,-12,-1
13067,5.092251377329834e-05,51907795,0,4.852055912230073e-08,-11,1
13068,5.091358115973035e-05,51911755,0,8.932613567993683e-09,-11,0
13069,5.086510219557940e-05,51922951,0,4.847896415095056e-08,-10,1
13070,5.088144777427723e-05,51928175,0,-1.634557869783414e-08,-11,-1
13071,5.087316989395534e-05,51936887,0,8.277880321892641e-09,-10,1
13072,5.087771582100912e-05,51942935,0,-4.545927053782324e-09,-10,0
13073,5.083642390010208e-05,51955223,0,4.129192090704549e-08,-9,1
13074,5.082471142395397e-05,51959579,0,1.171247614810389e-08,-10,-1
13075,5.082920091974304e-05,51970019,0,-4.489495789064795e-09,-10,0
13076,5.086570072627404e-05,51975611,0,-3.649980653099895e-08,-10,0
13077,5.083108002780527e-05,51984323,0,3.462069846876494e-08,-10,0
13078,5.083816830848471e-05,51990347,0,-7.088280679433238e-09,-11,-1
13079,5.082777140891834e-05,52001547,0,1.039689956636923e-08,-12,-1
13080,5.085444695739366e-05,52005003,0,-2.667554847532347e-08,-12,0
13081,5.080419939528933e-05,52017855,0,5.024756210433531e-08,-11,1
13082,5.080800742683406e-05,52024155,0,-3.808031544730154e-09,-12,-1
13083,5.078905288033977e-05,52031547,0,1.895454649428207e-08,-12,0
13084,5.075169748982847e-05,52038087,0,3.735539051130383e-08,-12,0
13085,5.069571353689567e-05,52048551,0,5.598395293279524e-08,-11,1
13086,5.070047902050061e-05,52052907,0,-4.765483604937996e-09,-11,0
13087,5.064374604775936e-05,52065403,0,5.673297274125250e-08,-10,1
13088,5.063489834771473e-05,52071931,0,8.847700044630640e-09,-10,0
13089,5.063236844582420e-05,52080655,0,2.529901890532663e-09,-9,1
13090,5.063127108172268e-05,52084495,0,1.097364101517795e-09,-10,-1
13091,5.063268189819941e-05,52095727,0,-1.410816476732119e-09,-11,-1
13092,5.065344680386528e-05,52100087,0,-2.076490566586863e-08,-11,0
13093,5.072200545383591e-05,52113179,1,-6.855864997063019e-08,-12,-1
13094,5.071134239463011e-05,52119725,0,1.066305920579565e-08,-11,1
13095,5.068764516213085e-05,52126637,0,2.369723249926451e-08,-11,0
13096,5.071121885768096e-05,52133181,0,-2.357369555011407e-08,-11,0
13097,5.067107361535946e-05,52144401,0,4.014524232150602e-08,-10,1
13098,5.065572012911913e-05,52148577,0,1.535348624032520e-08,-9,1
13099,5.072183867070105e-05,52161675,1,-6.611854158191451e-08,-10,-1
13100,5.070914214798208e-05,52166875,0,1.269652271896981e-08,-10,0
13101,5.069311412272907e-05,52174795,0,1.602802525300435e-08,-11,-1
13102,5.068613292597421e-05,52181345,0,6.981196754860593e-09,-10,1
13103,5.075585189607151e-05,52194447,1,-6.971897009729988e-08,-11,-1
13104,5.074897895409940e-05,52197903,0,6.872941972111638e-09,-11,0
13105,5.069453434330424e-05,52208383,0,5.444461079516456e-08,-10,1
13106,5.069039189696465e-05,52214935,0,4.142446339583676e-09,-9,1
13107,5.067899674482823e-05,52223127,0,1.139515213642546e-08,-10,-1
13108,5.071388187370846e-05,52229399,0,-3.488512888023804e-08,-10,0
13109,5.078528981416923e-05,52242507,1,-7.140794046076249e-08,-11,-1
13110,5.078733235223088e-05,52245675,0,-2.042538061653072e-09,-12,-1
13111,5.074558713257088e-05,52256907,0,4.174521966000361e-08,-11,1
13112,5.070367922821293e-05,52262827,0,4.190790435794453e-08,-11,0
13113,5.071512267482785e-05,52271107,0,-1.144344661492205e-08,-11,0
13114,5.071873633928692e-05,52277503,0,-3.613664459064614e-09,-12,-1
13115,5.075999040914005e-05,52287583,0,-4.125406985312996e-08,-13,-1
13116,5.079122847094721e-05,52291951,0,-3.123806180716534e-08,-13,0
13117,5.073756644557288e-05,52304047,0,5.366202537433415e-08,-12,1
13118,5.073145056052922e-05,52309663,0,6.115885043660055e-09,-13,-1
13119,5.072072300468438e-05,52318407,0,1.072755584484322e-08,-12,1
13120,5.070606163686800e-05,52323527,0,1.466136781637817e-08,-12,0
13121,5.078046063266192e-05,52336647,1,-7.439899579391671e-08,-13,-1
13122,5.077502978122272e-05,52341021,0,5.430851439199480e-09,-13,0
13123,5.073133948795530e-05,52352941,0,4.369029326741798e-08,-12,1
13124,5.076180616513732e-05,52359085,0,-3.046667718202410e-08,-12,0
13125,5.075163863700450e-05,52365085,0,1.016752813282691e-08,-12,0
13126,5.074533805421024e-05,52371647,0,6.300582794256909e-09,-11,1
13127,5.081910984098349e-05,52384773,1,-7.377178677325466e-08,-12,-1
13128,5.077980928477470e-05,52389141,0,3.930055620879076e-08,-12,0
13129,5.074532725344711e-05,52401561,0,3.448203132759336e-08,-11,1
13130,5.070007624066101e-05,52406361,0,4.525101278610161e-08,-10,1
13131,5.066536603003031e-05,52415109,0,3.471021063069591e-08,-10,0
13132,5.065099086845518e-05,52420653,0,1.437516157512883e-08,-10,0
13133,5.059391192659666e-05,52433193,0,5.707894185852592e-08,-9,1
13134,5.061327229922820e-05,52437153,0,-1.936037263154439e-08,-8,1
13135,5.064142023123958e-05,52447233,0,-2.814793201137439e-08,-9,-1
13136,5.061941734947420e-05,52453793,0,2.200288176537699e-08,-9,0
13137,5.060891299767759e-05,52462193,0,1.050435179660860e-08,-10,-1
13138,5.060975994390981e-05,52468761,0,-8.469462322224439e-10,-9,1
13139,5.057383793126226e-05,52480017,0,3.592201264754797e-08,-8,1
13140,5.056989225542887e-05,52483473,0,3.945675833397265e-09,-8,0
13141,5.053185017485124e-05,52495825,0,3.804208057763122e-08,-7,1
13142,5.053858990683135e-05,52502395,0,-6.739731980110819e-09,-6,1
13143,5.053031054815770e-05,52510459,0,8.279358673642199e-09,-7,-1
13144,5.049865071476331e-05,52516699,0,3.165983339439838e-08,-7,0
13145,5.052257342208601e-05,52526219,0,-2.392270732270112e-08,-8,-1
13146,5.053579198334561e-05,52529963,0,-1.321856125960038e-08,-7,1
13147,5.060302794318963e-05,52543109,1,-6.723595984402139e-08,-8,-1
13148,5.064040757402184e-05,52549301,0,-3.737963083221566e-08,-8,0
13149,5.063289093351568e-05,52558049,0,7.516640506168828e-09,-8,0
13150,5.060413932961153e-05,52563289,0,2.875160390414195e-08,-8,0
13151,5.067524592600956e-05,52576439,1,-7.110659639802909e-08,-9,-1
13152,5.066541901158884e-05,52580791,0,9.826914420725823e-09,-9,0
13153,5.063071455883065e-05,52592059,0,3.470445275818461e-08,-8,1
13154,5.063926576294172e-05,52598635,0,-8.551204111065323e-09,-7,1
13155,5.065725492948424e-05,52605643,0,-1.798916654252244e-08,-8,-1
13156,5.060340504063047e-05,52610923,0,5.384988885376595e-08,-8,0
13157,5.054393417400862e-05,52623799,0,5.947086662185772e-08,-7,1
13158,5.052521235560042e-05,52627831,0,1.872181840819839e-08,-7,0
13159,5.059280968158053e-05,52640989,1,-6.759732598011234e-08,-8,-1
13160,5.061169844904516e-05,52645405,0,-1.888876746463183e-08,-8,0
13161,5.061167322498804e-05,52653885,0,2.522405712307527e-11,-9,-1
13162,5.062122683662115e-05,52660465,0,-9.553611633111652e-09,-8,1
13163,5.069210956694892e-05,52673627,1,-7.088273032776899e-08,-9,-1
13164,5.073704288468564e-05,52678011,0,-4.493331773671605e-08,-9,0
13165,5.067574115365083e-05,52688539,0,6.130173103480901e-08,-8,1
13166,5.065233532558382e-05,52694867,0,2.340582806700288e-08,-9,-1
13167,5.063286418785744e-05,52701347,0,1.947113772638771e-08,-9,0
13168,5.061388705890576e-05,52707923,0,1.897712895167729e-08,-9,0
13169,5.056793981506668e-05,52720067,0,4.594724383907530e-08,-8,1
