N,wobble,farey_size,is_prime,delta_w,mertens,mu
13170,5.056704232632667e-05,52723571,0,8.974887400099718e-10,-7,1
13171,5.063605328418395e-05,52736741,1,-6.901095785727732e-08,-8,-1
13172,5.067729737395093e-05,52743077,0,-4.124408976698227e-08,-8,0
13173,5.065850606960813e-05,52751857,0,1.879130434280307e-08,-7,1
13174,5.063516837868988e-05,52757497,0,2.333769091824765e-08,-8,-1
13175,5.060646949047486e-05,52767097,0,2.869888821502146e-08,-8,0
13176,5.059420248240808e-05,52771417,0,1.226700806678563e-08,-8,0
13177,5.066679088925897e-05,52784593,1,-7.258840685089418e-08,-9,-1
13178,5.064647078070625e-05,52790573,0,2.032010855271878e-08,-10,-1
13179,5.066244857473302e-05,52798933,0,-1.597779402676884e-08,-11,-1
13180,5.071246384733368e-05,52804197,0,-5.001527260065634e-08,-11,0
13181,5.068753488314512e-05,52815453,0,2.492896418855123e-08,-11,0
13182,5.068277129368730e-05,52819509,0,4.763589457819925e-09,-11,0
13183,5.076210312172150e-05,52832691,1,-7.933182803419734e-08,-12,-1
13184,5.075011418130933e-05,52839219,0,1.198894041217657e-08,-12,0
13185,5.076817043259128e-05,52846227,0,-1.805625128195831e-08,-12,0
13186,5.074865905430994e-05,52852455,0,1.951137828134873e-08,-13,-1
13187,5.083309640608025e-05,52865641,1,-8.443735177031977e-08,-14,-1
13188,5.076949416999849e-05,52869385,0,6.360223608176639e-08,-14,0
13189,5.075292133696085e-05,52881265,0,1.657283303763791e-08,-14,0
13190,5.076997943843398e-05,52886537,0,-1.705810147312610e-08,-15,-1
13191,5.074320707615046e-05,52895329,0,2.677236228351443e-08,-14,1
13192,5.070298690070676e-05,52901473,0,4.022017544370643e-08,-14,0
13193,5.064259338925082e-05,52914421,0,6.039351145593343e-08,-13,1
13194,5.065145443289056e-05,52918813,0,-8.861043639739699e-09,-13,0
13195,5.059245861405592e-05,52926877,0,5.899581883463795e-08,-12,1
13196,5.053711404262899e-05,52933473,0,5.534457142693185e-08,-12,0
13197,5.054900166196440e-05,52942001,0,-1.188761933540379e-08,-13,-1
13198,5.054689224595162e-05,52948599,0,2.109416012773902e-09,-12,1
13199,5.049879303173215e-05,52961535,0,4.809921421947166e-08,-11,1
13200,5.048856663212496e-05,52964735,0,1.022639960718632e-08,-11,0
13201,5.043567303153570e-05,52977587,0,5.289360058926857e-08,-10,1
13202,5.042179266807905e-05,52982867,0,1.388036345664225e-08,-9,1
13203,5.040291638639014e-05,52991615,0,1.887628168891284e-08,-9,0
13204,5.035039631194397e-05,52998215,0,5.252007444616751e-08,-9,0
13205,5.038498732742212e-05,53008151,0,-3.459101547814816e-08,-10,-1
13206,5.039639438244092e-05,53012351,0,-1.140705501879850e-08,-9,1
13207,5.035475617635160e-05,53025231,0,4.163820608931671e-08,-8,1
13208,5.032729682498401e-05,53031279,0,2.745935136759682e-08,-8,0
13209,5.030041683191572e-05,53038191,0,2.687999306828553e-08,-7,1
13210,5.031233951732722e-05,53043471,0,-1.192268541149778e-08,-8,-1
13211,5.027267941546982e-05,53055471,0,3.966010185739536e-08,-7,1
13212,5.026604717153936e-05,53059863,0,6.632243930460859e-09,-7,0
13213,5.023072497181296e-05,53072823,0,3.532219972640112e-08,-6,1
13214,5.024076176846946e-05,53079429,0,-1.003679665649625e-08,-5,1
13215,5.025540469965885e-05,53086469,0,-1.464293118939722e-08,-6,-1
13216,5.024316750852247e-05,53092037,0,1.223719113638034e-08,-6,0
13217,5.030874851528398e-05,53105253,1,-6.558100676150102e-08,-7,-1
13218,5.028386579748207e-05,53109657,0,2.488271780190076e-08,-8,-1
13219,5.035359517750703e-05,53122875,1,-6.972938002496016e-08,-9,-1
13220,5.039926510617012e-05,53128155,0,-4.566992866308493e-08,-9,0
13221,5.041848263270595e-05,53136219,0,-1.921752653582712e-08,-9,0
13222,5.040243892203611e-05,53142219,0,1.604371066983693e-08,-10,-1
13223,5.037213058005413e-05,53153547,0,3.030834198198396e-08,-9,1
13224,5.039076277918493e-05,53157579,0,-1.863219913079940e-08,-9,0
13225,5.037244000638682e-05,53167699,0,1.832277279810527e-08,-9,0
13226,5.036332279607639e-05,53173907,0,9.117210310426573e-09,-10,-1
13227,5.034908610513098e-05,53182723,0,1.423669094541806e-08,-9,1
13228,5.029952171066442e-05,53189335,0,4.956439446655901e-08,-9,0
13229,5.037060585335764e-05,53202563,1,-7.108414269322650e-08,-10,-1
13230,5.036524476284032e-05,53205587,0,5.361090517320369e-09,-10,0
13231,5.031253995569673e-05,53218587,0,5.270480714358872e-08,-9,1
13232,5.029932578239194e-05,53225195,0,1.321417330479781e-08,-9,0
13233,5.029602579937751e-05,53233195,0,3.299983014428440e-09,-10,-1
13234,5.029846902508015e-05,53239291,0,-2.443225702638142e-09,-11,-1
13235,5.023582817680550e-05,53249875,0,6.264084827464111e-08,-10,1
13236,5.027554039471985e-05,53254283,0,-3.971221791434197e-08,-10,0
13237,5.028914532272843e-05,53265083,0,-1.360492800857901e-08,-11,-1
13238,5.028866379137088e-05,53271701,0,4.815313575464342e-10,-10,1
13239,5.025664380292796e-05,53280521,0,3.201998844292364e-08,-10,0
13240,5.022417034766110e-05,53285801,0,3.247345526685610e-08,-10,0
13241,5.029693713801925e-05,53299041,1,-7.276679035815304e-08,-11,-1
13242,5.028057862880778e-05,53303453,0,1.635850921146825e-08,-12,-1
13243,5.028368885900784e-05,53314973,0,-3.110230200055702e-09,-13,-1
13244,5.022910237487640e-05,53320013,0,5.458648413143830e-08,-13,0
13245,5.025898248546453e-05,53327069,0,-2.988011058813010e-08,-14,-1
13246,5.025775025518931e-05,53333477,0,1.232230275220812e-09,-15,-1
13247,5.020554728496873e-05,53345693,0,5.220297022057890e-08,-14,1
13248,5.019755816188759e-05,53349917,0,7.989123081138347e-09,-14,0
13249,5.027682732595587e-05,53363165,1,-7.926916406827571e-08,-15,-1
13250,5.026583539679270e-05,53368365,0,1.099192916317182e-08,-15,0
13251,5.027532554855585e-05,53375925,0,-9.490151763150460e-09,-16,-1
13252,5.022813587996173e-05,53382549,0,4.718966859411860e-08,-16,0
13253,5.017600128837430e-05,53395317,0,5.213459158742636e-08,-15,1
13254,5.017296494236929e-05,53399641,0,3.036346005015427e-09,-15,0
13255,5.021877557983419e-05,53409241,0,-4.581063746489995e-08,-16,-1
13256,5.022945162452948e-05,53415865,0,-1.067604469529005e-08,-16,0
13257,5.022619845810621e-05,53424685,0,3.253166423263399e-09,-16,0
13258,5.022290688600943e-05,53430361,0,3.291572096788718e-09,-17,-1
13259,5.030619864380307e-05,53443619,1,-8.329175779364379e-08,-18,-1
13260,5.035048379282132e-05,53446691,0,-4.428514901825013e-08,-18,0
13261,5.028449673346255e-05,53459715,0,6.598705935876805e-08,-17,1
13262,5.028456679154124e-05,53465979,0,-7.005807868917411e-11,-18,-1
13263,5.025331656360665e-05,53474819,0,3.125022793459158e-08,-17,1
13264,5.024312455863063e-05,53481443,0,1.019200497602053e-08,-17,0
13265,5.028759779664337e-05,53490515,0,-4.447323801273670e-08,-18,-1
13266,5.026281492155391e-05,53494475,0,2.478287508945429e-08,-18,0
13267,5.034742660397325e-05,53507741,1,-8.461168241934381e-08,-19,-1
13268,5.038618350410993e-05,53514101,0,-3.875690013667839e-08,-19,0
13269,5.035460866434473e-05,53522945,0,3.157483976519828e-08,-18,1
13270,5.038802291151359e-05,53528249,0,-3.341424716885949e-08,-19,-1
13271,5.031858659455279e-05,53540921,0,6.943631696080106e-08,-18,1
13272,5.033970638081112e-05,53544665,0,-2.111978625832396e-08,-18,0
13273,5.028800505856663e-05,53556905,0,5.170132224449034e-08,-17,1
13274,5.027561324118099e-05,53563541,0,1.239181738563752e-08,-16,1
13275,5.025249323719260e-05,53570501,0,2.312000398839139e-08,-16,0
13276,5.020503851068108e-05,53577137,0,4.745472651151924e-08,-16,0
13277,5.022625991425497e-05,53588337,0,-2.122140357389249e-08,-17,-1
13278,5.022273119963459e-05,53592761,0,3.528714620376909e-09,-18,-1
13279,5.020225487808343e-05,53604101,0,2.047632155116776e-08,-18,0
13280,5.020099989299984e-05,53609349,0,1.254985083586871e-09,-18,0
13281,5.021311981599828e-05,53617701,0,-1.211992299843788e-08,-19,-1
13282,5.021676251185071e-05,53624085,0,-3.642695852435992e-09,-20,-1
13283,5.015479431393860e-05,53636973,0,6.196819791211402e-08,-19,1
13284,5.014670220413194e-05,53641293,0,8.092109806663399e-09,-19,0
13285,5.007118713159815e-05,53651917,0,7.551507253378661e-08,-18,1
13286,5.005602993222567e-05,53657101,0,1.515719937248246e-08,-17,1
13287,5.007250030136337e-05,53665669,0,-1.647036913770400e-08,-18,-1
13288,5.004408149965030e-05,53671669,0,2.841880171306995e-08,-18,0
13289,4.998082181872821e-05,53684725,0,6.325968092208616e-08,-17,1
13290,4.996116781128714e-05,53688261,0,1.965400744107263e-08,-16,1
13291,5.003886768031580e-05,53701551,1,-7.769986902865636e-08,-17,-1
13292,4.999548404743828e-05,53708195,0,4.338363287751957e-08,-17,0
13293,4.999819740956364e-05,53715755,0,-2.713362125363386e-09,-17,0
13294,4.998575727312416e-05,53721739,0,1.244013643948049e-08,-17,0
13295,4.991611773668771e-05,53732371,0,6.963953643645193e-08,-16,1
13296,4.991394672522071e-05,53736787,0,2.171011466995244e-09,-16,0
13297,4.999222704942061e-05,53750083,1,-7.828032419989633e-08,-17,-1
13298,5.000830444753190e-05,53756563,0,-1.607739811129092e-08,-18,-1
13299,4.998098658240337e-05,53763763,0,2.731786512853094e-08,-17,1
13300,4.998307415037116e-05,53768083,0,-2.087567967787502e-09,-17,0
13301,4.993855490862262e-05,53781055,0,4.451924174853739e-08,-16,1
13302,4.994913588761487e-05,53785483,0,-1.058097899225228e-08,-16,0
13303,4.989624680612993e-05,53798483,0,5.288908148494631e-08,-15,1
13304,4.991089292468929e-05,53805131,0,-1.464611855936154e-08,-15,0
13305,4.994438269030927e-05,53812219,0,-3.348976561997794e-08,-16,-1
13306,4.993086930299232e-05,53818871,0,1.351338731694652e-08,-15,1
13307,4.989388493869387e-05,53830271,0,3.698436429845148e-08,-14,1
13308,4.993356698633725e-05,53834703,0,-3.968204764338379e-08,-14,0
13309,5.000639522136423e-05,53848011,1,-7.282823502697758e-08,-15,-1
13310,5.000174399139385e-05,53852851,0,4.651229970383116e-09,-15,0
13311,4.997679583737018e-05,53860915,0,2.494815402366985e-08,-15,0
13312,4.996828803648813e-05,53867059,0,8.507800882042859e-09,-15,0
13313,5.004436776382248e-05,53880371,1,-7.607972733434407e-08,-16,-1
13314,5.004667724908340e-05,53884163,0,-2.309485260922951e-09,-15,1
13315,4.997940998029853e-05,53894811,0,6.726726878486712e-08,-14,1
13316,4.993774400158288e-05,53901467,0,4.166597871565136e-08,-14,0
13317,4.995794734531240e-05,53909915,0,-2.020334372951918e-08,-15,-1
13318,4.994740774670327e-05,53916573,0,1.053959860913020e-08,-14,1
13319,4.990638964215799e-05,53929173,0,4.101810454528311e-08,-13,1
13320,4.989015075828534e-05,53932629,0,1.623888387265195e-08,-13,0
13321,4.990296676357316e-05,53942949,0,-1.281600528782819e-08,-14,-1
13322,4.989572470327167e-05,53949609,0,7.242060301499060e-09,-13,1
13323,4.987259363305116e-05,53958489,0,2.313107022050310e-08,-12,1
13324,4.983255285807415e-05,53965149,0,4.004077497701559e-08,-12,0
13325,4.979781627105147e-05,53974749,0,3.473658702267223e-08,-12,0
13326,4.978641470868455e-05,53979189,0,1.140156236692616e-08,-13,-1
13327,4.985825675038371e-05,53992515,1,-7.184204169915733e-08,-14,-1
13328,4.984683635360695e-05,53997891,0,1.142039677675408e-08,-14,0
13329,4.981942152373918e-05,54006771,0,2.741482986776773e-08,-14,0
13330,4.978867068906263e-05,54011811,0,3.075083467655564e-08,-13,1
13331,4.986172047823031e-05,54025141,1,-7.304978916768633e-08,-14,-1
13332,4.980401704441121e-05,54029141,0,5.770343381910411e-08,-14,0
13333,4.976430832981691e-05,54042209,0,3.970871459429851e-08,-13,1
13334,4.977178654246247e-05,54048705,0,-7.478212645557357e-09,-14,-1
13335,4.972895743018770e-05,54054753,0,4.282911227477111e-08,-13,1
13336,4.974423591006648e-05,54061417,0,-1.527847987878403e-08,-13,0
13337,4.981654144707941e-05,54074753,1,-7.230553701292848e-08,-14,-1
13338,4.981563574194066e-05,54078641,0,9.057051387559713e-10,-14,0
13339,4.989087973048735e-05,54091979,1,-7.524398854669417e-08,-15,-1
13340,4.983867943405282e-05,54096907,0,5.220029643452739e-08,-15,0
13341,4.981422768619103e-05,54105799,0,2.445174786179326e-08,-14,1
13342,4.981400427264662e-05,54111511,0,2.234135444123520e-10,-15,-1
13343,4.976326013388116e-05,54123631,0,5.074413876545353e-08,-14,1
13344,4.976342391161419e-05,54128047,0,-1.637777330271953e-10,-14,0
13345,4.979691080337439e-05,54138031,0,-3.348689176020420e-08,-15,-1
13346,4.978398695047491e-05,54144703,0,1.292385289948126e-08,-14,1
13347,4.975649956658064e-05,54153595,0,2.748738389427518e-08,-14,0
13348,4.977766475487533e-05,54160035,0,-2.116518829468894e-08,-14,0
13349,4.974202985445013e-05,54171471,0,3.563490042519794e-08,-13,1
13350,4.974306452329242e-05,54174991,0,-1.034668842289188e-09,-13,0
13351,4.972359297550790e-05,54187159,0,1.947154778451747e-08,-13,0
13352,4.974219727675067e-05,54193831,0,-1.860430124276595e-08,-13,0
13353,4.972286394634655e-05,54202731,0,1.933333040411218e-08,-12,1
13354,4.972503132783922e-05,54208791,0,-2.167381492663057e-09,-13,-1
13355,4.966910833583680e-05,54219471,0,5.592299200241334e-08,-12,1
13356,4.966742865114013e-05,54223215,0,1.679684696670111e-09,-12,0
13357,4.964516981706759e-05,54235527,0,2.225883407254344e-08,-12,0
13358,4.963719513715315e-05,54242205,0,7.974679914443976e-09,-11,1
13359,4.964571688970995e-05,54250845,0,-8.521752556805713e-09,-12,-1
13360,4.964011737815364e-05,54256157,0,5.599511556315169e-09,-12,0
13361,4.959847849646129e-05,54269057,0,4.163888169234320e-08,-11,1
13362,4.959637630701928e-05,54273217,0,2.102189442012019e-09,-10,1
13363,4.961197775063332e-05,54284041,0,-1.560144361403425e-08,-11,-1
13364,4.963287389299937e-05,54290185,0,-2.089614236605277e-08,-11,0
13365,4.962067859496565e-05,54296665,0,1.219529803371885e-08,-11,0
13366,4.961453715062308e-05,54303145,0,6.141444342572971e-09,-12,-1
13367,4.968395520062510e-05,54316511,1,-6.941805000202755e-08,-13,-1
13368,4.964501756830885e-05,54320959,0,3.893763231625319e-08,-13,0
13369,4.960464714052606e-05,54333839,0,4.037042778278724e-08,-12,1
13370,4.958194292380319e-05,54338399,0,2.270421672287301e-08,-11,1
13371,4.956515271109960e-05,54347311,0,1.679021270359560e-08,-10,1
13372,4.952781270422622e-05,54353995,0,3.734000687337071e-08,-10,0
13373,4.948926079387474e-05,54367015,0,3.855191035148159e-08,-9,1
13374,4.950282989079109e-05,54371467,0,-1.356909691634214e-08,-9,0
13375,4.949392692936060e-05,54382067,0,8.902961430484247e-09,-9,0
13376,4.948393718066687e-05,54387827,0,9.989748693734792e-09,-9,0
13377,4.947708856217034e-05,54394883,0,6.848618496525262e-09,-9,0
13378,4.947467179044849e-05,54401571,0,2.416771721854320e-09,-8,1
13379,4.943841261578747e-05,54414147,0,3.625917466101213e-08,-7,1
13380,4.938029399754657e-05,54417699,0,5.811861824089946e-08,-7,0
13381,4.943864792667878e-05,54431079,1,-5.835392913220935e-08,-8,-1
13382,4.943879828167740e-05,54437769,0,-1.503549986134355e-10,-7,1
13383,4.941471414395926e-05,54446685,0,2.408413771813302e-08,-7,0
13384,4.938206602396923e-05,54452397,0,3.264811999003167e-08,-7,0
13385,4.933935274574232e-05,54463101,0,4.271327822691221e-08,-6,1
13386,4.933464047827632e-05,54467325,0,4.712267466004346e-09,-5,1
13387,4.930434853427136e-05,54479485,0,3.029194400495255e-08,-4,1
13388,4.927288782421895e-05,54486177,0,3.146071005241061e-08,-4,0
13389,4.927047601451715e-05,54495101,0,2.411809701801661e-09,-3,1
13390,4.925331012250812e-05,54499997,0,1.716589200903611e-08,-2,1
13391,4.924098962885028e-05,54511469,0,1.232049365783669e-08,-1,1
13392,4.923600741249403e-05,54515789,0,4.982216356244932e-09,-1,0
13393,4.920150786297923e-05,54528897,0,3.449954951480482e-08,0,1
13394,4.918566273059576e-05,54535377,0,1.584513238346764e-08,-1,-1
13395,4.917981923163771e-05,54542001,0,5.843498958049362e-09,0,1
13396,4.919929358645253e-05,54548273,0,-1.947435481482147e-08,0,0
13397,4.924370552518016e-05,54561669,1,-4.441193872762401e-08,-1,-1
13398,4.920247357468371e-05,54565029,0,4.123195049644324e-08,-2,-1
13399,4.925068831160407e-05,54578427,1,-4.821473692035371e-08,-3,-1
13400,4.924715203044146e-05,54583707,0,3.536281162604756e-09,-3,0
13401,4.922569812296492e-05,54592635,0,2.145390747653852e-08,-3,0
13402,4.923374720637678e-05,54599335,0,-8.049083411858790e-09,-2,1
13403,4.921771374636660e-05,54611695,0,1.603346001018829e-08,-1,1
13404,4.924972566162246e-05,54616159,0,-3.201191525585985e-08,-1,0
13405,4.925483569822037e-05,54625327,0,-5.110036597913512e-09,-2,-1
13406,4.926679568685372e-05,54632029,0,-1.195998863334958e-08,-1,1
13407,4.925849248353935e-05,54640669,0,8.303203314368086e-09,-2,-1
13408,4.924291749022167e-05,54647357,0,1.557499331768112e-08,-2,0
13409,4.925105256538053e-05,54658797,0,-8.135075158859594e-09,-3,-1
13410,4.922332322247936e-05,54662349,0,2.772934290116904e-08,-3,0
13411,4.927480154653358e-05,54675759,1,-5.147832405422365e-08,-4,-1
13412,4.930187593437283e-05,54681495,0,-2.707438783924328e-08,-4,0
13413,4.929709105519675e-05,54689879,0,4.784879176072141e-09,-5,-1
13414,4.928001695567995e-05,54696215,0,1.707409951680908e-08,-6,-1
13415,4.924227198959391e-05,54706943,0,3.774496608603857e-08,-5,1
13416,4.926587180736656e-05,54710975,0,-2.359981777264963e-08,-5,0
13417,4.932166268451831e-05,54724391,1,-5.579087715175125e-08,-6,-1
13418,4.932956190830678e-05,54731099,0,-7.899223788477346e-09,-5,1
13419,4.931514629725145e-05,54738659,0,1.441561105533349e-08,-5,0
13420,4.926950444692942e-05,54743459,0,4.564185032202754e-08,-5,0
13421,4.932642572069816e-05,54756879,1,-5.692127376873981e-08,-6,-1
13422,4.930595828119206e-05,54761351,0,2.046743950610494e-08,-7,-1
13423,4.927463535883983e-05,54774311,0,3.132292235222928e-08,-6,1
13424,4.926068812697891e-05,54781015,0,1.394723186091571e-08,-6,0
13425,4.924716309128781e-05,54788135,0,1.352503569109951e-08,-6,0
13426,4.924215506353389e-05,54793847,0,5.008027753921533e-09,-6,0
13427,4.921773099735898e-05,54806783,0,2.442406617490805e-08,-5,1
13428,4.920320232683300e-05,54811247,0,1.452867052598677e-08,-5,0
13429,4.918433692364238e-05,54823631,0,1.886540319062213e-08,-4,1
13430,4.917343530249469e-05,54828623,0,1.090162114768446e-08,-3,1
13431,4.915397653243058e-05,54836543,0,1.945877006410740e-08,-3,0
13432,4.912636230569662e-05,54842879,0,2.761422673396686e-08,-3,0
13433,4.911353403470890e-05,54853679,0,1.282827098771788e-08,-4,-1
13434,4.909454158174141e-05,54858155,0,1.899245296748981e-08,-5,-1
13435,4.906561178303229e-05,54868899,0,2.892979870912300e-08,-4,1
13436,4.903051486794687e-05,54875615,0,3.509691508541546e-08,-4,0
13437,4.902044781029440e-05,54884567,0,1.006705765247578e-08,-4,0
13438,4.903106733518826e-05,54891285,0,-1.061952489386417e-08,-3,1
13439,4.900394697129309e-05,54904485,0,2.712036389517278e-08,-2,1
13440,4.899952679440183e-05,54907557,0,4.420176891261447e-09,-2,0
13441,4.904668086881189e-05,54920997,1,-4.715407441006496e-08,-3,-1
13442,4.905884654804469e-05,54926517,0,-1.216567923280381e-08,-2,1
13443,4.905012358172733e-05,54935477,0,8.722966317363870e-09,-1,1
13444,4.901735709137099e-05,54942197,0,3.276649035633588e-08,-1,0
13445,4.899888330014885e-05,54952949,0,1.847379122214902e-08,0,1
13446,4.899681482949050e-05,54957377,0,2.068470658346750e-09,0,0
13447,4.899279693424484e-05,54968129,0,4.017895245657865e-09,-1,-1
13448,4.898333923886878e-05,54974689,0,9.457695376064877e-09,-1,0
13449,4.897925757178463e-05,54983653,0,4.081667084141903e-09,0,1
13450,4.896863127581862e-05,54989013,0,1.062629596601793e-08,0,0
13451,4.901297241566836e-05,55002463,1,-4.434113984974175e-08,-1,-1
13452,4.897165340843846e-05,55006639,0,4.131900722990163e-08,-1,0
13453,4.895263060006917e-05,55018859,0,1.902280836928931e-08,0,1
13454,4.895012280522141e-05,55024439,0,2.507794847753434e-09,0,0
13455,4.893022920020825e-05,55030775,0,1.989360501316798e-08,0,0
13456,4.892021094185577e-05,55037271,0,1.001825835247313e-08,0,0
13457,4.896388606569555e-05,55050727,1,-4.367512383977363e-08,-1,-1
13458,4.894495838478432e-05,55055211,0,1.892768091122743e-08,-2,-1
