p,wobble_p,wobble_pm1,delta_w,farey_size_p,mertens_p,m_over_sqrt_p,violation
11447,5.798462264028676e-05,5.798006559489364e-05,-4.557045393124783e-09,39834989,10,0.0934661080,0
11467,5.785328778617242e-05,5.785297730433213e-05,-3.104818402905967e-10,39973869,11,0.1027230200,0
11471,5.783994533281007e-05,5.783881419762137e-05,-1.131135188701840e-09,40002823,12,0.1120419364,0
11483,5.761956329805117e-05,5.761806123173860e-05,-1.502066312571658e-09,40086225,12,0.1119833779,0
11489,5.756380834708335e-05,5.756150786555910e-05,-2.300481524242573e-09,40128279,12,0.1119541331,0
11491,5.757808440134055e-05,5.757274388874635e-05,-5.340512594192949e-09,40142825,12,0.1119443899,0
11497,5.751325862831367e-05,5.750223677677927e-05,-1.102185153440001e-08,40183633,10,0.0932626463,0
11503,5.749330974696990e-05,5.747953758770549e-05,-1.377215926441329e-08,40226087,10,0.0932383201,0
11519,5.742520504697639e-05,5.741749354990008e-05,-7.711497076311354e-09,40337833,10,0.0931735431,0
11527,5.730828943661968e-05,5.729701630495847e-05,-1.127313166121281e-08,40394195,9,0.0838270847,0
11549,5.713327645014214e-05,5.712635064864205e-05,-6.925801500091413e-09,40548295,8,0.0744419595,0
11551,5.712616775987357e-05,5.711496496959940e-05,-1.120279027416694e-08,40562245,7,0.0651310753,0
11579,5.708824972936510e-05,5.709950949967381e-05,1.125977030870854e-08,40758767,15,0.1393977398,1
11587,5.703504129312911e-05,5.704456849497929e-05,9.527201850174981e-09,40814467,14,0.1300596354,1
11593,5.717836812923302e-05,5.719320289478454e-05,1.483476555152015e-08,40858415,16,0.1486011139,1
11597,5.706366002467324e-05,5.707296056400345e-05,9.300539330204366e-09,40886315,15,0.1392895164,1
11617,5.684408111914557e-05,5.685084578614201e-05,6.764666996442810e-09,41025893,13,0.1206136215,1
11621,5.683299187812510e-05,5.683532066122525e-05,2.328783100155585e-09,41054805,11,0.1020401139,1
11633,5.681298998925482e-05,5.682122358963330e-05,8.233600378478988e-09,41140841,13,0.1205306471,1
11657,5.680097251084636e-05,5.682291248004071e-05,2.193996919435022e-08,41309651,18,0.1667167006,1
11677,5.717046625317136e-05,5.721203842264433e-05,4.157216947296954e-08,41451287,23,0.2128443842,1
11681,5.706161461859773e-05,5.709851316363151e-05,3.689854503377939e-08,41480709,22,0.2035554191,1
11689,5.703170664367542e-05,5.706761848957848e-05,3.591184590305362e-08,41536999,23,0.2127351024,1
11699,5.694618235984570e-05,5.698371109529454e-05,3.752873544884256e-08,41607837,24,0.2218895612,1
11701,5.690833113651305e-05,5.694186698681555e-05,3.353585030250257e-08,41622417,23,0.2126259888,1
11717,5.677923836459691e-05,5.681442376538721e-05,3.518540079030342e-08,41735491,23,0.2124807649,1
11719,5.675170766066807e-05,5.678300569855991e-05,3.129803789184480e-08,41750449,22,0.2032251270,1
11731,5.686510594742116e-05,5.690489397794686e-05,3.978803052570508e-08,41836095,25,0.2308194975,1
11743,5.713763371103348e-05,5.718901541657147e-05,5.138170553798966e-08,41922131,31,0.2860698995,1
11777,5.784848217256081e-05,5.792905487864565e-05,8.057270608483925e-08,42164549,41,0.3778039717,1
11779,5.784032742298730e-05,5.791812743331637e-05,7.780001032906653e-08,42179927,41,0.3777718960,1
11783,5.769869322491400e-05,5.777191226738542e-05,7.321904247142109e-08,42207501,39,0.3592829998,1
11789,5.768861871556258e-05,5.776051376147836e-05,7.189504591578727e-08,42251269,39,0.3591915598,1
11801,5.764847875449135e-05,5.772294812314326e-05,7.446936865190931e-08,42336893,40,0.3682142452,1
11807,5.745352719847964e-05,5.752067004855156e-05,6.714285007191815e-08,42379753,39,0.3589176581,1
11813,5.719045738831877e-05,5.725088552853731e-05,6.042814021854582e-08,42423669,36,0.3312244585,1
11821,5.707471592989420e-05,5.713065237970817e-05,5.593644981396578e-08,42480381,35,0.3219147940,1
11827,5.676864250636032e-05,5.681606244450633e-05,4.741993814600548e-08,42522775,32,0.2942474311,1
11831,5.684613201455061e-05,5.689331435530145e-05,4.718234075083716e-08,42552145,32,0.2941976851,1
11833,5.677115266694564e-05,5.681468052548994e-05,4.352785854429546e-08,42567561,31,0.2849799209,1
11839,5.639180664289759e-05,5.642335423629010e-05,3.154759339251231e-08,42610255,27,0.2481454143,1
11863,5.639089720872337e-05,5.643407453779173e-05,4.317732906836667e-08,42783353,30,0.2754380845,1
11867,5.633123018211968e-05,5.637089738249244e-05,3.966720037275405e-08,42812091,29,0.2662119378,1
11887,5.622580610108334e-05,5.626522716931871e-05,3.942106823537074e-08,42955631,27,0.2476438988,1
11897,5.613874007326729e-05,5.617667952442117e-05,3.793945115388656e-08,43027451,27,0.2475397987,1
11903,5.616251392220217e-05,5.620087135206284e-05,3.835742986067438e-08,43072149,27,0.2474774015,1
11909,5.617898643918563e-05,5.621757221137155e-05,3.858577218592669e-08,43115645,28,0.2565785720,1
11923,5.601373161872975e-05,5.605267604941365e-05,3.894443068389459e-08,43216043,28,0.2564278903,1
11927,5.585784548133458e-05,5.588998668159298e-05,3.214120025839718e-08,43245417,26,0.2380716809,1
11933,5.566160341512479e-05,5.568893848731554e-05,2.733507219074239e-08,43290473,24,0.2197032197,1
11939,5.559038083760268e-05,5.561208863027749e-05,2.170779267481043e-08,43332383,22,0.2013440058,1
11941,5.560617720679819e-05,5.562454921230511e-05,1.837200550691671e-08,43347491,21,0.1921759097,1
11953,5.542066468593463e-05,5.543578528337688e-05,1.512059744224875e-08,43434239,20,0.1829327807,1
11959,5.527896669031616e-05,5.528839513241568e-05,9.428442099519501e-09,43478245,17,0.1554538522,1
11969,5.537121420199006e-05,5.538573190040285e-05,1.451769841278802e-08,43551029,19,0.1736699453,1
11971,5.537640600657557e-05,5.538682057021191e-05,1.041456363633724e-08,43565591,18,0.1645156773,1
11981,5.511661385086724e-05,5.511635104660428e-05,-2.628042629639039e-10,43637817,15,0.1370391717,0
11987,5.509845981716922e-05,5.509667061935468e-05,-1.789197814543533e-09,43681731,14,0.1278712124,0
12007,5.509464858515351e-05,5.510217764171578e-05,7.529056562267120e-09,43826725,15,0.1368907187,1
12011,5.507832709269729e-05,5.508262065920272e-05,4.293566505423566e-09,43857155,14,0.1277433944,1
12037,5.484564067560316e-05,5.485578793734741e-05,1.014726174425009e-08,44045811,16,0.1458346932,1
12041,5.487880384033140e-05,5.488627212026329e-05,7.468279931888871e-09,44075451,15,0.1366973139,1
12043,5.484964058140839e-05,5.485318084412703e-05,3.540262718642858e-09,44091489,14,0.1275735652,1
12049,5.495719444037770e-05,5.496103678598390e-05,3.842345606203318e-09,44135325,14,0.1275417975,1
12071,5.502920293776848e-05,5.504564351125735e-05,1.644057348887276e-08,44295163,19,0.1729346328,1
12073,5.500795092884550e-05,5.502030767620983e-05,1.235674736432834e-08,44311251,18,0.1638192392,1
12097,5.500862379498191e-05,5.503475352090243e-05,2.612972592051961e-08,44486639,21,0.1909327617,1
12101,5.485599548927720e-05,5.487412357646798e-05,1.812808719078889e-08,44516679,18,0.1636296022,1
12107,5.478648902165518e-05,5.479997276416017e-05,1.348374250498459e-08,44560005,17,0.1545007707,1
12109,5.473624551040321e-05,5.474535120544909e-05,9.105695045881718e-09,44576145,16,0.1454004809,1
12113,5.466808385003578e-05,5.467268145855378e-05,4.597608517998479e-09,44605753,15,0.1362904421,1
12119,5.460815903812038e-05,5.460677481581365e-05,-1.384222306730369e-09,44649975,13,0.1180891399,0
12143,5.439429040845632e-05,5.439838842246113e-05,4.098014004805522e-09,44826579,15,0.1361219812,1
12149,5.437904187502761e-05,5.438228049375123e-05,3.238618723623143e-09,44870791,15,0.1360883639,1
12157,5.443007722699295e-05,5.443553503194724e-05,5.457804954289366e-09,44928675,16,0.1451131516,1
12161,5.445436846853149e-05,5.445725561561086e-05,2.887147079367485e-09,44958433,16,0.1450892843,1
12163,5.441866458343664e-05,5.441660238270652e-05,-2.062200730112377e-09,44974647,14,0.1269426857,0
12197,5.435325024509631e-05,5.436901380280339e-05,1.576355770707829e-08,45225711,20,0.1810937591,1
12203,5.447337140268013e-05,5.449144482090294e-05,1.807341822280758e-08,45270597,22,0.1991541566,1
12211,5.437760522881459e-05,5.439333305912289e-05,1.572783030830312e-08,45329639,20,0.1809899167,1
12227,5.420995623206735e-05,5.422611583153275e-05,1.615959946539255e-08,45448349,20,0.1808714581,1
12239,5.424497893385283e-05,5.426468537066088e-05,1.970643680804577e-08,45537571,20,0.1807827666,1
12241,5.421585830258399e-05,5.423193180198946e-05,1.607349940546985e-08,45552883,19,0.1717295975,1
12251,5.424194617088276e-05,5.426208966540074e-05,2.014349451797467e-08,45627077,21,0.1897289157,1
12253,5.420176413568712e-05,5.421763203113324e-05,1.586789544612234e-08,45643409,20,0.1806794579,1
12263,5.393915504209516e-05,5.394410259230681e-05,4.947550211649454e-09,45716757,17,0.1535149082,1
12269,5.387029869403235e-05,5.387117331518032e-05,8.746211479737057e-10,45761353,16,0.1444492860,1
12277,5.396845757563098e-05,5.397270519969688e-05,4.247624065900710e-09,45820025,18,0.1624524918,1
12281,5.396667649290835e-05,5.396779457708243e-05,1.118084174080343e-09,45850641,17,0.1534023652,1
12289,5.407846805747355e-05,5.408510837328307e-05,6.640315809522824e-09,45911327,20,0.1804146182,1
12301,5.409718445870996e-05,5.410565133600310e-05,8.466877293136950e-09,45999787,21,0.1893429266,1
12323,5.383592402236219e-05,5.384870348026916e-05,1.277945790697707e-08,46166043,20,0.1801655581,1
12329,5.374370031464507e-05,5.375218700882518e-05,8.486694180105691e-09,46210077,19,0.1711156277,1
12343,5.349731355560583e-05,5.349910964272503e-05,1.796087119201699e-09,46313655,16,0.1440156265,1
12347,5.343919427272899e-05,5.343771314398908e-05,-1.481128739905355e-09,46344917,15,0.1349927781,0
12373,5.337044634479373e-05,5.338121995027970e-05,1.077360548597397e-08,46540549,17,0.1528309860,1
12377,5.332639329586061e-05,5.333217829796337e-05,5.785002102754019e-09,46569429,15,0.1348290777,1
12379,5.328677785927581e-05,5.328778240061415e-05,1.004541338336224e-09,46585931,13,0.1168424274,1
12391,5.319824640653937e-05,5.319793921554607e-05,-3.071909932916665e-10,46675449,12,0.1078023101,0
12401,5.317324000950743e-05,5.317202703615286e-05,-1.212973354570990e-09,46750147,13,0.1167387392,0
12409,5.315623145708964e-05,5.315807022648895e-05,1.838769399302399e-09,46811997,14,0.1256781107,1
12413,5.317707614825275e-05,5.317516139192787e-05,-1.914756324875770e-09,46842009,14,0.1256578596,0
12421,5.312513813422067e-05,5.312002564573795e-05,-5.112488482718726e-09,46901869,12,0.1076720459,0
12433,5.312590204297411e-05,5.312281905485016e-05,-3.082988123947745e-09,46992359,14,0.1255567509,0
12437,5.309028300384232e-05,5.308442229371304e-05,-5.860710129278624e-09,47023851,13,0.1165696614,0
12451,5.309587696771726e-05,5.309753994363929e-05,1.662975922027095e-09,47129317,16,0.1433896703,1
12457,5.294964840851834e-05,5.294048875092196e-05,-9.159657596374230e-09,47173949,12,0.1075163504,0
12473,5.301160889091783e-05,5.301008811225571e-05,-1.520778662119401e-09,47295681,16,0.1432631584,0
12479,5.300216890229187e-05,5.299930347521522e-05,-2.865427076651883e-09,47341767,15,0.1342769187,0
12487,5.292424573092997e-05,5.291734821359199e-05,-6.897517337983174e-09,47401395,13,0.1163360453,0
12491,5.282858691570865e-05,5.281415076376577e-05,-1.443615194288042e-08,47432125,10,0.0894749359,0
12497,5.279025428718360e-05,5.277399866371900e-05,-1.625562346459653e-08,47477155,10,0.0894534542,0
12503,5.278433872235905e-05,5.276846133962601e-05,-1.587738273304141e-08,47524145,10,0.0894319879,0
12511,5.264582693371361e-05,5.262368504918252e-05,-2.214188453109566e-08,47583651,8,0.0715227122,0
12517,5.260187370810113e-05,5.257893982157325e-05,-2.293388652787741e-08,47629679,8,0.0715055680,0
12527,5.257893377651904e-05,5.255557767662016e-05,-2.335609989887280e-08,47706155,8,0.0714770217,0
12539,5.258641008078656e-05,5.256051809994507e-05,-2.589198084149776e-08,47797309,8,0.0714428113,0
12541,5.262421333545188e-05,5.259445528383006e-05,-2.975805162181588e-08,47812729,7,0.0625074750,0
12547,5.259899715009132e-05,5.256308451636817e-05,-3.591263372314626e-08,47858041,5,0.0446375197,0
12553,5.250740212678163e-05,5.246338991906229e-05,-4.401220771933410e-08,47903857,2,0.0178507403,0
12569,5.237422068670089e-05,5.232662484006856e-05,-4.759584663233015e-08,48026273,-1,-0.0089196875,0
12577,5.241289103068885e-05,5.236680574985409e-05,-4.608528083476139e-08,48087207,1,0.0089168502,0
12583,5.229259631217254e-05,5.224326965751620e-05,-4.932665465633959e-08,48133701,-1,-0.0089147240,0
12589,5.231548776018903e-05,5.226505896417848e-05,-5.042879601054750e-08,48179745,-1,-0.0089125993,0
12601,5.226362051214503e-05,5.221236881817582e-05,-5.125169396921135e-08,48270547,-2,-0.0178167091,0
12611,5.233101076781511e-05,5.228794358597807e-05,-4.306718183704465e-08,48347789,3,0.0267144657,0
12613,5.239997913352189e-05,5.235292678022678e-05,-4.705235329511496e-08,48364601,2,0.0178082317,0
12619,5.244763042189505e-05,5.239476666186283e-05,-5.286376003222091e-08,48409611,1,0.0089019988,0
12637,5.238324294667493e-05,5.233938291934263e-05,-4.386002733229491e-08,48546257,5,0.0444782828,0
12641,5.236692395885546e-05,5.231582949569682e-05,-5.109446315863250e-08,48577689,2,0.0177884980,0
12647,5.246617139407577e-05,5.241549738995911e-05,-5.067400411665288e-08,48625281,3,0.0266764169,0
12653,5.246578418165592e-05,5.241268589399615e-05,-5.309828765977069e-08,48670865,2,0.0177800608,0
12659,5.250065362913954e-05,5.245109665913433e-05,-4.955697000521084e-08,48717671,4,0.0355516934,0
12671,5.230476364516180e-05,5.225350510112251e-05,-5.125854403928984e-08,48809369,2,0.0177674274,0
12689,5.212896623053481e-05,5.208259276988340e-05,-4.637346065141404e-08,48948099,3,0.0266322314,0
12697,5.211893226800374e-05,5.207200898095569e-05,-4.692328704804520e-08,49009087,3,0.0266238400,0
12703,5.214897193464532e-05,5.210063016546928e-05,-4.834176917603995e-08,49055881,3,0.0266175517,0
12713,5.208730501562463e-05,5.204282888510001e-05,-4.447613052462317e-08,49133941,5,0.0443451349,0
12721,5.213108553240698e-05,5.208614404300391e-05,-4.494148940306934e-08,49194563,6,0.0531974266,0
12739,5.227148179685108e-05,5.223474529769362e-05,-3.673649915746210e-08,49334515,11,0.0974596879,0
12743,5.223122762559176e-05,5.218743604383601e-05,-4.379158175575685e-08,49365521,8,0.0708686477,0
12757,5.213629338738627e-05,5.209315899387650e-05,-4.313439350976835e-08,49473113,8,0.0708297501,0
12763,5.223414011423692e-05,5.219444469659549e-05,-3.969541764142461e-08,49520417,10,0.0885163741,0
12781,5.207964547017866e-05,5.204774390862771e-05,-3.190156155094635e-08,49660497,12,0.1061448258,0
12791,5.210651458027449e-05,5.207717005495163e-05,-2.934452532285796e-08,49737435,13,0.1149452695,0
12799,5.215384712674589e-05,5.212691900463118e-05,-2.692812211471521e-08,49801129,14,0.1237485207,0
12809,5.189276360585528e-05,5.185367612643978e-05,-3.908747941549356e-08,49877917,8,0.0706858320,0
12821,5.184209707806508e-05,5.180697256542101e-05,-3.512451264406678e-08,49970533,9,0.0794843376,0
12823,5.184114946288361e-05,5.180159323600497e-05,-3.955622687864066e-08,49987627,7,0.0618163302,0
12829,5.184453065163362e-05,5.180387764042241e-05,-4.065301121120534e-08,50034999,7,0.0618018730,0
12841,5.169686849931886e-05,5.165658460150777e-05,-4.028389781109566e-08,50127515,6,0.0529482764,0
12853,5.164985254328828e-05,5.161355387570959e-05,-3.629866757868307e-08,50221899,7,0.0617441457,0
12889,5.123384311990962e-05,5.119915896295340e-05,-3.468415695621928e-08,50502137,3,0.0264247960,0
12893,5.130536357240420e-05,5.126755863217391e-05,-3.780494023028751e-08,50534613,2,0.0176137977,0
12899,5.129276796878543e-05,5.125756753724082e-05,-3.520043154461389e-08,50582295,4,0.0352194014,0
12907,5.130241967940945e-05,5.126263844694527e-05,-3.978123246418139e-08,50643007,3,0.0264063636,0
12911,5.132838648079519e-05,5.128131496715815e-05,-4.707151363703426e-08,50674517,0,0.0000000000,0
12917,5.122467112098838e-05,5.117720811716409e-05,-4.746300382429405e-08,50722325,-1,-0.0087987134,0
12919,5.125814091618767e-05,5.120632488872920e-05,-5.181602745846578e-08,50739547,-3,-0.0263940968,0
12923,5.130017677029945e-05,5.124457501991961e-05,-5.560175037983640e-08,50770469,-4,-0.0351866822,0
12941,5.123718388402861e-05,5.117857337217683e-05,-5.861051185177831e-08,50910789,-5,-0.0439527533,0
12953,5.115341341438654e-05,5.109667003286102e-05,-5.674338152551316e-08,51006097,-5,-0.0439323891,0
12959,5.121430736288497e-05,5.115671112358417e-05,-5.759623930079379e-08,51052479,-4,-0.0351377741,0
12967,5.121695928991337e-05,5.115955685569330e-05,-5.740243422007251e-08,51115853,-4,-0.0351269333,0
12973,5.127191352302761e-05,5.120768132033527e-05,-6.423220269234089e-08,51162705,-7,-0.0614579162,0
12979,5.125300471023568e-05,5.118732432929927e-05,-6.568038093641233e-08,51210967,-8,-0.0702213817,0
12983,5.125190797813049e-05,5.118739641547440e-05,-6.451156265609159e-08,51243731,-7,-0.0614342430,0
13001,5.109449092106267e-05,5.102421975491139e-05,-7.027116615127818e-08,51383003,-10,-0.0877024288,0
13003,5.117312974450640e-05,5.110063850641320e-05,-7.249123809320107e-08,51399925,-10,-0.0876956838,0
13007,5.117628383708561e-05,5.109999162129257e-05,-7.629221579304375e-08,51431527,-12,-0.1052186380,0
13009,5.125765112539119e-05,5.117803288683480e-05,-7.961823855638834e-08,51448855,-13,-0.1139780954,0
13033,5.103324079343026e-05,5.096040924633029e-05,-7.283154709997164e-08,51638563,-13,-0.1138731029,0
13037,5.103066507467555e-05,5.095697868720422e-05,-7.368638747133285e-08,51669647,-13,-0.1138556323,0
13043,5.110749559772602e-05,5.103034028916028e-05,-7.715530856573750e-08,51716817,-13,-0.1138294415,0
13049,5.108562342754738e-05,5.100770059719051e-05,-7.792283035686911e-08,51764825,-13,-0.1138032688,0
13063,5.103703418281016e-05,5.096132417700692e-05,-7.571000580324362e-08,51876135,-12,-0.1049928640,0
13093,5.072200545383591e-05,5.065344680386528e-05,-6.855864997063019e-08,52113179,-12,-0.1048725099,0
13099,5.072183867070105e-05,5.065572012911913e-05,-6.611854158191451e-08,52161675,-10,-0.0873737406,0
13103,5.075585189607151e-05,5.068613292597421e-05,-6.971897009729988e-08,52194447,-11,-0.0960964435,0
13109,5.078528981416923e-05,5.071388187370846e-05,-7.140794046076249e-08,52242507,-11,-0.0960744492,0
13121,5.078046063266192e-05,5.070606163686800e-05,-7.439899579391671e-08,52336647,-13,-0.1134905980,0
13127,5.081910984098349e-05,5.074533805421024e-05,-7.377178677325466e-08,52384773,-12,-0.1047366077,0
13147,5.060302794318963e-05,5.053579198334561e-05,-6.723595984402139e-08,52543109,-8,-0.0697712744,0
13151,5.067524592600956e-05,5.060413932961153e-05,-7.110659639802909e-08,52576439,-9,-0.0784807456,0
13159,5.059280968158053e-05,5.052521235560042e-05,-6.759732598011234e-08,52640989,-8,-0.0697394541,0
13163,5.069210956694892e-05,5.062122683662115e-05,-7.088273032776899e-08,52673627,-9,-0.0784449641,0
13171,5.063605328418395e-05,5.056704232632667e-05,-6.901095785727732e-08,52736741,-8,-0.0697076773,0
13177,5.066679088925897e-05,5.059420248240808e-05,-7.258840685089418e-08,52784593,-9,-0.0784032808,0
13183,5.076210312172150e-05,5.068277129368730e-05,-7.933182803419734e-08,52832691,-12,-0.1045139159,0
