p,M,n,old_D_sq,delta_sq,dilution_raw,C_A,C_W,W
9485,-23,27343207,52471952509.800293,4548122.787649,36406139.308528,0.124927,0.665610,0.00007018
9491,-21,27376339,52418918655.776970,4555913.857113,36348304.968940,0.125340,0.663748,0.00006994
9497,-22,27411521,52563787421.474297,4561950.795923,36424989.573109,0.125242,0.664295,0.00006996
9499,-24,27424181,52772818704.217293,4561683.263519,36560656.473259,0.124770,0.666462,0.00007017
9503,-23,27446519,52782790075.879723,4559679.333450,36553188.283856,0.124741,0.665783,0.00007007
9511,-20,27491927,52708776643.766792,4576276.471141,36472318.861101,0.125473,0.663213,0.00006974
9515,-22,27515937,52886625089.619423,4575904.053439,36578826.212766,0.125097,0.664569,0.00006985
9519,-21,27539635,52863176890.711708,4576445.140505,36546502.161173,0.125223,0.663411,0.00006970
9521,-22,27548683,52901712118.085106,4587919.633989,36568812.970370,0.125460,0.663598,0.00006971
9533,-22,27619707,53046898589.216896,4592109.781658,36620974.297665,0.125396,0.662836,0.00006954
9539,-22,27654251,53126324054.849930,4597349.952265,36653045.707380,0.125429,0.662588,0.00006947
9541,-23,27666285,53278000188.178894,4607988.452079,36749404.845424,0.125389,0.664041,0.00006961
9545,-24,27689533,53348898307.928947,4606449.055579,36782825.781180,0.125234,0.664086,0.00006958
9547,-24,27699773,53335330918.505669,4606472.656920,36767579.262034,0.125286,0.663566,0.00006951
9551,-25,27723079,53564359334.690895,4613855.674843,36909878.502725,0.125003,0.665574,0.00006969
9579,-17,27888713,53613967761.830551,4639191.291489,36832302.948519,0.125954,0.660231,0.00006893
9581,-18,27898657,53659523948.802628,4641899.070285,36858154.107919,0.125940,0.660459,0.00006894
9587,-19,27932377,53736438007.736801,4645573.726487,36889512.503120,0.125932,0.660223,0.00006887
9591,-18,27957495,53802967257.734642,4651423.246071,36917395.516282,0.125995,0.660128,0.00006884
9595,-18,27980127,53890758061.500099,4659332.475033,36963132.706221,0.126054,0.660412,0.00006884
9597,-19,27992123,53955717852.435280,4656867.679353,36999538.419646,0.125863,0.660779,0.00006886
9601,-18,28014193,53983480154.014641,4668786.865111,37004828.649019,0.126167,0.660353,0.00006879
9605,-18,28038469,54062533213.333389,4667559.420266,37042357.230783,0.126006,0.660450,0.00006877
9613,-17,28084017,54087238797.210945,4673201.120075,37029995.187100,0.126200,0.659159,0.00006858
9615,-17,28097589,54182660217.732841,4676268.885558,37085118.881187,0.126096,0.659821,0.00006863
9619,-16,28119641,54127451078.108284,4676333.709214,37033677.401524,0.126272,0.658389,0.00006845
9623,-18,28143635,54350770121.105499,4681693.979133,37170216.838005,0.125953,0.660253,0.00006862
9629,-17,28178277,54443566351.250557,4687090.834521,37211090.559278,0.125960,0.660167,0.00006857
9631,-18,28190449,54596162303.147667,4692069.058048,37307021.558644,0.125769,0.661583,0.00006870
9635,-18,28214543,54739304117.363312,4692653.739948,37388412.811616,0.125511,0.662460,0.00006876
9643,-19,28260195,54854702315.403763,4704353.458716,37437764.889098,0.125658,0.662263,0.00006869
9645,-20,28274657,55030831951.140770,4703845.786430,37546545.843032,0.125280,0.663848,0.00006884
9649,-19,28295465,55031833496.625534,4711650.560542,37535177.385559,0.125526,0.663159,0.00006874
9661,-19,28365013,55174192007.026962,4725699.515270,37586688.304082,0.125728,0.662441,0.00006858
9669,-16,28414787,55276945186.256844,4726776.712135,37621849.680199,0.125639,0.661899,0.00006846
9677,-17,28459423,55323712622.264801,4736420.547012,37625727.302870,0.125882,0.660929,0.00006831
9679,-19,28472323,55512388048.755692,4734081.643024,37744738.946208,0.125424,0.662719,0.00006848
9681,-20,28485521,55645419745.311562,4743051.381601,37825475.281579,0.125393,0.663829,0.00006858
9685,-21,28508189,55733904880.844467,4744735.620935,37871139.785531,0.125286,0.664102,0.00006858
9689,-22,28530525,55800025712.871178,4744815.011289,37902031.753287,0.125186,0.664124,0.00006855
9695,-24,28567285,56071223603.849663,4751434.295223,38060786.405418,0.124838,0.666047,0.00006871
9697,-25,28577109,56133089680.357857,4758979.369097,38097539.559564,0.124916,0.666461,0.00006874
9699,-27,28591269,56337285375.165634,4755067.036937,38225071.754582,0.124397,0.668361,0.00006892
9705,-26,28627581,56309014475.525986,4763088.504653,38181031.639161,0.124750,0.666744,0.00006871
9709,-27,28649721,56371187363.863518,4766340.789872,38209391.666541,0.124743,0.666724,0.00006868
9715,-29,28684185,56539954503.920609,4768720.793968,38301392.717698,0.124505,0.667527,0.00006872
9717,-30,28695729,56578936608.169701,4774833.087456,38320267.957694,0.124603,0.667587,0.00006871
9719,-32,28706673,56763152534.256462,4771588.664155,38438288.292422,0.124136,0.669388,0.00006888
9721,-33,28718983,56926669267.334274,4786246.430155,38540422.037797,0.124188,0.670879,0.00006902
9723,-33,28733563,57037283062.275711,4777470.956006,38603654.983165,0.123757,0.671638,0.00006908
9733,-32,28790131,57089377689.619576,4790843.220896,38602653.670481,0.124107,0.670301,0.00006888
9737,-33,28814047,57210885462.280128,4792988.945493,38668589.963110,0.123950,0.670889,0.00006891
9739,-34,28824919,57279046617.860062,4798622.484333,38708006.408708,0.123970,0.671320,0.00006894
9741,-35,28838545,57446098882.061195,4800868.203960,38810521.874512,0.123700,0.672780,0.00006907
9743,-35,28849495,57498720649.896660,4795076.814347,38839301.257851,0.123459,0.673023,0.00006908
9749,-36,28885165,57732339822.133835,4802219.190827,38972933.656570,0.123219,0.674505,0.00006919
9767,-31,28991217,57711328137.835403,4820071.108064,38887899.008216,0.123948,0.670571,0.00006866
9769,-32,29003863,57849203396.739052,4829476.271384,38971786.058840,0.123922,0.671725,0.00006877
9779,-30,29063731,57815252152.249336,4833031.408017,38908468.516950,0.124215,0.669252,0.00006844
9781,-31,29073883,57908724979.912575,4840613.422212,38965733.300934,0.124227,0.670003,0.00006851
9785,-33,29099819,58192125655.805359,4841459.236021,39137526.712184,0.123704,0.672357,0.00006872
9787,-33,29109947,58153463667.658447,4844764.019088,39105907.817460,0.123888,0.671580,0.00006863
9789,-34,29124625,58374111882.693520,4844265.303449,39242518.481683,0.123444,0.673587,0.00006882
9791,-34,29134145,58396335881.206772,4844201.116101,39252648.944844,0.123411,0.673541,0.00006880
9795,-35,29160151,58573089731.723175,4852299.421304,39352414.810310,0.123304,0.674650,0.00006888
9803,-33,29205915,58414427390.566101,4858269.072046,39216323.183757,0.123884,0.671264,0.00006848
9805,-34,29218741,58627161141.479660,4866305.554995,39349889.732262,0.123668,0.673254,0.00006867
9807,-34,29231131,58644026994.407295,4862188.953820,39352550.902449,0.123555,0.673015,0.00006863
9811,-34,29253427,58736298663.440941,4870468.240100,39400491.668530,0.123614,0.673321,0.00006864
9815,-35,29278417,58892467291.014687,4870677.261420,39487622.615763,0.123347,0.674234,0.00006870
9817,-36,29288881,58994195484.833794,4874284.125853,39549756.900686,0.123244,0.675054,0.00006877
9821,-36,29314065,59152229682.304924,4877365.524825,39637777.287251,0.123048,0.675975,0.00006884
9823,-38,29325257,59398080630.826340,4877278.284897,39795432.945728,0.122559,0.678404,0.00006907
9829,-38,29360329,59422442701.670364,4891458.053857,39788485.396152,0.122937,0.677476,0.00006893
9831,-40,29374085,59701040066.416199,4888113.453701,39964439.405149,0.122312,0.680153,0.00006919
9833,-41,29385269,59828674132.064102,4890005.026788,40042780.126107,0.122120,0.681227,0.00006929
9835,-41,29398061,59904968573.578262,4893732.572401,40084547.911759,0.122085,0.681641,0.00006931
9839,-41,29421167,60056085476.872009,4890430.556572,40170435.903705,0.121742,0.682565,0.00006938
9843,-40,29446525,60063337787.971893,4902035.385081,40157007.342386,0.122072,0.681749,0.00006927
9845,-41,29457333,60191559687.150627,4899593.209837,40236142.094969,0.121771,0.682842,0.00006937
9851,-41,29491689,60148718692.991226,4907620.521542,40185139.515714,0.122125,0.681182,0.00006916
9857,-42,29528007,60360841558.226189,4915773.515465,40301788.158859,0.121974,0.682319,0.00006923
9859,-42,29540983,60471101451.911133,4913792.042756,40365859.401320,0.121731,0.683104,0.00006929
9861,-43,29554425,60674925816.759727,4919742.459451,40491707.347709,0.121500,0.684922,0.00006946
9871,-39,29612159,60396549684.617065,4931278.095184,40268140.561294,0.122461,0.679812,0.00006888
9877,-39,29649557,60591286253.734726,4933670.352254,40371544.423886,0.122207,0.680699,0.00006892
9879,-41,29661909,60828355126.068428,4931627.017748,40520826.994536,0.121706,0.682931,0.00006914
9883,-41,29684541,60862643588.145157,4941830.836999,40529159.912843,0.121933,0.682551,0.00006907
9885,-42,29698647,61070618873.027534,4942781.713152,40656562.071076,0.121574,0.684371,0.00006924
9887,-42,29708853,61162247669.622650,4941489.325076,40711809.571434,0.121377,0.685066,0.00006930
9889,-43,29722003,61383762674.725807,4946305.610502,40849441.294534,0.121086,0.687078,0.00006949
9901,-38,29792263,60863213850.199547,4966077.784622,40456539.365138,0.122751,0.678864,0.00006857
9905,-37,29818657,60907218579.753975,4960116.370564,40466294.019967,0.122574,0.678427,0.00006850
