p,mertens_p,m_over_sqrt_p,abs_m
36433,2,0.0104780998,2
36451,6,0.0314265370,6
36457,2,0.0104746503,2
36467,4,0.0209464280,4
36469,3,0.0157093902,3
36473,4,0.0209447050,4
36479,3,0.0157072368,3
36493,5,0.0261737061,5
36497,3,0.0157033630,3
36523,7,0.0366281360,7
36527,5,0.0261615217,5
36529,4,0.0209286444,4
36541,4,0.0209252077,4
36551,1,0.0052305863,1
36559,1,0.0052300139,1
36563,-2,-0.0104594557,2
36571,-7,-0.0366040906,7
36583,-7,-0.0365980867,7
36587,-9,-0.0470521106,9
36599,-13,-0.0679530169,13
36607,-12,-0.0627190074,12
36629,-6,-0.0313500848,6
36637,-7,-0.0365711054,7
36643,-7,-0.0365681112,7
36653,-7,-0.0365631224,7
36671,-2,-0.0104440422,2
36677,-4,-0.0208863758,4
36683,-3,-0.0156635007,3
36691,-1,-0.0052205977,1
36697,-4,-0.0208806835,4
36709,-8,-0.0417545406,8
36713,-10,-0.0521903324,10
36721,-10,-0.0521846470,10
36739,-5,-0.0260859309,5
36749,-7,-0.0365153340,7
36761,-5,-0.0260781240,5
36767,-5,-0.0260759961,5
36779,-2,-0.0104286967,2
36781,-3,-0.0156426198,3
36787,-7,-0.0364964694,7
36791,-6,-0.0312809875,6
36793,-7,-0.0364934935,7
36809,-5,-0.0260611151,5
36821,-8,-0.0416909890,8
36833,-3,-0.0156315739,3
36847,-5,-0.0260476734,5
36857,-4,-0.0208353116,4
36871,-7,-0.0364548723,7
36877,-9,-0.0468667370,9
36887,-10,-0.0520670931,10
36899,-13,-0.0676762138,13
36901,-14,-0.0728801014,14
36913,-15,-0.0780731294,15
36919,-15,-0.0780667850,15
36923,-16,-0.0832667267,16
36929,-18,-0.0936674574,18
36931,-18,-0.0936649210,18
36943,-21,-0.1092579921,21
36947,-22,-0.1144545575,22
36973,-18,-0.0936117059,18
36979,-18,-0.0936041112,18
36997,-15,-0.0779844483,15
37003,-15,-0.0779781255,15
37013,-17,-0.0883632697,17
37019,-19,-0.0987509448,19
37021,-20,-0.1039455551,20
37039,-16,-0.0831362357,16
37049,-15,-0.0779297017,15
37057,-17,-0.0883107946,17
37061,-20,-0.1038894457,20
37087,-11,-0.0571191628,11
37097,-14,-0.0726873173,14
37117,-15,-0.0778582836,15
37123,-14,-0.0726618587,14
37139,-12,-0.0622681758,12
37159,-7,-0.0363133262,7
37171,-8,-0.0414942448,8
37181,-9,-0.0466747474,9
37189,-8,-0.0414842017,8
37199,-12,-0.0622179380,12
37201,-13,-0.0674009542,13
37217,-14,-0.0725700387,14
37223,-19,-0.0984799716,19
37243,-17,-0.0880899965,17
37253,-19,-0.0984403105,19
37273,-23,-0.1191326113,23
37277,-23,-0.1191262194,23
37307,-26,-0.1346102666,26
37309,-27,-0.1397838377,27
37313,-28,-0.1449532467,28
37321,-31,-0.1604667504,31
37337,-31,-0.1604323644,31
37339,-32,-0.1656031666,32
37357,-32,-0.1655632649,32
37361,-32,-0.1655544018,32
37363,-32,-0.1655499708,32
37369,-32,-0.1655366798,32
37379,-34,-0.1758591938,34
37397,-33,-0.1706457819,33
37409,-30,-0.1551076454,30
37423,-35,-0.1809250680,35
37441,-28,-0.1447052579,28
37447,-30,-0.1550289264,30
37463,-27,-0.1394962356,27
37483,-27,-0.1394590148,27
37489,-26,-0.1342831190,26
37493,-25,-0.1291114958,25
37501,-26,-0.1342616325,26
37507,-30,-0.1549048767,30
37511,-30,-0.1548966173,30
37517,-30,-0.1548842307,30
37529,-32,-0.1651834309,32
37537,-30,-0.1548429635,30
37547,-32,-0.1651438317,32
37549,-33,-0.1703000409,33
37561,-32,-0.1651130521,32
37567,-36,-0.1857373493,36
37571,-38,-0.1960456541,38
37573,-39,-0.2011993951,39
37579,-39,-0.2011833324,39
37589,-35,-0.1805251266,35
37591,-37,-0.1908357713,37
37607,-37,-0.1907951712,37
37619,-39,-0.2010763456,39
37633,-38,-0.1958840959,38
37643,-37,-0.1907039156,37
37649,-38,-0.1958424682,38
37657,-39,-0.2009748660,39
37663,-40,-0.2061116482,40
37691,-41,-0.2111859525,41
37693,-42,-0.2163310898,42
37699,-43,-0.2214642043,43
37717,-44,-0.2265604536,44
37747,-40,-0.2058821860,40
37781,-34,-0.1749210971,34
37783,-35,-0.1800610694,35
37799,-36,-0.1851664693,36
37811,-36,-0.1851370840,36
37813,-37,-0.1902747486,37
37831,-36,-0.1850881396,36
37847,-33,-0.1696282610,33
37853,-32,-0.1644749738,32
37861,-34,-0.1747361959,34
37871,-35,-0.1798517458,35
37879,-36,-0.1849708312,36
37889,-36,-0.1849464200,36
37897,-35,-0.1797900398,35
37907,-37,-0.1900386849,37
37951,-25,-0.1283300598,25
37957,-26,-0.1334527133,26
37963,-24,-0.1231773848,24
37967,-27,-0.1385672580,27
37987,-30,-0.1539230840,30
37991,-30,-0.1539149807,30
37993,-31,-0.1590412938,31
37997,-31,-0.1590329223,31
38011,-36,-0.1846493797,36
38039,-31,-0.1589451016,31
38047,-32,-0.1640551125,32
38053,-33,-0.1691684964,33
38069,-32,-0.1640077021,32
38083,-31,-0.1588532547,31
38113,-23,-0.1178124720,23
38119,-23,-0.1178031997,23
38149,-23,-0.1177568709,23
38153,-24,-0.1228702934,24
38167,-23,-0.1177290999,23
38177,-21,-0.1074777078,21
38183,-21,-0.1074692631,21
38189,-24,-0.1228123661,24
38197,-25,-0.1279161505,25
38201,-26,-0.1330258315,26
38219,-30,-0.1534551948,30
38231,-31,-0.1585454799,31
38237,-35,-0.1789889164,35
38239,-37,-0.1892119061,37
38261,-34,-0.1738204055,34
38273,-31,-0.1584584637,31
38281,-31,-0.1584419055,31
38287,-31,-0.1584294902,31
38299,-28,-0.1430751843,28
38303,-31,-0.1583963970,31
38317,-33,-0.1685847128,33
38321,-35,-0.1787926361,35
38327,-34,-0.1736706796,34
38329,-35,-0.1787739764,35
38333,-37,-0.1889797715,37
38351,-37,-0.1889354176,37
38371,-36,-0.1837811403,36
38377,-37,-0.1888714059,37
38393,-38,-0.1939356152,38
38431,-24,-0.1224250807,24
38447,-22,-0.1121996370,22
38449,-23,-0.1172965697,23
38453,-25,-0.1274896400,25
38459,-25,-0.1274796947,25
38461,-26,-0.1325754354,26
38501,-23,-0.1172173317,23
38543,-15,-0.0764044232,15
38557,-17,-0.0865759576,17
38561,-18,-0.0916639063,18
38567,-21,-0.1069329051,21
38569,-22,-0.1120220437,22
38593,-17,-0.0865355686,17
38603,-15,-0.0763450231,15
38609,-19,-0.0966961815,19
38611,-20,-0.1017828180,20
38629,-17,-0.0864952361,17
38639,-16,-0.0813967460,16
38651,-18,-0.0915571231,18
38653,-19,-0.0966411296,19
38669,-16,-0.0813651655,16
38671,-16,-0.0813630614,16
38677,-18,-0.0915263440,18
38693,-15,-0.0762561820,15
38699,-18,-0.0915003244,18
38707,-19,-0.0965736942,19
38711,-20,-0.1016512680,20
38713,-21,-0.1067310743,21
38723,-20,-0.1016355163,20
38729,-21,-0.1067090253,21
38737,-23,-0.1168597208,23
38747,-24,-0.1219248417,24
38749,-25,-0.1270017657,25
38767,-23,-0.1168144958,23
38783,-21,-0.1066347106,21
38791,-20,-0.1015463945,20
38803,-20,-0.1015306914,20
38821,-21,-0.1065825080,21
38833,-19,-0.0964168924,19
38839,-19,-0.0964094447,19
38851,-20,-0.1014679520,20
38861,-19,-0.0963821511,19
38867,-19,-0.0963747115,19
38873,-19,-0.0963672735,19
38891,-19,-0.0963449700,19
38903,-19,-0.0963301096,19
38917,-19,-0.0963127811,19
38921,-18,-0.0912389986,18
38923,-18,-0.0912366545,18
38933,-18,-0.0912249366,18
38953,-14,-0.0709345112,14
38959,-12,-0.0607963275,12
38971,-12,-0.0607869665,12
38977,-15,-0.0759778596,15
38993,-10,-0.0506415133,10
39019,1,0.0050624638,1
39023,0,0.0000000000,0
39041,2,0.0101220745,2
39043,1,0.0050609076,1
39047,0,0.0000000000,0
39079,0,0.0000000000,0
39089,1,0.0050579289,1
39097,-3,-0.0151722342,3
39103,-3,-0.0151710701,3
39107,-3,-0.0151702942,3
39113,-5,-0.0252818843,5
39119,-3,-0.0151679673,3
39133,-5,-0.0252754230,5
39139,-6,-0.0303281827,6
39157,-3,-0.0151606056,3
39161,-5,-0.0252663855,5
39163,-5,-0.0252657403,5
39181,-8,-0.0404158976,8
39191,-9,-0.0454620837,9
39199,-8,-0.0404066172,8
39209,-9,-0.0454516471,9
39217,-8,-0.0403973431,8
39227,-10,-0.0504902420,10
39229,-11,-0.0555378504,11
39233,-13,-0.0656322954,13
39239,-12,-0.0605790252,12
39241,-13,-0.0656256049,13
39251,-15,-0.0757122053,15
39293,-18,-0.0908060764,18
39301,-18,-0.0907968338,18
39313,-20,-0.1008699725,20
39317,-23,-0.1159945675,23
39323,-25,-0.1260714323,25
39341,-22,-0.1109174773,22
39343,-22,-0.1109146580,22
39359,-26,-0.1310543136,26
39367,-23,-0.1159208817,23
39371,-24,-0.1209547753,24
39373,-25,-0.1259913575,25
39383,-23,-0.1158973320,23
39397,-24,-0.1209148567,24
39409,-23,-0.1158590941,23
39419,-22,-0.1108076844,22
39439,-22,-0.1107795849,22
39443,-21,-0.1057387872,21
39451,-21,-0.1057280657,21
39461,-24,-0.1208167638,24
39499,-24,-0.1207586339,24
39503,-24,-0.1207525199,24
39509,-24,-0.1207433505,24
39511,-25,-0.1257711401,25
39521,-25,-0.1257552272,25
39541,-17,-0.0854919252,17
39551,-18,-0.0905094177,18
39563,-16,-0.0804406136,16
39569,-19,-0.0955159861,19
39581,-18,-0.0904751109,18
39607,-19,-0.0954701548,19
39619,-18,-0.0904317115,18
39623,-21,-0.1054983379,21
39631,-19,-0.0954412427,19
39659,-14,-0.0703002964,14
39667,-13,-0.0652722636,13
39671,-16,-0.0803310435,16
39679,-15,-0.0753027610,15
39703,-15,-0.0752799977,15
39709,-15,-0.0752743101,15
39719,-16,-0.0802824892,16
39727,-16,-0.0802744054,16
39733,-14,-0.0702348011,14
39749,-10,-0.0501576172,10
39761,-9,-0.0451350430,9
39769,-8,-0.0401160027,8
39779,-4,-0.0200554800,4
39791,-2,-0.0100262278,2
39799,-1,-0.0050126100,1
39821,-3,-0.0150336756,3
39827,-3,-0.0150325431,3
39829,-4,-0.0200428876,4
39839,-2,-0.0100201860,2
39841,-3,-0.0150299017,3
39847,-5,-0.0250479501,5
39857,-5,-0.0250448077,5
39863,-7,-0.0350600919,7
39869,-9,-0.0450738690,9
39877,-7,-0.0350539369,7
39883,-8,-0.0400586286,8
39887,-10,-0.0500707750,10
39901,-9,-0.0450557911,9
39929,-11,-0.0550488776,11
39937,-12,-0.0600473059,12
39953,-11,-0.0550323410,11
39971,-8,-0.0400145079,8
39979,-6,-0.0300078781,6
39983,-5,-0.0250053142,5
39989,-6,-0.0300041259,6
40009,-10,-0.0499943759,10
40013,-11,-0.0549910647,11
40031,-8,-0.0399845090,8
40037,-9,-0.0449792019,9
40039,-11,-0.0549732071,11
40063,-6,-0.0299764029,6
40087,-5,-0.0249728568,5
40093,-3,-0.0149825928,3
40099,-1,-0.0049938240,1
40111,-4,-0.0199723076,4
40123,-9,-0.0449309717,9
40127,-9,-0.0449287322,9
40129,-10,-0.0499195695,10
40151,-10,-0.0499058914,10
40153,-11,-0.0548951133,11
40163,-14,-0.0698578094,14
40169,-15,-0.0748420628,15
40177,-19,-0.0947905075,19
40189,-19,-0.0947763547,19
40193,-20,-0.0997596195,20
40213,-17,-0.0847745873,17
40231,-14,-0.0697987463,14
40237,-14,-0.0697935420,14
40241,-14,-0.0697900731,14
40253,-10,-0.0498426212,10
40277,-15,-0.0747416535,15
40283,-17,-0.0847008987,17
40289,-19,-0.0946586610,19
40343,-13,-0.0647230921,13
40351,-11,-0.0547602641,11
40357,-11,-0.0547561933,11
40361,-14,-0.0696862471,14
40387,-11,-0.0547358527,11
40423,-11,-0.0547114739,11
40427,-11,-0.0547087671,11
40429,-12,-0.0596808152,12
40433,-11,-0.0547047078,11
40459,-5,-0.0248577853,5
40471,-2,-0.0099416399,2
40483,-3,-0.0149102495,3
40487,-6,-0.0298190259,6
40493,-7,-0.0347862860,7
40499,-4,-0.0198764052,4
40507,-2,-0.0099372212,2
40519,-3,-0.0149036243,3
40529,-5,-0.0248363093,5
40531,-7,-0.0347699752,7
40543,-5,-0.0248320208,5
40559,-6,-0.0297925469,6
40577,-3,-0.0148929691,3
40583,-5,-0.0248197802,5
40591,-4,-0.0198538674,4
40597,-6,-0.0297786002,6
40609,-6,-0.0297742001,6
40627,-4,-0.0198450690,4
40637,-4,-0.0198426271,4
40639,-4,-0.0198421389,4
40693,0,0.0000000000,0
40697,-1,-0.0049569987,1
40699,-2,-0.0099137537,2
40709,-4,-0.0198250720,4
40739,0,0.0000000000,0
40751,-2,-0.0099074265,2
40759,-2,-0.0099064542,2
40763,-4,-0.0198119363,4
40771,-5,-0.0247624905,5
40787,0,0.0000000000,0
40801,2,0.0099013541,2
40813,0,0.0000000000,0
40819,-1,-0.0049495854,1
40823,-2,-0.0098986858,2
40829,-5,-0.0247448960,5
40841,-5,-0.0247412604,5
40847,-7,-0.0346352205,7
40849,-8,-0.0395821402,8
40853,-9,-0.0445277276,9
40867,-9,-0.0445200999,9
40879,-7,-0.0346216617,7
40883,-6,-0.0296742582,6
40897,-3,-0.0148345894,3
40903,-1,-0.0049445004,1
40927,-2,-0.0098861009,2
40933,-5,-0.0247134409,5
40939,-10,-0.0494232596,10
40949,-12,-0.0593006694,12
40961,-7,-0.0345869897,7
40973,-8,-0.0395221994,8
40993,-12,-0.0592688355,12
41011,-9,-0.0444418705,9
41017,-10,-0.0493762444,10
41023,-11,-0.0543098967,11
41039,-8,-0.0394904063,8
41047,-6,-0.0296149184,6
41051,-7,-0.0345490547,7
41057,-9,-0.0444169674,9
41077,-5,-0.0246700850,5
41081,-4,-0.0197351071,4
41113,4,0.0197274253,4
41117,1,0.0049316164,1
41131,1,0.0049307770,1
41141,-1,-0.0049301778,1
41143,-3,-0.0147901738,3
41149,-3,-0.0147890955,3
41161,-1,-0.0049289798,1
41177,3,0.0147840664,3
41179,1,0.0049279024,1
41183,0,0.0000000000,0
41189,2,0.0098546084,2
41201,4,0.0197063464,4
41203,3,0.0147794011,3
41213,4,0.0197034773,4
41221,2,0.0098507826,2
41227,2,0.0098500657,2
41231,0,0.0000000000,0
41233,-1,-0.0049246745,1
41243,-8,-0.0393926197,8
41257,-12,-0.0590789031,12
41263,-14,-0.0689203756,14
41269,-15,-0.0738378915,15
41281,-12,-0.0590617269,12
41299,-15,-0.0738110683,15
41333,-13,-0.0639432768,13
41341,-15,-0.0737735649,15
41351,-13,-0.0639293581,13
41357,-12,-0.0590074344,12
41381,-12,-0.0589903204,12
41387,-10,-0.0491550369,10
41389,-11,-0.0540692342,11
41399,-16,-0.0786366597,16
41411,-15,-0.0737111862,15
41413,-16,-0.0786233667,16
41443,-8,-0.0392974522,8
41453,-9,-0.0442043009,9
41467,-8,-0.0392860784,8
41479,-10,-0.0491004940,10
41491,-7,-0.0343653751,7
41507,-5,-0.0245419650,5
41513,-7,-0.0343562679,7
41519,-8,-0.0392614690,8
41521,-9,-0.0441680888,9
41539,-12,-0.0588780242,12
41543,-13,-0.0637814553,13
41549,-15,-0.0735886730,15
41579,-12,-0.0588496963,12
41593,-15,-0.0735497390,15
41597,-16,-0.0784492828,16
41603,-15,-0.0735408990,15
41609,-18,-0.0882427158,18
41611,-20,-0.0980451057,20
41617,-18,-0.0882342340,18
41621,-17,-0.0833283277,17
41627,-17,-0.0833223221,17
41641,-18,-0.0882088032,18
41647,-18,-0.0882024490,18
41651,-18,-0.0881982136,18
41659,-20,-0.0979886051,20
41669,-22,-0.1077745310,22
41681,-22,-0.1077590157,22
41687,-23,-0.1126490452,23
41719,-19,-0.0930222106,19
41729,-21,-0.1028017023,21
41737,-22,-0.1076866994,22
41759,-22,-0.1076583293,22
41761,-23,-0.1125491945,23
41771,-22,-0.1076428641,22
41777,-21,-0.1027426279,21
41801,-25,-0.1222775344,25
41809,-24,-0.1173752017,24
41813,-23,-0.1124791878,23
41843,-24,-0.1173275048,24
41849,-23,-0.1124307981,23
41851,-24,-0.1173162904,24
41863,-26,-0.1270744311,26
41879,-23,-0.1123905210,23
41887,-26,-0.1270380210,26
41893,-24,-0.1172574677,24
41897,-24,-0.1172518701,24
41903,-25,-0.1221286201,25
41911,-28,-0.1367709992,28
41927,-31,-0.1513961390,31
41941,-28,-0.1367220749,28
41947,-29,-0.1415948784,29
41953,-31,-0.1513492185,31
41957,-34,-0.1659880042,34
41959,-35,-0.1708659320,35
41969,-33,-0.1610829703,33
41981,-36,-0.1757017597,36
41983,-38,-0.1854585509,38
41999,-38,-0.1854232213,38
42013,-39,-0.1902710698,39
42017,-42,-0.2048975522,42
42019,-42,-0.2048926758,42
42023,-42,-0.2048829241,42
42043,-37,-0.1804491643,37
42061,-36,-0.1755345878,36
42071,-39,-0.1901398686,39
42073,-40,-0.1950106147,40
42083,-42,-0.2047368157,42
42089,-44,-0.2144708993,44
42101,-45,-0.2193139758,45
42131,-44,-0.2143639706,44
42139,-44,-0.2143436214,44
42157,-45,-0.2191682626,45
42169,-47,-0.2288765017,47
42179,-47,-0.2288493685,47
42181,-48,-0.2337129631,48
42187,-46,-0.2239589951,46
42193,-47,-0.2288113983,47
42197,-47,-0.2288005531,47
42209,-47,-0.2287680269,47
42221,-46,-0.2238688014,46
42223,-46,-0.2238634993,46
42227,-48,-0.2335856308,48
42239,-48,-0.2335524479,48
42257,-46,-0.2237734208,46
42281,-44,-0.2139833840,44
42283,-45,-0.2188414669,45
42293,-46,-0.2236781620,46
42299,-49,-0.2382489690,49
42307,-49,-0.2382264422,49
42323,-49,-0.2381814078,49
42331,-49,-0.2381589001,49
42337,-51,-0.2478621062,51
42349,-55,-0.2672643974,55
42359,-57,-0.2769504061,57
42373,-56,-0.2720466739,56
42379,-54,-0.2623121503,54
42391,-54,-0.2622750201,54
42397,-56,-0.2719696632,56
42403,-54,-0.2622379057,54
42407,-53,-0.2573695093,53
42409,-54,-0.2622193544,54
42433,-58,-0.2815633508,58
42437,-59,-0.2864043925,59
42443,-57,-0.2766762106,57
42451,-60,-0.2912106728,60
42457,-61,-0.2960432635,61
42461,-60,-0.2911763793,60
42463,-61,-0.2960223474,61
42467,-62,-0.3008610026,62
42473,-61,-0.2959874970,61
42487,-62,-0.3007901818,62
42491,-62,-0.3007760236,62
42499,-63,-0.3055984828,63
42509,-65,-0.3152629335,65
42533,-67,-0.3248716354,67
42557,-68,-0.3296274798,68
42569,-68,-0.3295810163,68
42571,-69,-0.3344199401,69
42577,-72,-0.3489353487,72
42589,-71,-0.3440405453,71
42611,-71,-0.3439517200,71
42641,-65,-0.3147745894,65
42643,-66,-0.3196097801,66
42649,-66,-0.3195872975,66
42667,-66,-0.3195198779,66
42677,-65,-0.3146417980,65
42683,-66,-0.3194599853,66
42689,-67,-0.3242774968,67
42697,-63,-0.3048890792,63
42701,-66,-0.3193926463,66
42703,-66,-0.3193851668,66
42709,-67,-0.3242015608,67
42719,-69,-0.3338401385,69
42727,-73,-0.3531601233,73
42737,-76,-0.3676305347,76
42743,-74,-0.3579309222,74
42751,-75,-0.3627338826,75
42767,-75,-0.3626660232,75
42773,-77,-0.3723110014,77
42787,-79,-0.3819189193,79
42793,-79,-0.3818921439,79
42797,-79,-0.3818742969,79
42821,-78,-0.3769347698,78
42829,-79,-0.3817316101,79
42839,-83,-0.4010129800,83
42841,-84,-0.4058349883,84
42853,-81,-0.3912860848,81
42859,-83,-0.4009194035,83
42863,-84,-0.4057308249,84
42899,-82,-0.3959043450,82
42901,-83,-0.4007231058,83
42923,-82,-0.3957936463,82
42929,-84,-0.4054188151,84
42937,-85,-0.4102070095,85
42943,-85,-0.4101783514,85
42953,-85,-0.4101306013,85
42961,-88,-0.4245662630,88
42967,-88,-0.4245366184,88
42979,-87,-0.4196537414,87
42989,-82,-0.3954897033,82
43003,-79,-0.3809585405,79
43013,-77,-0.3712708550,77
43019,-80,-0.3857090524,80
43037,-72,-0.3470655452,72
43049,-67,-0.3229187546,67
43051,-68,-0.3277308247,68
43063,-70,-0.3373229573,70
43067,-72,-0.3469446431,72
43093,-67,-0.3227538548,67
43103,-69,-0.3323497386,69
43117,-68,-0.3274798967,68
43133,-70,-0.3370491276,70
43151,-67,-0.3225368724,67
43159,-66,-0.3176934411,66
43177,-64,-0.3080021458,64
43189,-64,-0.3079593539,64
43201,-61,-0.2934829901,61
43207,-58,-0.2790300244,58
43223,-50,-0.2404985991,50
43237,-46,-0.2212228868,46
43261,-47,-0.2259693731,47
43271,-51,-0.2451724744,51
43283,-48,-0.2307185747,48
43291,-51,-0.2451158342,51
43313,-50,-0.2402486033,50
43319,-51,-0.2450366040,51
43321,-52,-0.2498354760,52
43331,-50,-0.2401986977,50
43391,-40,-0.1920260559,40
43397,-40,-0.1920127808,40
43399,-41,-0.1968085653,41
43403,-40,-0.1919995085,40
43411,-39,-0.1871822709,39
43427,-41,-0.1967451079,41
43441,-40,-0.1919155144,40
43451,-38,-0.1822987575,38
43457,-38,-0.1822861723,38
43481,-35,-0.1678488162,35
43487,-38,-0.1822232854,38
43499,-36,-0.1726087726,36
43517,-29,-0.1390171958,29
43541,-33,-0.1581483773,33
43543,-34,-0.1629370103,34
43573,-36,-0.1724621396,36
43577,-36,-0.1724542241,36
43579,-37,-0.1772405520,37
43591,-37,-0.1772161544,37
43597,-39,-0.1867825517,39
43607,-35,-0.1676061458,35
43609,-36,-0.1723909396,36
43613,-36,-0.1723830339,36
43627,-34,-0.1627800742,34
43633,-36,-0.1723435219,36
43649,-32,-0.1531661617,32
43651,-33,-0.1579489856,33
43661,-31,-0.1483593270,31
43669,-29,-0.1387750442,29
43691,-21,-0.1004669695,21
43711,-22,-0.1052270293,22
43717,-25,-0.1195679636,25
43721,-24,-0.1147799942,24
43753,-21,-0.1003957611,21
43759,-24,-0.1147301463,24
43777,-24,-0.1147065568,24
43781,-23,-0.1099220951,23
43783,-25,-0.1194778092,25
43787,-25,-0.1194723519,25
43789,-26,-0.1242484084,26
43793,-27,-0.1290213006,27
43801,-30,-0.1433439084,30
43853,-23,-0.1098318203,23
43867,-21,-0.1002652238,21
43889,-16,-0.0763734026,16
43891,-16,-0.0763716625,16
43913,-18,-0.0858965955,18
43933,-14,-0.0667932546,14
43943,-15,-0.0715560580,15
43951,-13,-0.0620096060,13
43961,-13,-0.0620025528,13
43963,-13,-0.0620011424,13
43969,-14,-0.0667659052,14
43973,-15,-0.0715316448,15
43987,-21,-0.1001283647,21
43991,-20,-0.0953560117,20
43997,-20,-0.0953495095,20
44017,-18,-0.0857950606,18
44021,-20,-0.0953235140,20
44027,-22,-0.1048487203,22
44029,-23,-0.1096120815,23
44041,-23,-0.1095971473,23
44053,-24,-0.1143466636,24
44059,-22,-0.1048106376,22
44071,-25,-0.1190867810,25
44087,-22,-0.1047773493,22
44089,-23,-0.1095374715,23
44101,-25,-0.1190462693,25
44111,-24,-0.1142714636,24
44119,-21,-0.0999784650,21
44123,-22,-0.1047345966,22
44129,-22,-0.1047274762,22
44131,-22,-0.1047251031,22
44159,-15,-0.0713808383,15
44171,-14,-0.0666130655,14
44179,-13,-0.0618493887,13
44189,-11,-0.0523281762,11
44201,-11,-0.0523210725,11
44203,-11,-0.0523198888,11
44207,-11,-0.0523175217,11
44221,-12,-0.0570646248,12
44249,-9,-0.0427849254,9
