p,mertens_p,m_over_sqrt_p,abs_m
26713,-2,-0.0122368226,2
26717,-2,-0.0122359065,2
26723,-4,-0.0244690656,4
26729,-5,-0.0305828989,5
26731,-6,-0.0366981057,6
26737,-4,-0.0244626585,4
26759,-6,-0.0366789007,6
26777,-7,-0.0427776656,7
26783,-10,-0.0611041053,10
26801,-10,-0.0610835826,10
26813,-12,-0.0732838947,12
26821,-12,-0.0732729645,12
26833,-9,-0.0549424339,9
26839,-9,-0.0549362922,9
26849,-9,-0.0549260606,9
26861,-11,-0.0671168548,11
26863,-12,-0.0732156614,12
26879,-13,-0.0792933559,13
26881,-14,-0.0853896680,14
26891,-17,-0.1036681731,17
26893,-18,-0.1097622192,18
26903,-15,-0.0914515147,15
26921,-12,-0.0731367491,12
26927,-12,-0.0731286003,12
26947,-14,-0.0852850335,14
26951,-16,-0.0974613764,16
26953,-17,-0.1035488704,17
26959,-17,-0.1035373469,17
26981,-12,-0.0730553835,12
26987,-13,-0.0791345337,13
26993,-14,-0.0852123335,14
27011,-10,-0.0608456687,10
27017,-14,-0.0851744768,14
27031,-12,-0.0729877860,12
27043,-11,-0.0668906246,11
27059,-14,-0.0851083487,14
27061,-15,-0.0911841467,15
27067,-15,-0.0911740397,15
27073,-19,-0.1154743189,19
27077,-19,-0.1154657893,19
27091,-20,-0.1215115267,20
27103,-21,-0.1275588550,21
27107,-20,-0.1214756601,20
27109,-21,-0.1275447380,21
27127,-20,-0.1214308715,20
27143,-19,-0.1153253225,19
27179,-13,-0.0788545242,13
27191,-11,-0.0667083341,11
27197,-10,-0.0606372503,10
27211,-6,-0.0363729897,6
27239,-3,-0.0181771451,3
27241,-4,-0.0242353038,4
27253,-5,-0.0302874595,5
27259,-4,-0.0242273008,4
27271,-5,-0.0302774623,5
27277,-6,-0.0363289586,6
27281,-8,-0.0484350602,8
27283,-10,-0.0605416062,10
27299,-12,-0.0726286341,12
27329,-13,-0.0786378230,13
27337,-12,-0.0725781376,12
27361,-8,-0.0483641995,8
27367,-11,-0.0664934840,11
27397,-4,-0.0241662067,4
27407,-5,-0.0302022470,5
27409,-6,-0.0362413740,6
27427,1,0.0060382466,1
27431,0,0.0000000000,0
27437,2,0.0120742923,2
27449,4,0.0241433054,4
27457,6,0.0362096818,6
27479,11,0.0663578373,11
27481,10,0.0603231114,10
27487,10,0.0603165272,10
27509,10,0.0602924037,10
27527,13,0.0783544941,13
27529,12,0.0723245980,12
27539,12,0.0723114655,12
27541,11,0.0662831032,11
27551,8,0.0481971439,8
27581,13,0.0782777526,13
27583,11,0.0662326201,11
27611,18,0.1083256833,18
27617,20,0.1203487949,20
27631,20,0.1203183020,20
27647,19,0.1142693073,19
27653,18,0.1082433883,18
27673,21,0.1262383104,21
27689,21,0.1262018319,21
27691,19,0.1141784863,19
27697,16,0.0961398892,16
27701,13,0.0781080200,13
27733,16,0.0960774697,16
27737,15,0.0900661328,15
27739,14,0.0840586935,14
27743,13,0.0780488739,13
27749,12,0.0720373250,12
27751,11,0.0660318350,11
27763,13,0.0780207563,13
27767,13,0.0780151364,13
27773,13,0.0780067089,13
27779,12,0.0719984161,12
27791,14,0.0839800151,14
27793,13,0.0779786368,13
27799,13,0.0779702211,13
27803,13,0.0779646121,13
27809,13,0.0779562009,13
27817,12,0.0719492218,12
27823,10,0.0599512196,10
27827,10,0.0599469105,10
27847,12,0.0719104553,12
27851,12,0.0719052912,12
27883,14,0.0838413546,14
27893,12,0.0718511350,12
27901,10,0.0598673611,10
27917,3,0.0179550609,3
27919,2,0.0119696118,2
27941,-1,-0.0059824493,1
27943,-3,-0.0179467056,3
27947,-5,-0.0299090354,5
27953,-5,-0.0299058253,5
27961,-4,-0.0239212374,4
27967,-2,-0.0119593356,2
27983,-3,-0.0179338742,3
27997,-4,-0.0239058529,4
28001,-4,-0.0239041453,4
28019,-1,-0.0059741165,1
28027,1,0.0059732638,1
28031,0,0.0000000000,0
28051,-3,-0.0179121237,3
28057,-5,-0.0298503473,5
28069,-7,-0.0417815522,7
28081,-7,-0.0417726238,7
28087,-8,-0.0477350421,8
28097,-9,-0.0536923650,9
28099,-10,-0.0596560601,10
28109,-6,-0.0357872686,6
28111,-6,-0.0357859955,6
28123,-1,-0.0059630600,1
28151,1,0.0059600937,1
28163,2,0.0119176476,2
28181,2,0.0119138409,2
28183,0,0.0000000000,0
28201,1,0.0059548078,1
28211,2,0.0119075045,2
28219,1,0.0059529083,1
28229,-3,-0.0178555613,3
28277,4,0.0237872001,4
28279,3,0.0178397692,3
28283,0,0.0000000000,0
28289,1,0.0059455386,1
28297,3,0.0178340942,3
28307,4,0.0237745918,4
28309,3,0.0178303140,3
28319,6,0.0356543311,6
28349,8,0.0475139477,8
28351,7,0.0415732378,7
28387,7,0.0415468681,7
28393,7,0.0415424780,7
28403,8,0.0474687592,8
28409,6,0.0355978097,6
28411,6,0.0355965567,6
28429,8,0.0474470478,8
28433,6,0.0355827827,6
28439,6,0.0355790289,6
28447,6,0.0355740257,6
28463,7,0.0414913632,7
28477,6,0.0355552824,6
28493,7,0.0414695145,7
28499,7,0.0414651489,7
28513,10,0.0592213827,10
28517,7,0.0414520604,7
28537,5,0.0295982372,5
28541,3,0.0177576978,3
28547,2,0.0118372211,2
28549,1,0.0059184032,1
28559,-1,-0.0059173670,1
28571,-3,-0.0177483725,3
28573,-4,-0.0236636684,4
28579,-3,-0.0177458882,3
28591,-4,-0.0236562183,4
28597,-4,-0.0236537365,4
28603,-4,-0.0236512554,4
28607,-5,-0.0295620023,5
28619,-9,-0.0532004471,9
28621,-10,-0.0591095425,10
28627,-10,-0.0591033477,10
28631,-10,-0.0590992190,10
28643,-8,-0.0472694703,8
28649,-9,-0.0531725852,9
28657,-8,-0.0472579224,8
28661,-9,-0.0531614527,9
28663,-9,-0.0531595979,9
28669,-10,-0.0590600388,10
28687,-10,-0.0590415069,10
28697,-9,-0.0531280971,9
28703,-11,-0.0649275536,11
28711,-12,-0.0708201898,12
28723,-16,-0.0944071927,16
28729,-17,-0.1002971671,17
28751,-17,-0.1002587866,17
28753,-18,-0.1061526702,18
28759,-20,-0.1179351070,20
28771,-24,-0.1414926118,24
28789,-20,-0.1178736429,20
28793,-22,-0.1296520005,22
28807,-24,-0.1414041727,24
28813,-23,-0.1354982220,23
28817,-22,-0.1295979995,22
28837,-25,-0.1472193751,25
28843,-24,-0.1413158993,24
28859,-27,-0.1589363097,27
28867,-27,-0.1589142849,27
28871,-28,-0.1647885825,28
28879,-27,-0.1588812649,27
28901,-22,-0.1294095258,22
28909,-22,-0.1293916188,22
28921,-22,-0.1293647722,22
28927,-23,-0.1352309622,23
28933,-21,-0.1234589449,21
28949,-22,-0.1293021951,22
28961,-22,-0.1292754041,22
28979,-21,-0.1233609193,21
29009,-18,-0.1056832417,18
29017,-20,-0.1174096358,20
29021,-23,-0.1350117758,23
29023,-23,-0.1350071238,23
29027,-25,-0.1467367623,25
29033,-25,-0.1467215991,25
29059,-21,-0.1231909948,21
29063,-23,-0.1349141853,23
29077,-19,-0.1114240148,19
29101,-10,-0.0586200310,10
29123,-3,-0.0175793657,3
29129,-2,-0.0117183700,2
29131,-2,-0.0117179678,2
29137,-3,-0.0175751418,3
29147,-4,-0.0234295022,4
29153,-4,-0.0234270910,4
29167,-5,-0.0292768349,5
29173,-6,-0.0351285889,6
29179,-7,-0.0409791398,7
29191,-10,-0.0585295943,10
29201,-13,-0.0760754430,13
29207,-15,-0.0877703406,15
29209,-16,-0.0936184914,16
29221,-12,-0.0701994499,12
29231,-12,-0.0701874412,12
29243,-13,-0.0760207921,13
29251,-12,-0.0701634422,12
29269,-9,-0.0526063981,9
29287,-13,-0.0759636648,13
29297,-13,-0.0759506993,13
29303,-11,-0.0642593965,11
29311,-9,-0.0525686945,9
29327,-8,-0.0467149800,8
29333,-7,-0.0408714268,7
29339,-6,-0.0350290692,6
29347,-6,-0.0350242944,6
29363,-6,-0.0350147506,6
29383,-5,-0.0291690266,5
29387,-7,-0.0408338579,7
29389,-8,-0.0466656783,8
29399,-9,-0.0524899586,9
29401,-10,-0.0583201925,10
29411,-8,-0.0466482216,8
29423,-8,-0.0466387080,8
29429,-9,-0.0524631976,9
29437,-7,-0.0407991642,7
29443,-7,-0.0407950069,7
29453,-4,-0.0233074748,4
29473,1,0.0058248913,1
29483,3,0.0174717102,3
29501,6,0.0349327585,6
29527,13,0.0756543127,13
29531,11,0.0640108521,11
29537,13,0.0756415049,13
29567,16,0.0930499945,16
29569,15,0.0872314196,15
29573,14,0.0814104854,14
29581,14,0.0813994761,14
29587,10,0.0581365873,10
29599,11,0.0639372813,11
29611,9,0.0523017201,9
29629,12,0.0697144410,12
29633,11,0.0639005910,11
29641,14,0.0813170491,14
29663,19,0.1103179201,19
29669,19,0.1103067646,19
29671,17,0.0986921999,17
29683,17,0.0986722486,17
29717,19,0.1102176428,19
29723,21,0.1218072039,21
29741,22,0.1275689254,22
29753,20,0.1159483611,20
29759,20,0.1159366718,20
29761,19,0.1101361374,19
29789,27,0.1564356755,27
29803,27,0.1563989283,27
29819,24,0.1389839672,24
29833,28,0.1621099110,28
29837,26,0.1505205411,26
29851,27,0.1562731340,27
29863,28,0.1620284637,28
29867,27,0.1562312700,27
29873,26,0.1504298175,26
29879,26,0.1504147128,26
29881,25,0.1446246913,25
29917,32,0.1850081914,32
29921,31,0.1792147050,31
29927,29,0.1676356590,29
29947,28,0.1618010628,28
29959,24,0.1386588472,24
29983,21,0.1212779235,21
29989,21,0.1212657906,21
30011,14,0.0808142231,14
30013,13,0.0750392782,13
30029,15,0.0865607128,15
30047,18,0.1038417376,18
30059,19,0.1095888417,19
30071,19,0.1095669735,19
30089,17,0.0980042804,17
30091,15,0.0864714913,15
30097,11,0.0634061058,11
30103,10,0.0576361696,10
30109,11,0.0633934692,11
30113,10,0.0576265988,10
30119,9,0.0518587728,9
30133,10,0.0576074716,10
30137,10,0.0576036484,10
30139,8,0.0460813897,8
30161,8,0.0460645803,8
30169,8,0.0460584724,8
30181,7,0.0402931506,7
30187,9,0.0518003307,9
30197,5,0.0287731961,5
30203,6,0.0345244055,6
30211,4,0.0230132227,4
30223,3,0.0172564902,3
30241,3,0.0172513537,3
30253,0,0.0000000000,0
30259,-2,-0.0114974812,2
30269,0,0.0000000000,0
30271,0,0.0000000000,0
30293,5,0.0287275680,5
30307,6,0.0344651185,6
30313,8,0.0459489432,8
30319,7,0.0402013469,7
30323,7,0.0401986952,7
30341,8,0.0459277365,8
30347,10,0.0574039950,10
30367,8,0.0459080707,8
30389,10,0.0573643128,10
30391,10,0.0573624252,10
30403,13,0.0745564348,13
30427,19,0.1089241134,19
30431,19,0.1089169544,19
30449,20,0.1146155331,20
30467,24,0.1374980045,24
30469,23,0.1317645963,23
30491,26,0.1488975370,26
30493,25,0.1431660134,25
30497,24,0.1374303593,24
30509,22,0.1259530517,22
30517,21,0.1202121531,21
30529,23,0.1316350512,23
30539,26,0.1487804754,26
30553,28,0.1601884139,28
30557,28,0.1601779290,28
30559,28,0.1601726873,28
30577,31,0.1772818427,31
30593,30,0.1715182044,30
30631,39,0.2228353152,39
30637,38,0.2171003274,38
30643,37,0.2113664647,37
30649,38,0.2170578226,38
30661,35,0.1998825525,35
30671,36,0.2055599639,36
30677,36,0.2055398606,36
30689,34,0.1940830232,34
30697,31,0.1769349904,31
30703,31,0.1769177011,31
30707,30,0.1711995269,30
30713,28,0.1597706167,28
30727,29,0.1654390081,29
30757,39,0.2223784100,39
30763,40,0.2280581771,40
30773,44,0.2508232311,44
30781,45,0.2564904215,45
30803,44,0.2507010590,44
30809,41,0.2335850565,41
30817,43,0.2449476495,43
30829,46,0.2619860173,46
30839,41,0.2334714138,41
30841,40,0.2277696034,40
30851,40,0.2277326860,40
30853,39,0.2220321720,39
30859,41,0.2333957441,41
30869,43,0.2447412508,43
30871,42,0.2390418501,42
30881,39,0.2219314902,39
30893,38,0.2161989371,38
30911,41,0.2331993466,41
30931,44,0.2501817903,44
30937,43,0.2444721303,43
30941,42,0.2387712964,42
30949,41,0.2330561384,41
30971,41,0.2329733489,41
30977,40,0.2272690588,40
30983,38,0.2158846993,38
31013,46,0.2612076801,46
31019,45,0.2555045376,45
31033,47,0.2668000934,47
31039,46,0.2610982562,46
31051,46,0.2610477991,46
31063,48,0.2723450832,48
31069,49,0.2779920924,49
31079,47,0.2666025750,47
31081,46,0.2609217844,46
31091,45,0.2552085197,45
31121,48,0.2720911809,48
31123,47,0.2664140542,47
31139,47,0.2663456003,47
31147,45,0.2549789934,45
31151,44,0.2492967863,44
31153,43,0.2436231297,43
31159,43,0.2435996724,43
31177,48,0.2718467066,48
31181,47,0.2661661595,47
31183,45,0.2548317675,45
31189,44,0.2491448712,44
31193,41,0.2321428351,41
31219,41,0.2320461477,41
31223,39,0.2207126842,39
31231,35,0.1980501151,35
31237,35,0.1980310935,35
31247,36,0.2036565287,36
31249,35,0.1979930666,35
31253,33,0.1866672304,33
31259,33,0.1866493147,33
31267,32,0.1809701188,32
31271,31,0.1753035896,31
31277,30,0.1696323621,30
31307,35,0.1978095786,35
31319,39,0.2203741568,39
31321,38,0.2147166817,38
31327,38,0.2146961186,38
31333,37,0.2090262045,37
31337,36,0.2033638672,36
31357,35,0.1976518080,35
31379,39,0.2201633665,39
31387,40,0.2257798019,40
31391,41,0.2314095518,41
31393,40,0.2257582247,40
31397,37,0.2088130551,37
31469,41,0.2311225846,41
31477,43,0.2423660520,43
31481,42,0.2367145922,42
31489,42,0.2366845208,42
31511,49,0.2760355307,49
31513,48,0.2703935718,48
31517,47,0.2647435707,47
31531,51,0.2872111552,51
31541,50,0.2815349233,50
31543,50,0.2815259978,50
31547,50,0.2815081492,50
31567,46,0.2589054405,46
31573,44,0.2476251500,44
31583,46,0.2588398512,46
31601,51,0.2868928753,51
31607,52,0.2924904599,52
31627,56,0.3148901151,56
31643,55,0.3091888784,55
31649,57,0.3204017353,57
31657,56,0.3147408758,56
31663,54,0.3034713729,54
31667,51,0.2865937500,51
31687,52,0.2921210020,52
31699,51,0.2864490559,51
31721,49,0.2751203055,49
31723,49,0.2751116328,49
31727,47,0.2638659514,47
31729,46,0.2582436428,46
31741,44,0.2469689606,44
31751,40,0.2244818782,40
31769,46,0.2580810158,46
31771,45,0.2524626122,45
31793,50,0.2804169422,50
31799,50,0.2803904857,50
31817,54,0.3027360540,54
31847,62,0.3474220876,62
31849,61,0.3418077729,61
31859,59,0.3305490716,59
31873,60,0.3360777639,60
31883,62,0.3472258901,62
31891,59,0.3303831905,59
31907,61,0.3414969654,61
31957,68,0.3803872147,68
31963,69,0.3859449151,69
31973,70,0.3914770853,70
31981,69,0.3858362883,69
31991,72,0.4025488484,72
32003,71,0.3968834625,71
32009,67,0.3744887275,67
32027,62,0.3464444111,62
32029,61,0.3408459557,61
32051,57,0.3183860739,57
32057,55,0.3071858812,55
32059,54,0.3015912755,54
32063,55,0.3071571378,55
32069,55,0.3071284024,55
32077,58,0.3238404703,58
32083,56,0.3126443188,56
32089,55,0.3070326761,55
32099,51,0.2846586758,51
32117,54,0.3013188311,54
32119,54,0.3013094496,54
32141,59,0.3290957845,59
32143,59,0.3290855458,59
32159,55,0.3066983374,55
32173,54,0.3010564806,54
32183,57,0.3177324657,57
32189,56,0.3121291176,56
32191,54,0.3009722991,54
32203,55,0.3064887398,55
32213,55,0.3064411639,55
32233,54,0.3007761498,54
32237,53,0.2951879058,53
32251,52,0.2895554549,52
32257,52,0.2895285241,52
32261,52,0.2895105744,52
32297,54,0.3004779918,54
32299,54,0.3004686887,54
32303,52,0.2893223040,52
32309,51,0.2837320644,51
32321,52,0.2892417290,52
32323,50,0.2781084427,50
32327,48,0.2669675868,48
32341,49,0.2724704179,49
32353,48,0.2668602930,48
32359,44,0.2445992553,44
32363,43,0.2390254084,43
32369,45,0.2501196847,45
32371,43,0.2389958709,43
32377,43,0.2389737249,43
32381,42,0.2334017791,42
32401,46,0.2555516119,46
32411,47,0.2610667980,47
32413,46,0.2555043021,46
32423,43,0.2388041432,43
32429,41,0.2276759086,41
32441,37,0.2054256206,37
32443,35,0.1943155432,35
32467,37,0.2053433503,37
32479,37,0.2053054128,37
32491,35,0.1941719559,35
32497,35,0.1941540298,35
32503,35,0.1941361088,35
32507,36,0.1996705688,36
32531,31,0.1718751092,31
32533,30,0.1663256380,30
32537,30,0.1663154139,30
32561,29,0.1607123053,29
32563,28,0.1551657363,28
32569,28,0.1551514430,28
32573,26,0.1440603509,26
32579,28,0.1551276296,28
32587,27,0.1495689944,27
32603,29,0.1606087551,29
32609,30,0.1661317020,30
32611,30,0.1661266076,30
32621,24,0.1328809140,24
32633,20,0.1107137332,20
32647,21,0.1162244916,21
32653,22,0.1217478041,22
32687,25,0.1382778050,25
32693,25,0.1382651157,25
32707,22,0.1216472583,22
32713,22,0.1216361020,22
32717,20,0.1105715146,20
32719,18,0.0995113216,18
32749,25,0.1381468501,25
32771,26,0.1436244905,26
32779,26,0.1436069630,26
32783,24,0.1325521862,24
32789,22,0.1214950530,22
32797,19,0.1049147478,19
32801,18,0.0993868584,18
32803,16,0.0883411810,16
32831,18,0.0993414397,18
32833,17,0.0938196132,17
32839,20,0.1103659317,20
32843,20,0.1103592107,20
32869,24,0.1323786647,24
32887,24,0.1323424324,24
32909,25,0.1378106134,25
32911,25,0.1378064260,25
32917,22,0.1212586020,22
32933,21,0.1157187271,21
32939,20,0.1101982735,20
32941,19,0.1046851818,19
32957,21,0.1156765850,21
32969,20,0.1101481249,20
32971,18,0.0991303057,18
32983,17,0.0936060338,17
32987,17,0.0936003583,17
32993,15,0.0825810414,15
32999,13,0.0715637290,13
33013,14,0.0770522881,14
33023,13,0.0715377193,13
33029,11,0.0605264180,11
33037,9,0.0495156185,9
33049,9,0.0495066281,9
33053,7,0.0385028252,7
33071,5,0.0274945326,5
33073,4,0.0219949610,4
33083,5,0.0274895457,5
33091,1,0.0054972445,1
33107,7,0.0384714119,7
33113,6,0.0329725083,6
33119,3,0.0164847607,3
33149,6,0.0329545992,6
33151,5,0.0274613376,5
33161,1,0.0054914393,1
33179,5,0.0274497478,5
33181,4,0.0219591364,4
33191,1,0.0054889570,1
33199,1,0.0054882957,1
33203,-1,-0.0054879651,1
33211,0,0.0000000000,0
33223,3,0.0164589388,3
33247,3,0.0164529972,3
33287,13,0.0712534709,13
33289,12,0.0657704588,12
33301,11,0.0602787236,11
33311,10,0.0547906137,10
33317,10,0.0547856799,10
33329,8,0.0438206530,8
33331,6,0.0328645037,6
33343,-1,-0.0054764316,1
33347,-1,-0.0054761031,1
33349,-2,-0.0109518778,2
33353,-2,-0.0109512210,2
33359,-4,-0.0219004722,4
33377,0,0.0000000000,0
33391,-1,-0.0054724939,1
33403,1,0.0054715108,1
33409,3,0.0164130585,3
33413,4,0.0218827680,4
33427,1,0.0054695463,1
33457,-2,-0.0109341870,2
33461,-3,-0.0164003002,3
33469,-3,-0.0163983400,3
33479,-5,-0.0273264846,5
33487,-5,-0.0273232203,5
33493,-4,-0.0218566182,4
33503,-7,-0.0382433732,7
33521,-4,-0.0218474879,4
33529,-1,-0.0054612203,1
33533,0,0.0000000000,0
33547,-3,-0.0163792650,3
33563,-7,-0.0382091744,7
33569,-10,-0.0545796565,10
33577,-9,-0.0491158387,9
33581,-11,-0.0600268941,11
33587,-14,-0.0763910410,14
33589,-15,-0.0818451072,15
33599,-14,-0.0763773982,14
33601,-15,-0.0818304911,15
33613,-19,-0.1036334517,19
33617,-20,-0.1090813536,20
33619,-20,-0.1090781089,20
33623,-21,-0.1145252015,21
33629,-22,-0.1199680789,22
33637,-25,-0.1363111498,25
33641,-25,-0.1363030457,25
33647,-25,-0.1362908922,25
33679,-19,-0.1035318578,19
33703,-16,-0.0871536746,16
33713,-18,-0.0980333412,18
33721,-19,-0.1034673624,19
33739,-21,-0.1143281541,21
33749,-23,-0.1251979972,23
33751,-24,-0.1306375176,24
33757,-26,-0.1415113995,26
33767,-24,-0.1306065636,24
33769,-25,-0.1360444749,25
33773,-24,-0.1305949615,24
33791,-23,-0.1251201666,23
33797,-24,-0.1305485841,24
33809,-23,-0.1250868550,23
33811,-24,-0.1305215534,24
33827,-21,-0.1141793465,21
33829,-22,-0.1196129223,22
33851,-26,-0.1413147832,26
33857,-24,-0.1304328563,24
33863,-23,-0.1249870796,23
33871,-22,-0.1195387393,22
33889,-23,-0.1249391247,23
33893,-24,-0.1303635672,24
33911,-24,-0.1303289641,24
33923,-26,-0.1411647365,26
33931,-28,-0.1520056398,28
33937,-29,-0.1574204950,29
33941,-31,-0.1682671647,31
33961,-28,-0.1519384867,28
33967,-26,-0.1410732762,26
33997,-23,-0.1247405166,23
34019,-24,-0.1301219222,24
34031,-21,-0.1138366061,21
34033,-22,-0.1192538926,22
34039,-24,-0.1300836893,24
34057,-22,-0.1192118661,22
34061,-21,-0.1137864629,21
34123,-19,-0.1028560869,19
34127,-21,-0.1136763809,21
34129,-22,-0.1190860524,22
34141,-25,-0.1353012752,25
34147,-27,-0.1461125388,27
34157,-27,-0.1460911488,27
34159,-29,-0.1569081217,29
34171,-30,-0.1622902430,30
34183,-34,-0.1838966549,34
34211,-24,-0.1297562713,24
34213,-25,-0.1351588320,25
34217,-26,-0.1405569689,26
34231,-26,-0.1405282230,26
34253,-22,-0.1188703040,22
34259,-24,-0.1296653393,24
34261,-25,-0.1350641194,25
34267,-27,-0.1458564778,27
34273,-25,-0.1350404723,25
34283,-25,-0.1350207759,25
34297,-23,-0.1241937582,23
34301,-25,-0.1349853441,25
34303,-27,-0.1457799217,27
34313,-27,-0.1457586774,27
34319,-27,-0.1457459354,27
34327,-28,-0.1511263197,28
34337,-28,-0.1511043118,28
34351,-24,-0.1294915858,24
34361,-28,-0.1510515319,28
34367,-26,-0.1402498923,26
34369,-27,-0.1456398812,27
34381,-24,-0.1294350779,24
34403,-23,-0.1240022822,23
34421,-17,-0.0916298931,17
34429,-18,-0.0970086142,18
34439,-21,-0.1131602839,21
34457,-22,-0.1185179005,22
34469,-24,-0.1292697473,24
34471,-25,-0.1346520803,25
34483,-23,-0.1238583571,23
34487,-25,-0.1346208413,25
34499,-27,-0.1453652203,27
34501,-28,-0.1507447479,28
34511,-29,-0.1561058671,29
34513,-30,-0.1614841489,30
34519,-28,-0.1507054397,28
34537,-33,-0.1775708341,33
34543,-35,-0.1883163457,35
34549,-36,-0.1936799927,36
34583,-33,-0.1774526983,33
34589,-32,-0.1720604186,32
34591,-32,-0.1720554444,32
34603,-30,-0.1612740077,30
34607,-31,-0.1666401767,31
34613,-33,-0.1773757802,33
34631,-32,-0.1719560507,32
34649,-30,-0.1611669185,30
34651,-31,-0.1665343428,31
34667,-28,-0.1503834006,28
34673,-28,-0.1503703884,28
34679,-31,-0.1664670989,31
34687,-32,-0.1718171885,32
34693,-34,-0.1825399760,34
34703,-35,-0.1878817230,35
34721,-37,-0.1985663312,37
34729,-38,-0.2039094990,38
34739,-35,-0.1877843469,35
34747,-38,-0.2038566765,38
34757,-37,-0.1984634708,37
34759,-38,-0.2038214843,38
34763,-37,-0.1984463429,37
34781,-36,-0.1930329592,36
34807,-32,-0.1715207558,32
34819,-29,-0.1554138971,29
34841,-25,-0.1339351915,25
34843,-27,-0.1446458553,27
34847,-26,-0.1392806068,26
34849,-27,-0.1446334028,27
34871,-25,-0.1338775659,25
34877,-24,-0.1285114078,24
34883,-25,-0.1338545365,25
34897,-26,-0.1391807913,26
34913,-24,-0.1284451344,24
34919,-24,-0.1284340988,24
34939,-21,-0.1123476673,21
34949,-23,-0.1230298400,23
34961,-21,-0.1123123130,21
34963,-23,-0.1230052055,23
34981,-20,-0.1069335255,20
35023,-12,-0.0641216330,12
35027,-14,-0.0748043002,14
35051,-10,-0.0534133471,10
35053,-11,-0.0587530056,11
35059,-13,-0.0694294284,13
35069,-12,-0.0640795650,12
35081,-11,-0.0587295540,11
35083,-12,-0.0640667781,12
35089,-14,-0.0747381838,14
35099,-12,-0.0640521740,12
35107,-10,-0.0533707297,10
35111,-12,-0.0640412274,12
35117,-16,-0.0853810082,16
35129,-20,-0.1067080300,20
35141,-17,-0.0906863377,17
35149,-16,-0.0853421335,16
35153,-16,-0.0853372779,16
35159,-16,-0.0853299960,16
35171,-20,-0.1066442974,20
35201,-17,-0.0906090174,17
35221,-18,-0.0959117166,18
35227,-21,-0.1118874729,21
35251,-16,-0.0852185738,16
35257,-17,-0.0905370300,17
35267,-15,-0.0798742880,15
35279,-18,-0.0958328429,18
35281,-19,-0.1011540225,19
35291,-21,-0.1117859733,21
35311,-23,-0.1223975790,23
35317,-25,-0.1330295451,25
35323,-26,-0.1383389762,26
35327,-28,-0.1489720013,28
35339,-27,-0.1436271809,27
35353,-25,-0.1329617958,25
35363,-24,-0.1276252751,24
35381,-25,-0.1329091734,25
35393,-26,-0.1382021056,26
35401,-27,-0.1435013541,27
35407,-29,-0.1541180241,29
35419,-27,-0.1434648856,27
35423,-28,-0.1487699996,28
35437,-27,-0.1434284450,27
35447,-27,-0.1434082121,27
35449,-28,-0.1487154320,28
35461,-28,-0.1486902673,28
35491,-24,-0.1273949239,24
35507,-21,-0.1114454404,21
35509,-22,-0.1167490781,22
35521,-16,-0.0848940770,16
35527,-15,-0.0795814762,15
35531,-18,-0.0954923959,18
35533,-19,-0.1007946922,19
35537,-20,-0.1060937046,20
35543,-22,-0.1166932244,22
35569,-25,-0.1325574622,25
35573,-28,-0.1484560104,28
35591,-26,-0.1378171462,26
35593,-27,-0.1431137847,27
35597,-28,-0.1484059564,28
35603,-27,-0.1430936847,27
35617,-24,-0.1271693857,24
35671,-23,-0.1217783804,23
35677,-22,-0.1164738729,22
35729,-15,-0.0793561936,15
35731,-16,-0.0846442375,16
35747,-21,-0.1110706963,21
35753,-22,-0.1163500131,22
35759,-22,-0.1163402515,22
35771,-19,-0.1004588172,19
35797,-16,-0.0845661710,16
35801,-17,-0.0898465370,17
35803,-18,-0.0951289703,18
35809,-18,-0.0951210003,18
35831,-11,-0.0581116519,11
35837,-11,-0.0581067870,11
35839,-12,-0.0633874534,12
35851,-11,-0.0580954404,11
35863,-8,-0.0422441600,8
35869,-11,-0.0580808616,11
35879,-9,-0.0475140822,9
35897,-9,-0.0475021681,9
35899,-9,-0.0475008448,9
35911,-12,-0.0633238770,12
35923,-11,-0.0580371912,11
35933,-11,-0.0580291149,11
35951,-4,-0.0210962131,4
35963,0,0.0000000000,0
35969,-1,-0.0052727335,1
35977,-1,-0.0052721472,1
35983,-1,-0.0052717076,1
35993,-5,-0.0263548762,5
35999,-7,-0.0368937518,7
36007,-11,-0.0579694548,11
36011,-11,-0.0579662352,11
36013,-12,-0.0632341370,12
36017,-14,-0.0737690631,14
36037,-8,-0.0421420514,8
36061,-12,-0.0631920382,12
36067,-12,-0.0631867817,12
36073,-14,-0.0737117810,14
36083,-12,-0.0631727710,12
36097,-13,-0.0684238958,13
36107,-10,-0.0526264769,10
36109,-11,-0.0578875214,11
36131,-6,-0.0315653973,6
36137,-5,-0.0263023139,5
36151,-1,-0.0052594441,1
36161,-5,-0.0262935840,5
36187,-5,-0.0262841365,5
36191,-7,-0.0367957575,7
36209,-6,-0.0315313805,6
36217,-7,-0.0367825474,7
36229,-7,-0.0367764552,7
36241,-9,-0.0472761850,9
36251,-9,-0.0472696638,9
36263,-7,-0.0367592105,7
36269,-5,-0.0262544070,5
36277,-9,-0.0472527215,9
36293,-4,-0.0209965798,4
36299,-2,-0.0104974222,2
36307,-3,-0.0157443985,3
36313,-4,-0.0209907969,4
36319,-6,-0.0314835944,6
36341,-3,-0.0157370316,3
36343,-4,-0.0209821315,4
36353,-5,-0.0262240568,5
36373,-2,-0.0104867384,2
36383,-2,-0.0104852971,2
36389,-3,-0.0157266490,3
