Sieving to 243799 ...
Sieve done. Scanning qualifying primes (M(p) <= -3) up to 200000 ...
p,M_p,R,min_R_so_far
24781,-34,28.71649929,0.11989382
24793,-30,25.96714002,0.11989382
24799,-31,25.85048814,0.11989382
24809,-31,25.92839601,0.11989382
24821,-31,25.99323593,0.11989382
24841,-29,24.55565778,0.11989382
24847,-27,23.69382322,0.11989382
24851,-28,24.75847328,0.11989382
24859,-30,26.26774070,0.11989382
24877,-24,22.10860511,0.11989382
24889,-24,20.24457663,0.11989382
24907,-24,20.99221110,0.11989382
24917,-20,18.83760911,0.11989382
24919,-22,20.16541466,0.11989382
24923,-24,21.61393491,0.11989382
24943,-22,19.14898931,0.11989382
24953,-22,19.27399740,0.11989382
24967,-21,18.20530212,0.11989382
24971,-20,18.16830196,0.11989382
24977,-21,19.77325565,0.11989382
24979,-21,20.45714283,0.11989382
24989,-23,22.47434821,0.11989382
25013,-17,17.37397438,0.11989382
25031,-15,15.32291508,0.11989382
25033,-16,16.25082619,0.11989382
25037,-17,17.51608503,0.11989382
25057,-18,17.37754508,0.11989382
25073,-17,16.68692427,0.11989382
25087,-15,15.47050364,0.11989382
25097,-10,12.43805037,0.11989382
25111,-5,9.28629045,0.11989382
25117,-7,10.82945685,0.11989382
25121,-9,12.09245583,0.11989382
25127,-11,14.32977590,0.11989382
25147,-7,11.75712073,0.11989382
25153,-8,12.38699981,0.11989382
25163,-5,10.49720288,0.11989382
25169,-5,11.05403224,0.11989382
25171,-5,11.77166858,0.11989382
25183,-4,11.36409837,0.11989382
25189,-3,11.07163040,0.11989382
25219,-7,11.61595075,0.11989382
25229,-6,10.60438687,0.11989382
25237,-6,11.03580952,0.11989382
25243,-5,11.00775613,0.11989382
25247,-7,12.18038396,0.11989382
25253,-8,13.23782578,0.11989382
25261,-9,13.79659489,0.11989382
25357,-3,10.31323208,0.11989382
25367,-4,11.02510803,0.11989382
25373,-3,10.12959363,0.11989382
25457,-3,7.92199334,0.11989382
25463,-5,8.76363522,0.11989382
25469,-7,10.54638758,0.11989382
25471,-8,11.44197516,0.11989382
25523,-5,6.41220964,0.11989382
25537,-7,7.05517094,0.11989382
25541,-7,7.57866375,0.11989382
25561,-11,9.52457759,0.11989382
25577,-11,8.55179597,0.11989382
25579,-12,9.53844942,0.11989382
25583,-11,9.56189015,0.11989382
25589,-12,9.88845204,0.11989382
25601,-11,9.86546643,0.11989382
25603,-11,10.54319768,0.11989382
25609,-10,10.52460730,0.11989382
25621,-8,10.48033717,0.11989382
25633,-9,11.27823266,0.11989382
25639,-12,12.40119530,0.11989382
25643,-12,12.82657411,0.11989382
25657,-15,14.96818226,0.11989382
25667,-14,13.76542869,0.11989382
25673,-16,15.67225369,0.11989382
25679,-17,17.00919496,0.11989382
25693,-14,14.91851935,0.11989382
25703,-17,16.25586747,0.11989382
25717,-14,14.85023315,0.11989382
25733,-10,12.63182205,0.11989382
25741,-12,13.32947403,0.11989382
25747,-13,14.55692893,0.11989382
25759,-13,14.66763694,0.11989382
25763,-16,16.73727666,0.11989382
25771,-15,16.05619084,0.11989382
25793,-17,17.81296979,0.11989382
25799,-15,16.90351567,0.11989382
25801,-16,17.88371186,0.11989382
25819,-13,15.56769081,0.11989382
25841,-8,12.70532980,0.11989382
25847,-7,12.25304073,0.11989382
25849,-8,13.26937972,0.11989382
25867,-9,13.33997803,0.11989382
25873,-7,12.56052364,0.11989382
25889,-5,11.53737689,0.11989382
25903,-5,11.43170935,0.11989382
25913,-3,9.74305842,0.11989382
25919,-4,11.18009667,0.11989382
25931,-4,11.36662486,0.11989382
25933,-5,12.51604798,0.11989382
25939,-5,12.30091958,0.11989382
25943,-4,12.42820403,0.11989382
25951,-4,13.00504723,0.11989382
25969,-4,11.92302959,0.11989382
25981,-6,12.64381333,0.11989382
25997,-7,13.98830156,0.11989382
25999,-7,14.69725242,0.11989382
26003,-7,15.18195380,0.11989382
26017,-4,13.65726563,0.11989382
26021,-4,14.39292986,0.11989382
26029,-4,13.77099447,0.11989382
26041,-4,13.97956657,0.11989382
26053,-4,13.89971977,0.11989382
26723,-4,16.97032055,0.11989382
26729,-5,18.01479167,0.11989382
26731,-6,19.01155114,0.11989382
26737,-4,18.46463048,0.11989382
26759,-6,17.15673466,0.11989382
26777,-7,16.87495465,0.11989382
26783,-10,18.11670232,0.11989382
26801,-10,18.56198632,0.11989382
26813,-12,19.73573450,0.11989382
26821,-12,20.34630201,0.11989382
26833,-9,19.08589791,0.11989382
26839,-9,18.85420193,0.11989382
26849,-9,19.16591449,0.11989382
26861,-11,19.71584064,0.11989382
26863,-12,20.68772276,0.11989382
26879,-13,21.08463797,0.11989382
26881,-14,22.07943135,0.11989382
26891,-17,24.11043796,0.11989382
26893,-18,25.09480782,0.11989382
26903,-15,23.22545610,0.11989382
26921,-12,20.58875968,0.11989382
26927,-12,22.01754052,0.11989382
26947,-14,22.40202269,0.11989382
26951,-16,23.76241307,0.11989382
26953,-17,24.84181842,0.11989382
26959,-17,25.23063650,0.11989382
26981,-12,21.23345478,0.11989382
26987,-13,22.17742827,0.11989382
26993,-14,22.25363091,0.11989382
27011,-10,21.11418547,0.11989382
27017,-14,24.19257482,0.11989382
27031,-12,21.93122706,0.11989382
27043,-11,20.37661526,0.11989382
27059,-14,22.22788593,0.11989382
27061,-15,23.34334356,0.11989382
27067,-15,23.99994434,0.11989382
27073,-19,27.07616480,0.11989382
27077,-19,27.79762519,0.11989382
27091,-20,27.53971929,0.11989382
27103,-21,27.85427585,0.11989382
27107,-20,27.86847017,0.11989382
27109,-21,28.87093496,0.11989382
27127,-20,26.54532275,0.11989382
27143,-19,24.41686633,0.11989382
27179,-13,17.55947369,0.11989382
27191,-11,16.76683636,0.11989382
27197,-10,16.37239413,0.11989382
27211,-6,14.06449371,0.11989382
27239,-3,11.48988267,0.11989382
27241,-4,12.42006573,0.11989382
27253,-5,13.42435442,0.11989382
27259,-4,12.55569594,0.11989382
27271,-5,13.68330782,0.11989382
27277,-6,14.58075117,0.11989382
27281,-8,16.21242266,0.11989382
27283,-10,17.53339136,0.11989382
27299,-12,18.03152986,0.11989382
27329,-13,16.98481780,0.11989382
27337,-12,16.05625491,0.11989382
27361,-8,13.21240671,0.11989382
27367,-11,15.11239620,0.11989382
27397,-4,9.78806446,0.11989382
27407,-5,10.19519589,0.11989382
27409,-6,11.23146168,0.11989382
27943,-3,11.08673207,0.11989382
27947,-5,12.68815175,0.11989382
27953,-5,12.46131319,0.11989382
27961,-4,11.72781443,0.11989382
27983,-3,10.50600923,0.11989382
27997,-4,10.81914028,0.11989382
28001,-4,11.38158718,0.11989382
28051,-3,9.51515146,0.11989382
28057,-5,10.92095944,0.11989382
28069,-7,12.92794863,0.11989382
28081,-7,11.90397009,0.11989382
28087,-8,13.07947919,0.11989382
28097,-9,13.08807891,0.11989382
28099,-10,13.98879663,0.11989382
28109,-6,11.72784508,0.11989382
28111,-6,12.46896900,0.11989382
28229,-3,7.77391806,0.11989382
28571,-3,6.82681716,0.11989382
28573,-4,7.99280744,0.11989382
28579,-3,8.34271043,0.11989382
28591,-4,9.76759487,0.11989382
28597,-4,10.21365737,0.11989382
28603,-4,9.96680296,0.11989382
28607,-5,10.74157253,0.11989382
28619,-9,14.41879022,0.11989382
28621,-10,15.40413505,0.11989382
28627,-10,15.91484213,0.11989382
28631,-10,16.57769785,0.11989382
28643,-8,15.22884768,0.11989382
28649,-9,16.40367860,0.11989382
28657,-8,15.85650349,0.11989382
28661,-9,17.29820372,0.11989382
28663,-9,17.99509326,0.11989382
28669,-10,18.47760484,0.11989382
28687,-10,19.73381358,0.11989382
28697,-9,19.48539585,0.11989382
28703,-11,20.29868978,0.11989382
28711,-12,20.41756223,0.11989382
28723,-16,23.00334013,0.11989382
28729,-17,23.87918042,0.11989382
28751,-17,23.10366523,0.11989382
28753,-18,24.14943293,0.11989382
28759,-20,24.77326835,0.11989382
28771,-24,26.71067165,0.11989382
28789,-20,23.76276553,0.11989382
28793,-22,25.45582066,0.11989382
28807,-24,26.52806346,0.11989382
28813,-23,26.34619454,0.11989382
28817,-22,26.28324608,0.11989382
28837,-25,28.01969474,0.11989382
28843,-24,27.06749520,0.11989382
28859,-27,29.11050487,0.11989382
28867,-27,30.23833602,0.11989382
28871,-28,31.17845135,0.11989382
28879,-27,29.86156912,0.11989382
28901,-22,26.55436249,0.11989382
28909,-22,25.84501092,0.11989382
28921,-22,25.48852842,0.11989382
28927,-23,27.10895892,0.11989382
28933,-21,26.37512608,0.11989382
28949,-22,25.88923375,0.11989382
28961,-22,25.56019922,0.11989382
28979,-21,24.17251264,0.11989382
29009,-18,21.02126971,0.11989382
29017,-20,22.31035068,0.11989382
29021,-23,24.58953163,0.11989382
29023,-23,25.30661521,0.11989382
29027,-25,26.76590978,0.11989382
29033,-25,26.75107751,0.11989382
29059,-21,24.04573858,0.11989382
29063,-23,25.46876331,0.11989382
29077,-19,22.86073384,0.11989382
29101,-10,17.91838224,0.11989382
29123,-3,13.99770676,0.11989382
29137,-3,15.30614638,0.11989382
29147,-4,16.07710582,0.11989382
29153,-4,16.05469434,0.11989382
29167,-5,16.90551581,0.11989382
29173,-6,17.58813231,0.11989382
29179,-7,18.41730336,0.11989382
29191,-10,20.77256952,0.11989382
29201,-13,22.87685148,0.11989382
29207,-15,24.80522990,0.11989382
29209,-16,25.88233350,0.11989382
29221,-12,23.15209208,0.11989382
29231,-12,23.20923534,0.11989382
29243,-13,24.04315097,0.11989382
29251,-12,23.25066597,0.11989382
29269,-9,21.05207077,0.11989382
29287,-13,22.98265484,0.11989382
29297,-13,23.01083353,0.11989382
29303,-11,22.03900022,0.11989382
29311,-9,21.83780541,0.11989382
29327,-8,20.68111998,0.11989382
29333,-7,19.84284079,0.11989382
29339,-6,19.48009151,0.11989382
29347,-6,20.03177287,0.11989382
29363,-6,19.66809945,0.11989382
29383,-5,18.09175018,0.11989382
29387,-7,19.56928726,0.11989382
29389,-8,20.40867064,0.11989382
29399,-9,20.80914421,0.11989382
29401,-10,21.80406011,0.11989382
29411,-8,20.28969856,0.11989382
29423,-8,20.37323291,0.11989382
29429,-9,21.89983206,0.11989382
29437,-7,20.73407368,0.11989382
29443,-7,20.75170519,0.11989382
29453,-4,19.47835378,0.11989382
33359,-4,18.15134387,0.11989382
33461,-3,17.19364035,0.11989382
33469,-3,17.33917823,0.11989382
33479,-5,18.76964898,0.11989382
33487,-5,19.06590855,0.11989382
33493,-4,18.82577267,0.11989382
33503,-7,20.93144312,0.11989382
33521,-4,19.11216751,0.11989382
33547,-3,18.69888462,0.11989382
33563,-7,19.81998007,0.11989382
33569,-10,22.17356464,0.11989382
33577,-9,21.67106866,0.11989382
33581,-11,22.80465791,0.11989382
33587,-14,25.26049030,0.11989382
33589,-15,26.27516041,0.11989382
33599,-14,25.46209579,0.11989382
33601,-15,26.45755558,0.11989382
33613,-19,29.38578613,0.11989382
33617,-20,30.46366431,0.11989382
33619,-20,31.15748611,0.11989382
33623,-21,32.23461532,0.11989382
33629,-22,33.60921028,0.11989382
33637,-25,35.65091541,0.11989382
33641,-25,36.02762815,0.11989382
33647,-25,36.32799825,0.11989382
33679,-19,31.89399530,0.11989382
33703,-16,29.26245703,0.11989382
33713,-18,29.83800876,0.11989382
33721,-19,30.30955244,0.11989382
33739,-21,29.83679588,0.11989382
33749,-23,30.97666983,0.11989382
33751,-24,31.97518936,0.11989382
33757,-26,33.22711752,0.11989382
33767,-24,32.89664662,0.11989382
33769,-25,33.86961714,0.11989382
33773,-24,33.59633541,0.11989382
33791,-23,34.39303487,0.11989382
33797,-24,34.88811191,0.11989382
33809,-23,34.79430268,0.11989382
33811,-24,35.82754123,0.11989382
33827,-21,33.26477408,0.11989382
33829,-22,34.42320422,0.11989382
33851,-26,36.51154742,0.11989382
33857,-24,35.65049714,0.11989382
33863,-23,35.54253348,0.11989382
33871,-22,35.57428250,0.11989382
33889,-23,35.95563195,0.11989382
33893,-24,37.04426117,0.11989382
33911,-24,35.93473315,0.11989382
33923,-26,35.81075379,0.11989382
33931,-28,37.73373942,0.11989382
33937,-29,39.01369386,0.11989382
33941,-31,40.68459269,0.11989382
33961,-28,37.16847228,0.11989382
33967,-26,36.38383271,0.11989382
33997,-23,34.12177098,0.11989382
34019,-24,33.44088772,0.11989382
34031,-21,32.22132326,0.11989382
34033,-22,33.25689615,0.11989382
34039,-24,34.28506795,0.11989382
34057,-22,32.40045473,0.11989382
34061,-21,32.05728753,0.11989382
34123,-19,27.80265923,0.11989382
34127,-21,29.52526664,0.11989382
34129,-22,30.52140499,0.11989382
34141,-25,31.71004949,0.11989382
34147,-27,32.95835187,0.11989382
34157,-27,33.40859176,0.11989382
34159,-29,34.73325907,0.11989382
34171,-30,34.23421981,0.11989382
34183,-34,36.70039230,0.11989382
34211,-24,30.28701040,0.11989382
34213,-25,31.44588509,0.11989382
34217,-26,32.39135416,0.11989382
34231,-26,31.20175584,0.11989382
34253,-22,29.53708926,0.11989382
34259,-24,30.75895739,0.11989382
34261,-25,31.62622866,0.11989382
34267,-27,32.68980696,0.11989382
34273,-25,31.90305067,0.11989382
34283,-25,32.62161768,0.11989382
34297,-23,30.92361517,0.11989382
34301,-25,32.59380669,0.11989382
34303,-27,33.91886673,0.11989382
34313,-27,33.96012264,0.11989382
34319,-27,34.22981857,0.11989382
34327,-28,34.70872804,0.11989382
34337,-28,35.06623641,0.11989382
34351,-24,32.28316549,0.11989382
34361,-28,35.20644285,0.11989382
34367,-26,34.24886054,0.11989382
34369,-27,35.25130813,0.11989382
34381,-24,33.85929306,0.11989382
34403,-23,32.54948912,0.11989382
34421,-17,28.08430207,0.11989382
34429,-18,27.84601512,0.11989382
34439,-21,30.01669987,0.11989382
34457,-22,30.77082773,0.11989382
34469,-24,32.70858221,0.11989382
34471,-25,33.61457572,0.11989382
34483,-23,32.85003911,0.11989382
34487,-25,34.54326912,0.11989382
34499,-27,34.70186959,0.11989382
34501,-28,35.69332435,0.11989382
34511,-29,36.00992978,0.11989382
34513,-30,37.03858576,0.11989382
34519,-28,35.96631944,0.11989382
34537,-33,39.72449198,0.11989382
34543,-35,40.58540883,0.11989382
34549,-36,41.24518489,0.11989382
34583,-33,38.84867283,0.11989382
34589,-32,38.24227204,0.11989382
34591,-32,38.96721078,0.11989382
34603,-30,38.00536290,0.11989382
34607,-31,39.44190558,0.11989382
34613,-33,40.72375727,0.11989382
34631,-32,38.99081185,0.11989382
34649,-30,38.45077135,0.11989382
34651,-31,39.45138995,0.11989382
34667,-28,38.23428956,0.11989382
34673,-28,38.20610265,0.11989382
34679,-31,39.63653716,0.11989382
34687,-32,40.11972977,0.11989382
34693,-34,41.15085146,0.11989382
34703,-35,42.19340877,0.11989382
34721,-37,42.11827410,0.11989382
34729,-38,42.73253871,0.11989382
34739,-35,41.58604736,0.11989382
34747,-38,43.19383895,0.11989382
34757,-37,42.78709122,0.11989382
34759,-38,43.88845768,0.11989382
34763,-37,43.73342043,0.11989382
34781,-36,42.95606158,0.11989382
34807,-32,38.03708518,0.11989382
34819,-29,36.33619966,0.11989382
34841,-25,33.21208416,0.11989382
34843,-27,34.53699695,0.11989382
34847,-26,34.88219287,0.11989382
34849,-27,35.88070803,0.11989382
34871,-25,34.82367305,0.11989382
34877,-24,34.27641181,0.11989382
34883,-25,34.66740539,0.11989382
34897,-26,35.45518086,0.11989382
34913,-24,33.68309948,0.11989382
34919,-24,33.90099614,0.11989382
34939,-21,30.86422953,0.11989382
34949,-23,32.44045516,0.11989382
34961,-21,31.33510457,0.11989382
34963,-23,32.66491097,0.11989382
34981,-20,30.79487947,0.11989382
35023,-12,23.90017817,0.11989382
35027,-14,25.55767919,0.11989382
35051,-10,21.90287118,0.11989382
35053,-11,22.74663339,0.11989382
35059,-13,23.51953910,0.11989382
35069,-12,23.06550979,0.11989382
35081,-11,22.23111652,0.11989382
35083,-12,23.32972200,0.11989382
35089,-14,24.43251108,0.11989382
35099,-12,23.45879478,0.11989382
35107,-10,22.04647028,0.11989382
35111,-12,23.91592740,0.11989382
35117,-16,26.64765126,0.11989382
35129,-20,30.13955463,0.11989382
35141,-17,28.13766087,0.11989382
35149,-16,26.91987575,0.11989382
35153,-16,27.17887963,0.11989382
35159,-16,27.57072723,0.11989382
35171,-20,30.16127699,0.11989382
35201,-17,26.49978115,0.11989382
35221,-18,26.13816652,0.11989382
35227,-21,27.87321875,0.11989382
35251,-16,23.73908893,0.11989382
35257,-17,24.88504212,0.11989382
35267,-15,23.41357848,0.11989382
35279,-18,24.17971545,0.11989382
35281,-19,25.17440643,0.11989382
35291,-21,26.08364446,0.11989382
35311,-23,25.48549736,0.11989382
35317,-25,27.28114358,0.11989382
35323,-26,28.56197739,0.11989382
35327,-28,29.83180516,0.11989382
35339,-27,29.18798039,0.11989382
35353,-25,27.66752598,0.11989382
35363,-24,26.53049954,0.11989382
35381,-25,26.55272722,0.11989382
35393,-26,26.01576141,0.11989382
35401,-27,26.91843047,0.11989382
35407,-29,28.65956327,0.11989382
35419,-27,26.61550125,0.11989382
35423,-28,27.58303623,0.11989382
35437,-27,28.08130343,0.11989382
35447,-27,28.46811326,0.11989382
35449,-28,29.38148123,0.11989382
35461,-28,29.69980813,0.11989382
35491,-24,25.99335620,0.11989382
35507,-21,24.79936332,0.11989382
35509,-22,25.64944475,0.11989382
35521,-16,22.44804323,0.11989382
35527,-15,22.67037272,0.11989382
35531,-18,24.48324903,0.11989382
35533,-19,25.46317146,0.11989382
35537,-20,26.39903585,0.11989382
35543,-22,27.73094650,0.11989382
35569,-25,28.23518672,0.11989382
35573,-28,30.04449823,0.11989382
35591,-26,28.12606578,0.11989382
35593,-27,29.21068053,0.11989382
35597,-28,30.30460380,0.11989382
35603,-27,29.76487533,0.11989382
35617,-24,28.00560570,0.11989382
35671,-23,24.22405098,0.11989382
35677,-22,24.05686410,0.11989382
35729,-15,16.22410320,0.11989382
35731,-16,17.12156331,0.11989382
35747,-21,18.86538442,0.11989382
35753,-22,19.74512923,0.11989382
35759,-22,20.52853840,0.11989382
35771,-19,18.60604254,0.11989382
35797,-16,16.33184481,0.11989382
35801,-17,17.10394610,0.11989382
35803,-18,18.08545644,0.11989382
35809,-18,17.78553549,0.11989382
35831,-11,13.31165695,0.11989382
35837,-11,13.64694015,0.11989382
35839,-12,14.54427638,0.11989382
35851,-11,13.89415768,0.11989382
35863,-8,12.66368709,0.11989382
35869,-11,15.07377735,0.11989382
35879,-9,14.09001583,0.11989382
35897,-9,13.29525135,0.11989382
35899,-9,13.97815152,0.11989382
35911,-12,15.93387797,0.11989382
35923,-11,15.35573562,0.11989382
35933,-11,16.29678133,0.11989382
35951,-4,11.33856336,0.11989382
35993,-5,13.89927314,0.11989382
35999,-7,15.66660600,0.11989382
36007,-11,18.77850656,0.11989382
36011,-11,19.29215991,0.11989382
36013,-12,20.46621665,0.11989382
36017,-14,21.85302592,0.11989382
36037,-8,17.84764760,0.11989382
36061,-12,19.07291546,0.11989382
36067,-12,18.95299223,0.11989382
36073,-14,20.35451208,0.11989382
36083,-12,19.38716576,0.11989382
36097,-13,20.51069526,0.11989382
36107,-10,18.65465066,0.11989382
36109,-11,19.61295508,0.11989382
36131,-6,16.90939948,0.11989382
36137,-5,16.43805792,0.11989382
36161,-5,16.27225395,0.11989382
36187,-5,13.73397772,0.11989382
36191,-7,15.06370220,0.11989382
36209,-6,13.39623901,0.11989382
36217,-7,13.77687673,0.11989382
36229,-7,13.84068168,0.11989382
36241,-9,14.86906052,0.11989382
36251,-9,15.15975628,0.11989382
36263,-7,13.28855446,0.11989382
36269,-5,12.31000324,0.11989382
36277,-9,15.31230756,0.11989382
36293,-4,12.97738941,0.11989382
36307,-3,13.46354108,0.11989382
36313,-4,14.05495979,0.11989382
36319,-6,15.20184470,0.11989382
36341,-3,12.91598717,0.11989382
36343,-4,13.95315915,0.11989382
36353,-5,14.03526150,0.11989382
36389,-3,12.20922474,0.11989382
36571,-7,17.18380844,0.11989382
36583,-7,16.72280383,0.11989382
36587,-9,18.34612592,0.11989382
36599,-13,21.18340703,0.11989382
36607,-12,20.03064274,0.11989382
36629,-6,16.79358473,0.11989382
36637,-7,17.51855723,0.11989382
36643,-7,17.80622719,0.11989382
36653,-7,17.40045300,0.11989382
36677,-4,15.80466363,0.11989382
36683,-3,14.89748520,0.11989382
36697,-4,16.02650822,0.11989382
36709,-8,19.28734318,0.11989382
36713,-10,20.56779788,0.11989382
36721,-10,20.98280550,0.11989382
36739,-5,16.46858983,0.11989382
36749,-7,17.67932260,0.11989382
36761,-5,17.36508659,0.11989382
36767,-5,17.20659714,0.11989382
36781,-3,16.04883399,0.11989382
36787,-7,18.77518902,0.11989382
36791,-6,18.97460556,0.11989382
36793,-7,19.95506517,0.11989382
36809,-5,19.38872869,0.11989382
36821,-8,20.04885854,0.11989382
36833,-3,16.67819971,0.11989382
36847,-5,18.49267269,0.11989382
36857,-4,17.56584534,0.11989382
36871,-7,20.06231270,0.11989382
36877,-9,21.72896082,0.11989382
36887,-10,22.56770747,0.11989382
36899,-13,23.45081524,0.11989382
36901,-14,24.44319930,0.11989382
36913,-15,24.90663831,0.11989382
36919,-15,25.93290299,0.11989382
36923,-16,26.97635395,0.11989382
36929,-18,28.63768673,0.11989382
36931,-18,29.36615113,0.11989382
36943,-21,32.41752423,0.11989382
36947,-22,33.46759137,0.11989382
36973,-18,29.52835375,0.11989382
36979,-18,29.30479266,0.11989382
36997,-15,27.45229531,0.11989382
37003,-15,27.41653125,0.11989382
37013,-17,29.00532304,0.11989382
37019,-19,30.98502578,0.11989382
37021,-20,31.84440673,0.11989382
37039,-16,28.48423471,0.11989382
37049,-15,28.43645281,0.11989382
37057,-17,30.48492959,0.11989382
37061,-20,32.33027179,0.11989382
37087,-11,26.26876802,0.11989382
37097,-14,27.53698875,0.11989382
37117,-15,28.26125730,0.11989382
37123,-14,27.91062520,0.11989382
37139,-12,25.59771049,0.11989382
37159,-7,21.91315664,0.11989382
37171,-8,22.56824886,0.11989382
37181,-9,23.36793333,0.11989382
37189,-8,22.72994514,0.11989382
37199,-12,24.56549864,0.11989382
37201,-13,25.56512098,0.11989382
37217,-14,26.27291783,0.11989382
37223,-19,29.71888691,0.11989382
37243,-17,27.00607417,0.11989382
37253,-19,28.57461210,0.11989382
37273,-23,31.05508859,0.11989382
37277,-23,31.20746364,0.11989382
37307,-26,30.16218839,0.11989382
37309,-27,31.33771570,0.11989382
37313,-28,31.99097469,0.11989382
37321,-31,34.02298858,0.11989382
37337,-31,32.48030093,0.11989382
37339,-32,33.45104359,0.11989382
37357,-32,32.76116387,0.11989382
37361,-32,33.50498142,0.11989382
37363,-32,34.19879874,0.11989382
37369,-32,34.92346090,0.11989382
37379,-34,36.01992711,0.11989382
37397,-33,34.14977957,0.11989382
37409,-30,32.23835704,0.11989382
37423,-35,35.56884530,0.11989382
37441,-28,31.42103285,0.11989382
37447,-30,32.48180521,0.11989382
37463,-27,30.97281929,0.11989382
37483,-27,30.49096905,0.11989382
37489,-26,29.73493882,0.11989382
37493,-25,29.48765807,0.11989382
37501,-26,30.84633388,0.11989382
37507,-30,33.27561723,0.11989382
37511,-30,33.32838427,0.11989382
37517,-30,34.41007371,0.11989382
37529,-32,35.03637982,0.11989382
37537,-30,33.87446311,0.11989382
37547,-32,35.56869624,0.11989382
37549,-33,36.52816529,0.11989382
37561,-32,36.61228204,0.11989382
37567,-36,39.25391404,0.11989382
37571,-38,40.79239836,0.11989382
37573,-39,41.64014517,0.11989382
37579,-39,41.42529337,0.11989382
37589,-35,39.51851229,0.11989382
37591,-37,40.74135549,0.11989382
37607,-37,40.69722013,0.11989382
37619,-39,41.09946592,0.11989382
37633,-38,40.23491858,0.11989382
37643,-37,40.01435724,0.11989382
37649,-38,41.08455766,0.11989382
37657,-39,41.57470458,0.11989382
37663,-40,41.62303374,0.11989382
37691,-41,40.70050174,0.11989382
37693,-42,41.72367449,0.11989382
37699,-43,43.30630693,0.11989382
37717,-44,42.99634869,0.11989382
37747,-40,39.26711639,0.11989382
37781,-34,32.39140612,0.11989382
37783,-35,33.49728284,0.11989382
37799,-36,33.33310791,0.11989382
37811,-36,33.16138310,0.11989382
37813,-37,34.02113649,0.11989382
37831,-36,32.90601680,0.11989382
37847,-33,30.22997641,0.11989382
37853,-32,29.56928104,0.11989382
37861,-34,31.01172941,0.11989382
37871,-35,31.13260550,0.11989382
37879,-36,32.36578827,0.11989382
37889,-36,32.56869183,0.11989382
37897,-35,31.92385465,0.11989382
37907,-37,32.03281224,0.11989382
37951,-25,21.98629657,0.11989382
37957,-26,22.54895734,0.11989382
37963,-24,21.55130395,0.11989382
37967,-27,23.30755890,0.11989382
37987,-30,24.35453542,0.11989382
37991,-30,24.74182963,0.11989382
37993,-31,25.83331290,0.11989382
37997,-31,26.16886820,0.11989382
38011,-36,29.85695350,0.11989382
38039,-31,24.59648982,0.11989382
38047,-32,25.06666125,0.11989382
38053,-33,25.81574866,0.11989382
38069,-32,24.33188483,0.11989382
38083,-31,23.33024975,0.11989382
38113,-23,17.25653356,0.11989382
38119,-23,17.38983550,0.11989382
38149,-23,15.76330102,0.11989382
38153,-24,16.80270252,0.11989382
38167,-23,15.40440445,0.11989382
38177,-21,14.79933378,0.11989382
38183,-21,14.51631430,0.11989382
38189,-24,16.14202058,0.11989382
38197,-25,16.28911644,0.11989382
38201,-26,17.26116206,0.11989382
38219,-30,19.00803670,0.11989382
38231,-31,20.31470400,0.11989382
38237,-35,23.16302088,0.11989382
38239,-37,24.50499196,0.11989382
38261,-34,22.62059647,0.11989382
38273,-31,20.95985105,0.11989382
38281,-31,20.69843892,0.11989382
38287,-31,21.36256842,0.11989382
38299,-28,19.49151539,0.11989382
38303,-31,21.60721446,0.11989382
38317,-33,23.69026970,0.11989382
38321,-35,25.33755164,0.11989382
38327,-34,24.70233360,0.11989382
38329,-35,25.79443594,0.11989382
38333,-37,26.97453828,0.11989382
38351,-37,24.50725220,0.11989382
38371,-36,24.11864939,0.11989382
38377,-37,25.07219229,0.11989382
38393,-38,24.18754815,0.11989382
38431,-24,15.45426664,0.11989382
38447,-22,14.20442012,0.11989382
38449,-23,15.21295059,0.11989382
38453,-25,16.62117542,0.11989382
38459,-25,16.35597775,0.11989382
38461,-26,17.22651071,0.11989382
38501,-23,14.07884885,0.11989382
38543,-15,5.54229489,0.11989382
38557,-17,6.88228718,0.11989382
38561,-18,7.69602437,0.11989382
38567,-21,9.77139319,0.11989382
38569,-22,10.87099343,0.11989382
38593,-17,6.73260798,0.11989382
38603,-15,5.51986823,0.11989382
38609,-19,8.55490501,0.11989382
38611,-20,9.57338825,0.11989382
38629,-17,8.27159785,0.11989382
38639,-16,8.18313710,0.11989382
38651,-18,8.99447545,0.11989382
38653,-19,10.18145994,0.11989382
38669,-16,9.68492042,0.11989382
38671,-16,10.41646385,0.11989382
38677,-18,11.35087772,0.11989382
38693,-15,8.99442064,0.11989382
38699,-18,11.00295813,0.11989382
38707,-19,11.46365513,0.11989382
38711,-20,11.97805541,0.11989382
38713,-21,13.06866699,0.11989382
38723,-20,11.76939782,0.11989382
38729,-21,12.80993817,0.11989382
38737,-23,15.18229204,0.11989382
38747,-24,16.29256429,0.11989382
38749,-25,17.47222173,0.11989382
38767,-23,16.58112891,0.11989382
38783,-21,15.78222345,0.11989382
38791,-20,14.79714129,0.11989382
38803,-20,15.25793764,0.11989382
38821,-21,15.43572623,0.11989382
38833,-19,15.19403745,0.11989382
38839,-19,15.01292134,0.11989382
38851,-20,16.37404599,0.11989382
38861,-19,16.62175330,0.11989382
38867,-19,16.69442613,0.11989382
38873,-19,16.84913752,0.11989382
38891,-19,14.77524626,0.11989382
38903,-19,14.64194339,0.11989382
38917,-19,16.18918214,0.11989382
