Sieving to 243799 ...
Sieve done. Scanning qualifying primes (M(p) <= -3) up to 200000 ...
p,M_p,R,min_R_so_far
140453,-74,53.27532205,0.00683432
140473,-72,52.50317455,0.00683432
140477,-72,52.90270478,0.00683432
140521,-70,49.75869490,0.00683432
140527,-73,51.64978796,0.00683432
140533,-75,52.58360380,0.00683432
140549,-78,55.39098789,0.00683432
140551,-79,56.33633414,0.00683432
140557,-80,56.85992649,0.00683432
140587,-85,59.19661812,0.00683432
140593,-84,59.16022773,0.00683432
140603,-82,57.05761515,0.00683432
140611,-87,60.81402746,0.00683432
140617,-89,61.86457000,0.00683432
140627,-88,61.95897328,0.00683432
140629,-89,63.12968442,0.00683432
140639,-89,62.63946167,0.00683432
140659,-92,65.27709388,0.00683432
140663,-94,66.35641493,0.00683432
140677,-98,68.75294586,0.00683432
140681,-100,70.31815504,0.00683432
140683,-102,71.65202595,0.00683432
140689,-100,70.50309852,0.00683432
140717,-99,70.96258843,0.00683432
140729,-102,72.98577328,0.00683432
140731,-102,73.71693238,0.00683432
140741,-108,78.16356935,0.00683432
140759,-102,73.48839136,0.00683432
140761,-103,74.50389953,0.00683432
140773,-105,77.70463436,0.00683432
140779,-107,79.17418919,0.00683432
140797,-108,79.98328128,0.00683432
140813,-103,75.60461955,0.00683432
140827,-102,74.72950468,0.00683432
140831,-103,75.31791298,0.00683432
140837,-103,75.80652118,0.00683432
140839,-105,77.13894030,0.00683432
140863,-100,73.24055283,0.00683432
140867,-101,74.35958603,0.00683432
140869,-102,75.40537740,0.00683432
140891,-98,72.83880684,0.00683432
140893,-99,73.67587818,0.00683432
140897,-101,74.94236341,0.00683432
140909,-100,74.08251146,0.00683432
140929,-100,75.26590120,0.00683432
140939,-103,78.87070580,0.00683432
140977,-101,75.45020406,0.00683432
140983,-100,74.83296004,0.00683432
140989,-103,76.66120186,0.00683432
141023,-96,71.39821546,0.00683432
141041,-102,74.42460391,0.00683432
141061,-97,70.49756348,0.00683432
141067,-101,73.19744452,0.00683432
141073,-104,74.92273525,0.00683432
141079,-102,74.37336901,0.00683432
141101,-100,74.28344988,0.00683432
141107,-100,74.13863142,0.00683432
141121,-100,74.00367313,0.00683432
141131,-98,72.81340656,0.00683432
141157,-90,67.27898351,0.00683432
141161,-93,69.53424597,0.00683432
141179,-87,66.80030680,0.00683432
141181,-88,67.91906558,0.00683432
141199,-89,68.42234530,0.00683432
141209,-92,70.52629780,0.00683432
141221,-92,70.41507921,0.00683432
141223,-94,71.74737390,0.00683432
141233,-96,73.49571926,0.00683432
141241,-97,74.01867474,0.00683432
141257,-95,72.27011649,0.00683432
141263,-94,71.61127564,0.00683432
141269,-95,72.66507268,0.00683432
141277,-97,73.17321505,0.00683432
141283,-95,72.06635741,0.00683432
141301,-93,69.26117221,0.00683432
141307,-94,70.68371081,0.00683432
141311,-94,71.25730126,0.00683432
141319,-95,72.21644778,0.00683432
141353,-101,76.18071343,0.00683432
141359,-101,76.71845349,0.00683432
141371,-102,78.06512839,0.00683432
141397,-100,75.18665036,0.00683432
141403,-103,77.33761075,0.00683432
141413,-100,74.96179164,0.00683432
141439,-93,69.82641280,0.00683432
141443,-94,70.57997972,0.00683432
141461,-96,71.54815714,0.00683432
141481,-99,71.42500385,0.00683432
141497,-100,71.42740169,0.00683432
141499,-101,72.33574205,0.00683432
141509,-101,72.58031617,0.00683432
141511,-103,73.83633150,0.00683432
141529,-99,70.34696312,0.00683432
141539,-98,69.86052231,0.00683432
141551,-97,69.95238756,0.00683432
141587,-98,68.66595526,0.00683432
141601,-103,71.28345418,0.00683432
141613,-108,75.64933510,0.00683432
141619,-108,75.81004701,0.00683432
141623,-108,75.98004983,0.00683432
141629,-111,77.83421370,0.00683432
141637,-112,78.83188948,0.00683432
141649,-112,79.15568751,0.00683432
141653,-113,80.22313894,0.00683432
141667,-117,83.57355150,0.00683432
141671,-117,84.44008702,0.00683432
141677,-120,86.67645263,0.00683432
141679,-121,87.57436278,0.00683432
141689,-121,88.21690382,0.00683432
141697,-122,89.61346705,0.00683432
141707,-125,91.98521427,0.00683432
141709,-126,92.96747611,0.00683432
141719,-129,95.99787127,0.00683432
141731,-128,94.89503561,0.00683432
141761,-118,86.81892746,0.00683432
141767,-121,88.84998301,0.00683432
141769,-122,89.82633245,0.00683432
141773,-123,90.68016797,0.00683432
141793,-124,90.84597466,0.00683432
141803,-129,94.09898432,0.00683432
141811,-130,94.46770750,0.00683432
141829,-128,92.57751529,0.00683432
141833,-128,93.10272825,0.00683432
141851,-130,94.97798754,0.00683432
141853,-131,96.14860573,0.00683432
141863,-131,95.09497822,0.00683432
141871,-134,98.23302563,0.00683432
141907,-125,92.02722020,0.00683432
141917,-122,90.75221560,0.00683432
141931,-122,90.06782437,0.00683432
141937,-121,89.60406101,0.00683432
141941,-121,89.97215049,0.00683432
141959,-120,90.24373612,0.00683432
141961,-121,91.24409979,0.00683432
141971,-124,93.23220780,0.00683432
141991,-122,91.28798155,0.00683432
142007,-118,88.82712710,0.00683432
142019,-118,89.26258321,0.00683432
142031,-117,88.36304335,0.00683432
142039,-118,88.81579195,0.00683432
142049,-118,89.58687017,0.00683432
142057,-117,89.48532621,0.00683432
142061,-116,89.59408945,0.00683432
142067,-118,90.67373815,0.00683432
142097,-119,89.80307180,0.00683432
142099,-119,90.50159079,0.00683432
142111,-122,92.32290392,0.00683432
142123,-128,96.46686816,0.00683432
142151,-121,89.90431712,0.00683432
142157,-120,89.84123029,0.00683432
142159,-122,91.13857932,0.00683432
142169,-121,90.92136224,0.00683432
142183,-123,91.54389738,0.00683432
142189,-123,91.77430493,0.00683432
142193,-123,92.14131310,0.00683432
142211,-119,89.77025476,0.00683432
142217,-119,89.75068189,0.00683432
142223,-119,90.33727544,0.00683432
142231,-121,90.69789635,0.00683432
142237,-120,90.52384164,0.00683432
142271,-117,88.73095074,0.00683432
142297,-109,81.87966241,0.00683432
142319,-108,81.27215535,0.00683432
142327,-106,80.22904927,0.00683432
142357,-100,75.29576107,0.00683432
142369,-104,77.99793726,0.00683432
142381,-102,76.89087752,0.00683432
142391,-99,75.68504737,0.00683432
142403,-100,76.41835681,0.00683432
142421,-103,77.58841507,0.00683432
142427,-101,76.99204156,0.00683432
142433,-103,78.30528876,0.00683432
142453,-109,81.86000281,0.00683432
142469,-109,80.98907910,0.00683432
142501,-106,77.10117129,0.00683432
142529,-104,75.45127535,0.00683432
142537,-105,76.67012699,0.00683432
142543,-105,77.15397536,0.00683432
142547,-108,79.16104923,0.00683432
142553,-108,79.53034688,0.00683432
142559,-109,81.00574893,0.00683432
142567,-107,79.73138654,0.00683432
142573,-108,81.12457345,0.00683432
142589,-103,77.70492103,0.00683432
142591,-104,78.73897506,0.00683432
142601,-104,79.27443921,0.00683432
142607,-106,80.10610374,0.00683432
142609,-107,81.14692746,0.00683432
142619,-108,82.46430660,0.00683432
142657,-103,79.07039754,0.00683432
142673,-102,78.10747842,0.00683432
142697,-94,72.54387350,0.00683432
142699,-94,73.22913221,0.00683432
142711,-93,71.69435641,0.00683432
142733,-86,67.17513706,0.00683432
142757,-83,65.76037762,0.00683432
142759,-84,66.84277801,0.00683432
142771,-85,67.68326052,0.00683432
142787,-80,64.94213934,0.00683432
142789,-81,65.77939980,0.00683432
142799,-78,64.63667780,0.00683432
142811,-83,67.46046506,0.00683432
142837,-79,64.73717909,0.00683432
142841,-79,65.55367255,0.00683432
142867,-74,61.33351547,0.00683432
142871,-75,61.76448159,0.00683432
142873,-76,62.84541386,0.00683432
142897,-79,64.72545101,0.00683432
142903,-78,64.56138635,0.00683432
142907,-77,64.48150406,0.00683432
142939,-72,58.86457834,0.00683432
142949,-68,56.84412802,0.00683432
142963,-68,56.19467669,0.00683432
142969,-69,57.91443024,0.00683432
142973,-69,58.47463533,0.00683432
142979,-68,58.22347184,0.00683432
142981,-69,59.09147006,0.00683432
142993,-68,58.33996516,0.00683432
143053,-60,49.42854727,0.00683432
143063,-61,50.36732908,0.00683432
143093,-59,48.56081151,0.00683432
143107,-52,43.99225296,0.00683432
143111,-52,44.20424290,0.00683432
143113,-53,45.12205167,0.00683432
143137,-55,45.63630406,0.00683432
143141,-54,45.28156703,0.00683432
143159,-54,44.86734009,0.00683432
143177,-53,43.80929490,0.00683432
143197,-54,44.15569195,0.00683432
143239,-52,40.75185417,0.00683432
143243,-51,40.88746027,0.00683432
143249,-53,42.19328023,0.00683432
143257,-55,43.75850694,0.00683432
143261,-57,45.43116300,0.00683432
143263,-58,46.39641452,0.00683432
143281,-63,49.09096949,0.00683432
143287,-66,50.87417810,0.00683432
143291,-68,52.09568301,0.00683432
143329,-64,47.62739900,0.00683432
143333,-63,47.81176365,0.00683432
143357,-58,44.03572805,0.00683432
143387,-58,42.81303410,0.00683432
143401,-53,39.23727214,0.00683432
143413,-55,39.36438368,0.00683432
143419,-55,39.23894648,0.00683432
143443,-51,35.52247984,0.00683432
143461,-50,32.66935895,0.00683432
143467,-53,34.66708164,0.00683432
143477,-54,34.49957168,0.00683432
143483,-55,35.83433249,0.00683432
143489,-54,35.69191166,0.00683432
143501,-61,41.42720780,0.00683432
143503,-63,42.76163627,0.00683432
143509,-63,43.22479591,0.00683432
143513,-62,43.04160526,0.00683432
143519,-64,44.17808240,0.00683432
143527,-63,44.79601820,0.00683432
143537,-62,44.58225346,0.00683432
143551,-64,46.52823853,0.00683432
143567,-63,46.12059635,0.00683432
143569,-64,47.12992310,0.00683432
143573,-64,47.20411114,0.00683432
143593,-61,44.55487993,0.00683432
143609,-60,42.92354944,0.00683432
143617,-57,41.21750038,0.00683432
143629,-58,42.13107003,0.00683432
143651,-52,38.99469558,0.00683432
143653,-53,40.15828182,0.00683432
143669,-55,41.16625296,0.00683432
143677,-56,42.89980685,0.00683432
143687,-56,42.47843860,0.00683432
143699,-60,45.22135373,0.00683432
143711,-60,46.35701492,0.00683432
143719,-61,46.75038992,0.00683432
143729,-60,46.51900714,0.00683432
143743,-59,45.07330876,0.00683432
143779,-49,37.02746881,0.00683432
143791,-48,37.07812112,0.00683432
143797,-49,37.69735630,0.00683432
143807,-50,38.33219988,0.00683432
143813,-49,38.21775503,0.00683432
143821,-47,37.82255331,0.00683432
143827,-51,40.45424090,0.00683432
143831,-51,41.38513146,0.00683432
143833,-52,42.31006565,0.00683432
143873,-45,35.35059155,0.00683432
143879,-46,36.42597292,0.00683432
143881,-47,37.48086295,0.00683432
143909,-42,34.62304966,0.00683432
143947,-36,27.75359774,0.00683432
143953,-37,28.30497074,0.00683432
143971,-39,29.12594046,0.00683432
143977,-39,29.65717036,0.00683432
143981,-42,31.56946666,0.00683432
143999,-39,29.58544092,0.00683432
144013,-45,32.78896103,0.00683432
144031,-42,30.19292046,0.00683432
144037,-44,31.57827050,0.00683432
144061,-44,30.28146460,0.00683432
144071,-43,29.70191367,0.00683432
144073,-44,30.69010418,0.00683432
144103,-37,23.72635068,0.00683432
144139,-36,21.25497289,0.00683432
144161,-38,22.91992962,0.00683432
144163,-39,24.03010857,0.00683432
144167,-40,25.26903685,0.00683432
144169,-41,26.35434705,0.00683432
144173,-41,26.99878842,0.00683432
144203,-37,23.16773253,0.00683432
144223,-35,22.43422980,0.00683432
144241,-34,20.68318526,0.00683432
144247,-36,22.10086615,0.00683432
144253,-37,22.65264025,0.00683432
144259,-36,22.02782300,0.00683432
144271,-39,23.89710550,0.00683432
144289,-36,22.14280646,0.00683432
144299,-35,21.11982586,0.00683432
144307,-37,22.37059282,0.00683432
144311,-40,24.62344313,0.00683432
144323,-42,26.88206832,0.00683432
144341,-40,24.62159588,0.00683432
144349,-43,27.10143849,0.00683432
144379,-41,23.70802316,0.00683432
144383,-42,24.74662484,0.00683432
144407,-39,23.51954119,0.00683432
144409,-40,24.44172551,0.00683432
144413,-41,25.99330091,0.00683432
144427,-44,28.14293809,0.00683432
144439,-49,29.78090116,0.00683432
144451,-52,33.21071651,0.00683432
144461,-52,33.60868298,0.00683432
144479,-51,32.28928703,0.00683432
144481,-52,33.29731478,0.00683432
144497,-54,34.16866300,0.00683432
144511,-50,31.69076615,0.00683432
144539,-51,31.00006775,0.00683432
144541,-52,32.03766026,0.00683432
144563,-50,29.90299081,0.00683432
144569,-52,31.44262854,0.00683432
144577,-53,32.53994243,0.00683432
144583,-52,32.00227736,0.00683432
144589,-51,31.61738621,0.00683432
144593,-50,31.62507690,0.00683432
144611,-52,31.37063722,0.00683432
144629,-51,30.25069777,0.00683432
144659,-58,31.84322639,0.00683432
144667,-57,30.75233428,0.00683432
144671,-59,32.36033379,0.00683432
144701,-64,35.75223841,0.00683432
144709,-61,33.80991724,0.00683432
144719,-60,33.71258912,0.00683432
144731,-62,35.94518050,0.00683432
144737,-62,35.81453130,0.00683432
144751,-57,32.18847630,0.00683432
144757,-57,32.55862143,0.00683432
144763,-57,33.41577490,0.00683432
144773,-53,31.26722536,0.00683432
144779,-54,31.77964979,0.00683432
144791,-55,32.42344193,0.00683432
144817,-55,30.68739671,0.00683432
144829,-54,29.77681317,0.00683432
144839,-56,31.70566691,0.00683432
144847,-55,31.31506605,0.00683432
144883,-55,29.52333268,0.00683432
144887,-54,29.85045353,0.00683432
144889,-55,30.93119167,0.00683432
144899,-57,31.49417167,0.00683432
144917,-63,36.27926725,0.00683432
144931,-59,33.03286371,0.00683432
144941,-54,30.54885383,0.00683432
144961,-53,28.69435086,0.00683432
144967,-53,29.34900807,0.00683432
144973,-53,29.06046410,0.00683432
144983,-55,30.67024585,0.00683432
145007,-55,30.58253335,0.00683432
145009,-56,31.56903047,0.00683432
145021,-54,29.90611761,0.00683432
145031,-58,32.64440445,0.00683432
145037,-59,33.45602826,0.00683432
145043,-60,34.25608513,0.00683432
145063,-54,30.34561578,0.00683432
145069,-52,29.41694177,0.00683432
145091,-50,27.10839573,0.00683432
145109,-47,24.81920905,0.00683432
145121,-45,23.07809257,0.00683432
145133,-46,23.81953926,0.00683432
145139,-47,24.69447675,0.00683432
145177,-41,18.81370963,0.00683432
145193,-45,20.26225173,0.00683432
145207,-50,24.06626673,0.00683432
145213,-52,26.51978517,0.00683432
145219,-54,27.21010968,0.00683432
145253,-44,18.38630572,0.00683432
145259,-45,19.56412948,0.00683432
145267,-47,20.87563755,0.00683432
145283,-48,20.80848236,0.00683432
145289,-48,21.39858679,0.00683432
145303,-47,20.95725230,0.00683432
145307,-47,21.83270839,0.00683432
145349,-46,21.90587252,0.00683432
145361,-47,22.39698467,0.00683432
145381,-49,23.20987104,0.00683432
145391,-49,22.82883606,0.00683432
145399,-48,22.39644696,0.00683432
145417,-48,22.08601777,0.00683432
145423,-48,21.67200366,0.00683432
145433,-47,20.63965040,0.00683432
145441,-47,21.17207477,0.00683432
145451,-46,21.16116639,0.00683432
145459,-49,24.07010855,0.00683432
145463,-50,24.72701566,0.00683432
145471,-53,27.67211498,0.00683432
145477,-54,28.42889861,0.00683432
145487,-55,29.58897309,0.00683432
145501,-57,29.80082207,0.00683432
145511,-57,29.56039232,0.00683432
145513,-58,30.53546320,0.00683432
145517,-59,31.71131297,0.00683432
145531,-55,28.64825096,0.00683432
145543,-59,32.19304372,0.00683432
145547,-60,33.06719795,0.00683432
145549,-61,34.01706116,0.00683432
145577,-57,31.19040951,0.00683432
145589,-59,32.40448576,0.00683432
145601,-63,35.53628412,0.00683432
145603,-64,36.64488933,0.00683432
145633,-61,34.51968207,0.00683432
145637,-62,35.69101234,0.00683432
145643,-64,37.68264880,0.00683432
145661,-63,36.01422800,0.00683432
145679,-62,36.05590989,0.00683432
145681,-63,37.01921537,0.00683432
145687,-65,37.78749985,0.00683432
145703,-62,35.42308841,0.00683432
145709,-62,36.13126605,0.00683432
145721,-63,37.38551115,0.00683432
145723,-63,38.05224662,0.00683432
145753,-60,35.65786707,0.00683432
145757,-60,36.30128203,0.00683432
145759,-60,36.98741442,0.00683432
145771,-57,34.31011942,0.00683432
145777,-59,35.99154763,0.00683432
145799,-59,36.09998082,0.00683432
145807,-56,34.55033745,0.00683432
145819,-55,34.43369229,0.00683432
145823,-56,35.36254016,0.00683432
145829,-58,36.79857850,0.00683432
145861,-56,36.81603594,0.00683432
145879,-51,33.60033248,0.00683432
145897,-48,31.40182347,0.00683432
145903,-50,32.89076676,0.00683432
145931,-45,28.16007219,0.00683432
145933,-46,29.32581610,0.00683432
145949,-42,26.51076650,0.00683432
145963,-42,26.94799298,0.00683432
145967,-43,27.72733955,0.00683432
145969,-44,28.76743103,0.00683432
145987,-44,28.89454047,0.00683432
145991,-44,29.20308703,0.00683432
146009,-45,28.62110251,0.00683432
146011,-47,29.87225271,0.00683432
146021,-44,28.14479318,0.00683432
146023,-46,29.47021745,0.00683432
146033,-46,30.27223179,0.00683432
146051,-42,28.73129851,0.00683432
146057,-44,29.62872792,0.00683432
146059,-44,30.32171567,0.00683432
146063,-46,31.33502975,0.00683432
146077,-48,33.17799218,0.00683432
146093,-45,31.96481650,0.00683432
146099,-47,34.03679119,0.00683432
146117,-46,32.85795556,0.00683432
146141,-45,31.48130421,0.00683432
146161,-41,26.80229047,0.00683432
146173,-40,26.47557081,0.00683432
146191,-41,27.27876083,0.00683432
146197,-43,28.67760170,0.00683432
146203,-43,28.53781223,0.00683432
146213,-43,27.99771827,0.00683432
146221,-42,27.07505372,0.00683432
146239,-47,29.42229769,0.00683432
146249,-50,31.85531952,0.00683432
146273,-43,26.83430974,0.00683432
146291,-41,24.12763821,0.00683432
146297,-42,24.65895298,0.00683432
146299,-42,25.33005695,0.00683432
146309,-43,26.39585579,0.00683432
146317,-45,28.44458527,0.00683432
146323,-45,28.34504517,0.00683432
146347,-46,28.10837782,0.00683432
146359,-43,25.60617938,0.00683432
146369,-44,27.07430998,0.00683432
146381,-46,28.49063536,0.00683432
146383,-46,29.16388507,0.00683432
146389,-49,31.65651433,0.00683432
146407,-47,29.28188677,0.00683432
146417,-47,28.75727016,0.00683432
146423,-49,30.86118484,0.00683432
146437,-47,28.54966169,0.00683432
146449,-45,27.06951790,0.00683432
146477,-41,23.36460887,0.00683432
146513,-45,24.66873165,0.00683432
146519,-46,25.02257955,0.00683432
146521,-47,26.04088952,0.00683432
146527,-50,27.91692511,0.00683432
146539,-55,31.51509799,0.00683432
146543,-56,32.11799480,0.00683432
146563,-54,30.48768152,0.00683432
146581,-51,27.12723923,0.00683432
146603,-46,25.13266493,0.00683432
146609,-46,25.59317267,0.00683432
146617,-45,24.38774421,0.00683432
146639,-43,21.87104465,0.00683432
146647,-44,23.26728949,0.00683432
146669,-41,21.92238813,0.00683432
146677,-41,22.99064360,0.00683432
146681,-44,24.93952841,0.00683432
146683,-45,25.82883926,0.00683432
146701,-48,26.87899452,0.00683432
146719,-45,24.19705449,0.00683432
146743,-37,18.06178160,0.00683432
146749,-38,18.37322530,0.00683432
146767,-36,18.03336963,0.00683432
146777,-33,16.49367439,0.00683432
146801,-38,18.92671610,0.00683432
146807,-39,19.60045923,0.00683432
146819,-41,20.92924853,0.00683432
146833,-45,22.77618917,0.00683432
146837,-45,22.86532547,0.00683432
146843,-46,23.90980239,0.00683432
146849,-48,26.01244433,0.00683432
146857,-52,28.92019922,0.00683432
146891,-50,26.48849207,0.00683432
146893,-51,27.65975880,0.00683432
146917,-49,25.99529864,0.00683432
146921,-48,25.92990004,0.00683432
146933,-47,26.57856402,0.00683432
146941,-50,28.72612662,0.00683432
146953,-46,26.94613500,0.00683432
146977,-43,24.27370764,0.00683432
146983,-45,25.41949530,0.00683432
146987,-46,26.44887776,0.00683432
146989,-47,27.46573258,0.00683432
147011,-48,26.51684216,0.00683432
147029,-45,24.45392519,0.00683432
147031,-46,25.46581769,0.00683432
147047,-48,26.69491307,0.00683432
147073,-46,24.79917185,0.00683432
147083,-48,25.91585680,0.00683432
147089,-51,28.58861108,0.00683432
147097,-47,26.82228983,0.00683432
147107,-48,27.61592445,0.00683432
147137,-39,18.96075600,0.00683432
147139,-39,19.62541779,0.00683432
147151,-37,18.23292727,0.00683432
147163,-41,21.45890114,0.00683432
147179,-39,19.74759879,0.00683432
147197,-36,18.32132220,0.00683432
147209,-42,22.03957213,0.00683432
147211,-44,23.26539684,0.00683432
147221,-42,22.09417889,0.00683432
147227,-43,23.42848442,0.00683432
147229,-44,24.59876882,0.00683432
147253,-44,23.31169032,0.00683432
147263,-48,26.22976562,0.00683432
147283,-47,25.60108745,0.00683432
147289,-48,26.74790803,0.00683432
147293,-51,28.96753180,0.00683432
147299,-55,31.84444523,0.00683432
147311,-57,33.26142689,0.00683432
147319,-57,33.12084223,0.00683432
147331,-59,35.11052326,0.00683432
147341,-61,36.10772827,0.00683432
147347,-61,36.80320616,0.00683432
147353,-60,36.28276233,0.00683432
147377,-57,34.40732684,0.00683432
147391,-58,34.44521259,0.00683432
147397,-61,36.60048024,0.00683432
147401,-62,37.65398772,0.00683432
147409,-61,36.86947145,0.00683432
147419,-58,35.44165207,0.00683432
147449,-57,32.65492163,0.00683432
147451,-58,33.59433533,0.00683432
147457,-58,34.36107167,0.00683432
147481,-55,30.81274163,0.00683432
147487,-57,32.64836010,0.00683432
147503,-60,34.12217291,0.00683432
147517,-59,33.13345215,0.00683432
147541,-57,31.51139577,0.00683432
147547,-57,31.98510127,0.00683432
147551,-59,33.32586072,0.00683432
147557,-60,35.02793938,0.00683432
147571,-63,37.26476286,0.00683432
147583,-63,37.73903970,0.00683432
147607,-60,34.53531054,0.00683432
147613,-61,36.03140043,0.00683432
147617,-62,37.04030138,0.00683432
147629,-62,36.44881406,0.00683432
147647,-58,34.81746054,0.00683432
147661,-57,34.27542291,0.00683432
147671,-60,36.27533812,0.00683432
147673,-61,37.25188761,0.00683432
147689,-61,36.34425350,0.00683432
147703,-58,34.59793864,0.00683432
147709,-57,34.26106818,0.00683432
147727,-62,37.58183200,0.00683432
147739,-62,36.41705280,0.00683432
147743,-62,36.81062365,0.00683432
147761,-63,36.70004676,0.00683432
147769,-62,35.81793730,0.00683432
147773,-62,36.29291009,0.00683432
147779,-62,37.06468678,0.00683432
147787,-64,37.92727062,0.00683432
147793,-67,39.73670019,0.00683432
147799,-65,39.04781584,0.00683432
147811,-67,39.36761275,0.00683432
147827,-68,39.88363776,0.00683432
147853,-65,37.51070240,0.00683432
147859,-64,37.25167297,0.00683432
147863,-65,38.60604525,0.00683432
147881,-67,39.86391198,0.00683432
147919,-63,36.34366062,0.00683432
147937,-59,33.95504450,0.00683432
147949,-57,32.02307646,0.00683432
147977,-64,36.33533892,0.00683432
147997,-63,35.07721234,0.00683432
148013,-60,32.94021903,0.00683432
148021,-61,33.38169649,0.00683432
148061,-59,31.72491785,0.00683432
148063,-61,33.05594354,0.00683432
148073,-62,33.12641526,0.00683432
148079,-64,33.85502545,0.00683432
148091,-64,34.29990604,0.00683432
148123,-59,30.85218665,0.00683432
148139,-59,30.69666079,0.00683432
148147,-57,29.29074123,0.00683432
148151,-58,30.56580082,0.00683432
148153,-59,31.65242521,0.00683432
148157,-60,32.33070804,0.00683432
148171,-59,31.57250083,0.00683432
148193,-59,30.54038089,0.00683432
148199,-61,32.26306324,0.00683432
148201,-62,33.27207310,0.00683432
148207,-60,32.51408996,0.00683432
148229,-63,34.55377504,0.00683432
148243,-60,32.12523214,0.00683432
148249,-62,32.90064797,0.00683432
148279,-60,31.74776025,0.00683432
148301,-53,26.91907914,0.00683432
148303,-54,28.00212901,0.00683432
148331,-51,24.99595799,0.00683432
148339,-52,25.87631929,0.00683432
148361,-49,22.85542506,0.00683432
148367,-49,23.21735824,0.00683432
148381,-46,21.95490851,0.00683432
148387,-47,23.23226911,0.00683432
148399,-44,20.52033784,0.00683432
148403,-44,21.21403257,0.00683432
148411,-45,22.90924514,0.00683432
148429,-45,23.06966359,0.00683432
148439,-46,23.23559740,0.00683432
148457,-46,22.60414116,0.00683432
148469,-46,22.92403217,0.00683432
148471,-47,23.95491275,0.00683432
148483,-47,23.86782660,0.00683432
148501,-45,21.48422954,0.00683432
148513,-49,24.86345702,0.00683432
148517,-50,26.14313098,0.00683432
148531,-48,25.15175499,0.00683432
148537,-50,27.17165724,0.00683432
148549,-47,25.46354672,0.00683432
148573,-45,25.06033192,0.00683432
148579,-47,26.61166095,0.00683432
148609,-42,21.45128671,0.00683432
148627,-43,21.35017029,0.00683432
148633,-43,22.34880683,0.00683432
148639,-41,21.38277191,0.00683432
148663,-37,18.60905298,0.00683432
148667,-39,19.87245260,0.00683432
148669,-40,20.71806426,0.00683432
148691,-46,23.31969375,0.00683432
148693,-47,24.48690595,0.00683432
148711,-42,20.15409213,0.00683432
148721,-42,20.70887500,0.00683432
148723,-42,21.42279690,0.00683432
148727,-42,21.70639439,0.00683432
148747,-47,26.00161337,0.00683432
148763,-45,24.42197683,0.00683432
148781,-47,25.72645155,0.00683432
148783,-47,26.39678315,0.00683432
148793,-50,28.18955985,0.00683432
148817,-48,25.63907963,0.00683432
148829,-46,25.26503879,0.00683432
148853,-45,23.57097996,0.00683432
148859,-49,26.22417367,0.00683432
148861,-50,27.17788702,0.00683432
148867,-50,28.04451762,0.00683432
148873,-51,28.12782000,0.00683432
148891,-48,26.20348346,0.00683432
148913,-50,27.28696452,0.00683432
148921,-47,25.94848288,0.00683432
148927,-50,27.64779419,0.00683432
148931,-51,28.87780279,0.00683432
148933,-52,29.86119925,0.00683432
148949,-51,28.27425073,0.00683432
148957,-50,28.47364430,0.00683432
148961,-52,29.95601765,0.00683432
148991,-52,28.94756944,0.00683432
148997,-53,30.53288785,0.00683432
149011,-47,27.56980328,0.00683432
149021,-45,26.39142647,0.00683432
149027,-48,28.70154459,0.00683432
149033,-47,28.54970011,0.00683432
149053,-48,29.54101721,0.00683432
149057,-47,29.54769570,0.00683432
149059,-48,30.54996288,0.00683432
149069,-50,31.94020020,0.00683432
149077,-49,31.72295832,0.00683432
149087,-48,30.76215861,0.00683432
149099,-49,31.62331174,0.00683432
149101,-50,32.64342588,0.00683432
149111,-54,34.77211986,0.00683432
149113,-55,35.74288175,0.00683432
149119,-56,36.63717115,0.00683432
149143,-58,38.02918795,0.00683432
149153,-58,38.98266514,0.00683432
149159,-60,40.43168971,0.00683432
149161,-61,41.48977700,0.00683432
149173,-63,43.06372750,0.00683432
149183,-63,43.50049905,0.00683432
149197,-61,42.43823524,0.00683432
149213,-64,45.04442645,0.00683432
149239,-57,40.43638952,0.00683432
149249,-57,40.64818951,0.00683432
149251,-58,41.63573522,0.00683432
149257,-57,41.05977206,0.00683432
149269,-59,40.70244424,0.00683432
149287,-62,42.72686907,0.00683432
149297,-63,42.57231318,0.00683432
149309,-64,44.32000982,0.00683432
149323,-66,46.33456959,0.00683432
149333,-64,45.31436543,0.00683432
149341,-67,47.36402436,0.00683432
149351,-67,47.10921617,0.00683432
149371,-65,44.78360802,0.00683432
149377,-65,45.72192355,0.00683432
149381,-66,46.75062285,0.00683432
149393,-67,47.15357571,0.00683432
149399,-66,47.19967394,0.00683432
149411,-63,45.78484767,0.00683432
149417,-62,46.16557261,0.00683432
149419,-63,47.20156361,0.00683432
149423,-62,46.94877722,0.00683432
149441,-60,45.22525580,0.00683432
149459,-63,46.54435823,0.00683432
149489,-66,48.18164130,0.00683432
149491,-67,49.25746669,0.00683432
149497,-67,49.74253551,0.00683432
149503,-69,50.64270600,0.00683432
149519,-68,49.54418800,0.00683432
149521,-69,50.57207185,0.00683432
149531,-67,50.22839971,0.00683432
149533,-68,51.07485897,0.00683432
149543,-67,50.52091597,0.00683432
149551,-72,54.19473111,0.00683432
149561,-70,53.46971709,0.00683432
149563,-71,54.37192306,0.00683432
149579,-70,54.62617175,0.00683432
149603,-67,52.52195785,0.00683432
149623,-66,52.92408723,0.00683432
149627,-68,54.53339974,0.00683432
149629,-69,55.37502654,0.00683432
149689,-61,46.97128613,0.00683432
149711,-64,48.85425560,0.00683432
