scenario,seed,kernel,kernel_param,match_mode,mode,alpha,cross_curve_ratio,cross_curve_cv,max_within_cv,score,passes_old_gate,passes_primary_gate,mean_37a1,mean_11a1,mean_389a1,cv_37a1,cv_11a1,cv_389a1,tail_ratio,tail_max_cv,tail_slope_37a1,tail_slope_11a1,tail_slope_389a1,loo_k_pass_count,loo_k_ratio_min,loo_k_ratio_max,loo_k_ratio_range,loo_k_maxcv_min,loo_k_maxcv_max,loo_k_maxcv_range
rank_perm,2_1_0,smoothstep,none,none,all,0.75,20.190975857974269,0.74211753498274569,0.063350747123075798,3.0685865120080793,False,False,4.1697842185562095,2.1645834262524959,0.20651722075678605,0.040307561710165744,0.015593440378409651,0.063350747123075798,20.632205115928301,0.05158065922896516,0.024791740495328781,7.6306376948992186e-05,-0.018928219082521489,0,19.850667480842862,20.6922350064455,0.84156752560263826,0.051687500072358707,0.068144811139508266,0.016457311067149559
rank_perm,identity,smoothstep,none,none,all,0.75,1.3473754929960748,0.13277561777915303,0.063297427334436704,0.3614560483477629,True,True,1.5911087023622141,1.181952525781276,1.5925338671225024,0.040314798205058552,0.015589562672353854,0.063297427334436704,1.4023997514636641,0.05158036084512034,0.024791742743129768,7.641727925834057e-05,-0.018927037010940138,7,1.331450602331709,1.3705117170902625,0.039061114758553561,0.051639475223074015,0.068090710814448313,0.016451235591374298
real,,exponential,1,continuous,PL2_only,0.75,1.3669206004175998,0.1344187577112059,0.065506895288400688,0.37806736825451753,True,False,1.6006383021360526,1.1994782742555767,1.6395915628332993,0.043386880683376303,0.046430469310130618,0.065506895288400688,1.3413753587149633,0.05012456797630644,0.022685215996679411,-0.010273661077738309,-0.022092555526521594,7,1.3481862449638429,1.3779337172879418,0.029747472324098911,0.055275901078717861,0.070496818825859384,0.015220917747141523
real,,exponential,1,continuous,P_only,0.75,1.36700218206396,0.13442893272350628,0.065538914014631994,0.3781590679980088,True,False,1.6005954480792857,1.1994782742555767,1.6396894182456865,0.043385818837992078,0.046430469310130618,0.065538914014631994,1.3413752434388779,0.050124384329123646,0.022685353445228377,-0.010273661077738309,-0.022093255096330734,7,1.3482055499939758,1.378028763741687,0.029823213747711241,0.055309524582259441,0.070529142228694677,0.015219617646435236
real,,exponential,1,continuous,all,0.75,1.3476125275104134,0.1322557889965387,0.063748978727171932,0.36208350739808043,True,True,1.5876579414614305,1.1825888473826258,1.5936715456269268,0.042234517885579123,0.015953719485875307,0.063748978727171932,1.4006763828348867,0.05073719045553985,0.02473296204513295,0.0032672168461644435,-0.020534583128608151,7,1.3277676186072482,1.3718243530838838,0.044056734476635606,0.052040319573404999,0.068733194419816346,0.016692874846411347
real,,exponential,1,continuous,cP_only,0.75,1.3476922302198404,0.13226308172666576,0.06377298439553869,0.36216665495696743,True,True,1.5876152893196802,1.1825888473826258,1.5937658011622016,0.042231089100077571,0.015953719485875307,0.06377298439553869,1.4006762620188322,0.050736978997568287,0.024733099493681937,0.0032672168461644435,-0.020535282698417239,7,1.3278604027177852,1.3719114497697811,0.044051047051995917,0.052063708675080846,0.068757468741026603,0.016693760065945758
real,,exponential,1,discrete_both,PL2_only,0.75,1.3668818977787642,0.13441063391124167,0.065527356793833216,0.37805951561592266,True,False,1.6006618614769752,1.199503925713872,1.6395802023728552,0.043391149278510309,0.04639951577177618,0.065527356793833216,1.3413826482450846,0.050141436434922748,0.02268688589977591,-0.010259897617262648,-0.022095566287754404,7,1.3481407958321148,1.3778968316658378,0.029756035833722994,0.055276606821878377,0.070519251284515791,0.015242644462637414
real,,exponential,1,discrete_both,P_only,0.75,1.3669634735054625,0.13442080545966217,0.065559368712292454,0.37815120591091295,True,False,1.6006190060023682,1.199503925713872,1.6396780527772727,0.043390103445468071,0.04639951577177618,0.065559368712292454,1.3413825330451079,0.050141252822247774,0.022687023342781488,-0.010259897617262648,-0.022096265883664059,7,1.3481600939977834,1.3779918714088792,0.029831777411095883,0.055310222047279818,0.070551568897441672,0.015241346850161853
real,,exponential,1,discrete_both,all,0.75,1.3475723718654797,0.13224767838402821,0.063771327605495781,0.36207605821323918,True,True,1.5876812352516809,1.1826159989673035,1.593660646734433,0.04223765737795946,0.015958914681030924,0.063771327605495781,1.4006832921644263,0.050754234255592626,0.024734631949040159,0.0032809802837343903,-0.020537593887983315,7,1.3277121050504324,1.3718250862703314,0.044112981219899039,0.052042358207627877,0.068757563115371206,0.016715204907743329
real,,exponential,1,discrete_both,cP_only,0.75,1.3476520686448183,0.13225496755107335,0.063795327906682242,0.36215919776692268,True,True,1.587638581686551,1.1826159989673035,1.5937548974207449,0.042234244990720357,0.015958914681030924,0.063795327906682242,1.4006831714275003,0.050754022844330081,0.02473476939204566,0.0032809802837343903,-0.020538293483892946,7,1.3278048817755677,1.3719121819721607,0.044107300196593036,0.052065738124358121,0.068781833106548187,0.016716094982190066
real,,exponential,1,none,PL2_only,0.75,1.3788366176602107,0.1371015502170832,0.066094375629608723,0.38733448856751024,True,False,1.6021172547677824,1.1969119480608212,1.6503460221012767,0.045643042840162483,0.049432710514421434,0.066094375629608723,1.3555765617833035,0.054868256469340383,0.025028231608560332,-0.0042090644153279762,-0.021601864886867737,7,1.3609880782874133,1.3931120950715103,0.032124016784097043,0.056739581421247014,0.070565439001123373,0.013825857579876359
real,,exponential,1,none,P_only,0.75,1.3789222302364108,0.1371122406422767,0.066127802354284657,0.38743000380749842,True,False,1.6020666359921873,1.1969119480608212,1.6504484928166347,0.045659539016685596,0.049432710514421434,0.066127802354284657,1.3555764731689992,0.054868071362242574,0.025028377553314687,-0.0042090644153279762,-0.021602511843953974,7,1.3610094521261187,1.3932119238691132,0.03220247174299451,0.056774521329237194,0.070597668898409349,0.013823147569172155
real,,exponential,1,none,all,0.75,1.3514142749820794,0.13298464122037459,0.063734178353915649,0.36488583354053056,True,True,1.5855646343268048,1.1803462549900607,1.5951367784152055,0.043666141289743568,0.017768034529996018,0.063734178353915649,1.4120574651949791,0.055357563933536004,0.027031899288896932,-0.0031727197021667068,-0.019970969860513218,7,1.3317202038203582,1.3754247727275166,0.043704568907158459,0.052608290006560823,0.068329608428799204,0.015721318422238381
real,,exponential,1,none,cP_only,0.75,1.3514973022735133,0.13299176184047701,0.063758107724258148,0.36497119835860181,True,True,1.5855142881096058,1.1803462549900607,1.5952347793677115,0.043679693750023042,0.017768034529996018,0.063758107724258148,1.4120573719727203,0.055357356630675529,0.027032045233651353,-0.0031727197021667068,-0.019971616817599475,7,1.331816895382729,1.3755153922982568,0.043698496915527851,0.052631254525599039,0.068352269474598285,0.015721014948999246
real,,exponential,3,continuous,PL2_only,0.75,1.3562757952648838,0.13016361814975383,0.074808886457218865,0.37955144413312691,True,False,1.5899974150343483,1.2080537800778384,1.6384541012978193,0.046765523896286923,0.051870884714019919,0.074808886457218865,1.3197286633159715,0.056034802240362516,0.021424917797875125,-0.015095189431597093,-0.039712726021531301,7,1.3335999439651611,1.3708075961638226,0.037207652198661512,0.065650393016192743,0.080753138119620427,0.015102745103427684
real,,exponential,3,continuous,P_only,0.75,1.3563679697461297,0.13017647573080365,0.074858079699216817,0.37966859652440221,True,False,1.5899508517180934,1.2080537800778384,1.6385654530283151,0.046769898734791676,0.051870884714019919,0.074858079699216817,1.3197295845221493,0.056034886585670865,0.021425051994162354,-0.015095189431597093,-0.039713672401624669,7,1.3336185999536971,1.3709150005523032,0.037296400598606061,0.065702658629001917,0.080807922934712617,0.0151052643057107
real,,exponential,3,continuous,all,0.75,1.3433646465437687,0.12991105819987131,0.072814118544054326,0.36799151564507049,True,False,1.5791007894635332,1.1859843543690485,1.5932094530134167,0.045209958040978632,0.020646831125225838,0.072814118544054326,1.4006832610312634,0.055948002793093705,0.025002775542911873,0.0076803531323571539,-0.037739315933793774,7,1.3216989165672135,1.3711741717168275,0.049475255149614039,0.06229375456518841,0.078513122879713654,0.016219368314525244
